ribosome maturation protein	EG11153-MONOMER					(rimM)	(EG11153)	((ribosome, CCO-RIBOSOME) (cytosol, CCO-CYTOSOL))
ribosome modulation factor	EG50004-MONOMER					(rmf)	(EG50004)	((cytosol, CCO-CYTOSOL))
ribosome recycling factor	EG10335-MONOMER					(frr)	(EG10335)	((cytosol, CCO-CYTOSOL))
ribosome rescue factor	MONOMER0-2687					(arfA)	(G0-10465)	
ribosome small subunit-dependent GTPase A	G7841-MONOMER					(rsgA)	(G7841)	((cytosol, CCO-CYTOSOL))
ribosome-associated ATPase	YHIH-MONOMER					(rbbA)	(EG12223)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ribosome-binding ATPase, inhibitor of catalase activity	EG11404-MONOMER					(ychF)	(EG11404)	
ribosome-dependent mRNA interferase, toxin of the YafO-YafN toxin-antitoxin system	G6117-MONOMER					(yafO)	(G6117)	
ribulose-5-phosphate 3-epimerase	RIBULP3EPIM-MONOMER					(rpe)	(M004)	
ring 1,2-phenylacetyl-CoA epoxidase	CPLX0-1762							
ring 1,2-phenylacetyl-CoA epoxidase subunit	G6710-MONOMER					(paaB)	(G6710)	
ring 1,2-phenylacetyl-CoA epoxidase, monooxygenase subunit	G6709-MONOMER					(paaA)	(G6709)	
ring 1,2-phenylacetyl-CoA epoxidase, reductase subunit	G6713-MONOMER					(paaE)	(G6713)	
ring 1,2-phenylacetyl-CoA epoxidase, structural subunit	G6711-MONOMER					(paaC)	(G6711)	
RmlB	DTDPGLUCDEHYDRAT-MONOMER					(rfbB)	(EG12412)	((cytosol, CCO-CYTOSOL))
RNA 3'-terminal phosphate cyclase	G7750-MONOMER					(rtcA)	(G7750)	((cytosol, CCO-CYTOSOL))
RNA chaperone, involved in posttranscriptional control of ProP levels	EG12866-MONOMER					(proQ)	(EG12866)	((cytosol, CCO-CYTOSOL))
RNA ligase	G7751-MONOMER					(rtcB)	(G7751)	
RNA Polymerase (RNAP)-binding ATPase and RNAP recycling factor	EG11083-MONOMER					(hepA)	(EG11083)	
RNA polymerase sigma 19	CPLX0-221							
RNA polymerase sigma 24	RNAPE-CPLX							
RNA polymerase sigma 28	CPLX0-222							
RNA polymerase sigma 32	RNAP32-CPLX							
RNA polymerase sigma 38	RNAPS-CPLX							
RNA polymerase sigma 54	RNAP54-CPLX							
RNA polymerase sigma 70	RNAP70-CPLX							
RNA polymerase-binding transcription factor DksA	EG10230-MONOMER					(dksA)	(EG10230)	((cytosol, CCO-CYTOSOL))
RNA polymerase, &alpha; subunit	EG10893-MONOMER					(rpoA)	(EG10893)	((cytosol, CCO-CYTOSOL) (membrane, CCO-MEMBRANE))
RNA polymerase, &beta; subunit	RPOB-MONOMER					(rpoB)	(EG10894)	((cytosol, CCO-CYTOSOL) (membrane, CCO-MEMBRANE))
RNA polymerase, &beta;' subunit	RPOC-MONOMER					(rpoC)	(EG10895)	((cytosol, CCO-CYTOSOL) (membrane, CCO-MEMBRANE))
RNA polymerase, &omega; subunit	EG10899-MONOMER					(rpoZ)	(EG10899)	((cytosol, CCO-CYTOSOL))
RNA polymerase, core enzyme	APORNAP-CPLX							
RNA polymerase, sigma 19 factor	PD00440					(fecI)	(EG10291)	((cytosol, CCO-CYTOSOL))
RNA polymerase, sigma 24 (sigma E) factor	RPOE-MONOMER					(rpoE)	(EG11897)	((cytosol, CCO-CYTOSOL))
RNA polymerase, sigma 28 (sigma F) factor	EG11355-MONOMER					(fliA)	(EG11355)	((cytosol, CCO-CYTOSOL))
RNA polymerase, sigma 32 (sigma H) factor	RPOH-MONOMER					(rpoH)	(EG10897)	((cytosol, CCO-CYTOSOL))
RNA polymerase, sigma 54 (sigma N) factor	RPON-MONOMER					(rpoN)	(EG10898)	
RNA polymerase, sigma 70 (sigma D) factor	RPOD-MONOMER					(rpoD)	(EG10896)	((cytosol, CCO-CYTOSOL))
RNA polymerase, sigma S (sigma 38) factor	RPOS-MONOMER					(rpoS)	(EG10510)	((cytosol, CCO-CYTOSOL))
RNA pyrophosphohydrolase	G7459-MONOMER					(rppH)	(G7459)	
RNA-binding protein that affects many cellular processes; homolog of mammalian Sm/Sm-like proteins	EG10438-MONOMER					(hfq)	(EG10438)	((cytosol, CCO-CYTOSOL))
RNase BN	CPLX0-3601							
RNase D	EG10858-MONOMER					(rnd)	(EG10858)	((cytosol, CCO-CYTOSOL))
RNase E	EG10859-MONOMER					(rne)	(EG10859)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
RNase HI, degrades RNA of DNA-RNA hybrids, participates in DNA replication	EG10860-MONOMER					(rnhA)	(EG10860)	((cytosol, CCO-CYTOSOL))
RNAse HII,  degrades RNA of DNA-RNA hybrids	EG10861-MONOMER					(rnhB)	(EG10861)	((cytosol, CCO-CYTOSOL))
RNase I, cleaves phosphodiester bond between any two nucleotides	EG10856-MONOMER					(rna)	(EG10856)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (cytosol, CCO-CYTOSOL))
RNase III	EG10857-MONOMER					(rnc)	(EG10857)	((cytosol, CCO-CYTOSOL))
RNase III	CPLX0-3281							((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
RNase P	CPLX0-1382							((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
RNase P protein component; processes tRNA, 4.5S RNA	EG10862-MONOMER					(rnpA)	(EG10862)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
RNase PH	CPLX0-1081							
RNase PH monomer	EG10863-MONOMER					(rph)	(EG10863)	
RNase R	EG11259-MONOMER					(rnr)	(EG11259)	((cytosol, CCO-CYTOSOL))
RNase T	CPLX0-3602							
RnlA-RnlB toxin-antitoxin complex	CPLX0-7909							
Rnt	EG11547-MONOMER					(rnt)	(EG11547)	
Rob DNA-binding transcriptional activator	PD04418					(rob)	(EG11366)	((cytosol, CCO-CYTOSOL))
rod shape-determining membrane protein; sensitivity to radiation and drugs	EG10607-MONOMER					(mrdB)	(EG10607)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
RPnTP hydrolase	EG10722-MONOMER					(phnM)	(EG10722)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
rseB	G7348-MONOMER					(rseB)	(G7348)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
RseP zinc protease, signal peptide peptidase	EG12436-MONOMER					(rseP)	(EG12436)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
RssB-P	RSSB-P	(regulator of RpoS)	(EG12121-MONOMER)			(rssB)	(EG12121)	
RstA transcriptional regulator	RSTA-MONOMER			(RstA-Phosphorylated DNA-binding transcriptional regulator)	(PHOSPHO-RSTA)	(rstA)	(G6864)	((cytosol, CCO-CYTOSOL))
RstA-Phosphorylated DNA-binding transcriptional regulator	PHOSPHO-RSTA	(RstA transcriptional regulator)	(RSTA-MONOMER)			(rstA)	(G6864)	((cytosol, CCO-CYTOSOL))
RstB sensory histidine kinase	RSTB-MONOMER			(RstB sensory histidine kinase - phosphorylated)	(PHOSPHO-RSTB)	(rstB)	(EG11233)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
RstB sensory histidine kinase - phosphorylated	PHOSPHO-RSTB	(RstB sensory histidine kinase)	(RSTB-MONOMER)			(rstB)	(EG11233)	
RtcR DNA-binding transcriptional activator	EG12356-MONOMER					(rtcR)	(EG12356)	((cytosol, CCO-CYTOSOL))
RutR DNA-binding transcriptional dual regulator	PD01352					(rutR)	(EG12301)	
RutR-thymine	CPLX0-8058							
RutR-uracil	CPLX0-7651							
RyhB-regulated <i>fur</i> leader peptide	MONOMER0-2801					(uof)	(G0-10580)	
S-adenosylmethionine:tRNA ribosyltransferase-isomerase	EG10812-MONOMER					(queA)	(EG10812)	((cytosol, CCO-CYTOSOL))
S-glutathionyl-(chloro)hydroquinone reductase	G7616-MONOMER					(yqjG)	(G7616)	
S-glutathionyl-(chloro)hydroquinone reductase	CPLX0-7984							
S-methyl-L-methionine transporter	B0260-MONOMER					(mmuP)	(G6135)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
Sad	G6811-MONOMER					(sad)	(G6811)	
SbcCD ATP-dependent dsDNA exonuclease	CPLX0-3957							
scaffold protein for iron-sulfur cluster assembly	G7324-MONOMER					(iscU)	(G7324)	
scaffolding protein that interacts with murein polymerase and murein hydrolase	G6968-MONOMER					(mipA)	(G6968)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
ScpA	METHYLMALONYL-COA-MUT-MONOMER					(scpA)	(EG11444)	
SdiA DNA-binding transcriptional dual regulator	PD02198					(sdiA)	(EG10935)	((cytosol, CCO-CYTOSOL))
SdsRQP multidrug efflux system	CPLX0-7807							
SdsRQP multidrug efflux transport system - predicted membrane fusion protein	EG11954-MONOMER					(sdsR)	(EG11954)	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
SdsRQP multidrug efflux transport system - predicted outer membrane factor	EG11952-MONOMER					(sdsP)	(EG11952)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
SdsRQP multidrug efflux transport system - uncharacterised component	YJCQ-MONOMER					(sdsQ)	(EG11953)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
Sec Translocation Complex	SEC-SECRETION-CPLX							
SecA	SECA					(secA)	(EG10936)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
SecB	SECB					(secB)	(EG10937)	((cytosol, CCO-CYTOSOL))
SecD	SECD					(secD)	(EG10938)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
SecD-SecF-YajC-YidC Secretion Complex	SECD-SECF-YAJC-YIDC-CPLX							
SecE	SECE					(secE)	(EG10939)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
SecF	SECF					(secF)	(EG10940)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
SecG	SECG					(secG)	(EG12095)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
secretion monitor that regulates SecA translation (General Secretory Pathway)	EG11087-MONOMER					(secM)	(EG11087)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (cytosol, CCO-CYTOSOL))
SecY	SECY					(secY)	(EG10766)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
SecY-interacting protein	G7451-MONOMER					(syd)	(G7451)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
SecYEG translocase	SECE-G-Y-CPLX							
SelB-L-selenocysteinyl-tRNA<SUP>sec</SUP>	CPLX0-8053							
selenide, water dikinase	EG10943-MONOMER					(selD)	(EG10943)	((cytosol, CCO-CYTOSOL))
selenide, water dikinase	CPLX0-7957							
selenocysteine synthase	EG10941-MONOMER					(selA)	(EG10941)	((cytosol, CCO-CYTOSOL))
selenocysteine synthase	CPLX0-1141							
selenocysteyl-tRNA-specific translation elongation factor	EG10942-MONOMER					(selB)	(EG10942)	((cytosol, CCO-CYTOSOL))
SeqA, negative modulator of initiation of replication	EG12197-MONOMER					(seqA)	(EG12197)	((cytosol, CCO-CYTOSOL))
SerA	PGLYCDEHYDROG-MONOMER					(serA)	(EG10944)	((cytosol, CCO-CYTOSOL))
SerC	PSERTRANSAM-MONOMER					(serC)	(EG10946)	((cytosol, CCO-CYTOSOL))
serine / alanine / glycine / cycloserine:H<sup>+</sup>symporter	CYCA-MONOMER					(cycA)	(EG12504)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
serine / threonine:H<sup>+</sup> symporter TdcC	TDCC-MONOMER					(tdcC)	(EG10991)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
serine / threonine:Na<sup>+</sup> symporter	YGJU-MONOMER					(sstT)	(EG12732)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
serine acetyltransferase	CPLX0-237							
serine acetyltransferase monomer	SERINE-O-ACETTRAN-MONOMER					(cysE)	(EG10187)	((cytosol, CCO-CYTOSOL))
serine endoprotease, periplasmic	G7682-MONOMER					(degQ)	(G7682)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
serine hydroxymethyltransferase	GLYOHMETRANS-CPLX							
serine protease Do	CPLX0-2921							((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
serine:H<sup>+</sup> symporter SdaC	SDAC-MONOMER					(sdaC)	(EG12142)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
serine/threonine kinase HipA	EG10443-MONOMER			(phosphorylated serine/threonine kinase HipA)	(HIPA-P)	(hipA)	(EG10443)	((cytosol, CCO-CYTOSOL))
serine/threonine protein kinase	EG11831-MONOMER					(rdoA)	(EG11831)	((cytosol, CCO-CYTOSOL))
seryl-tRNA synthetase	SERS-MONOMER					(serS)	(EG10947)	((cytosol, CCO-CYTOSOL))
seryl-tRNA synthetase	SERS-CPLX							
SgcA	SGCA-MONOMER					(sgcA)	(EG12554)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
SgcC	SGCC-MONOMER					(sgcC)	(EG12556)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
SgrR DNA-binding transcriptional dual regulator	EG12094-MONOMER					(sgrR)	(EG12094)	
SgrT, regulator of PtsG activity	MONOMER0-2842					(sgrT)	(G0-10617)	
shikimate dehydrogenase	AROE-MONOMER					(aroE)	(EG10077)	
shikimate dehydrogenase / quinate dehydrogenase	CPLX0-7462							
shikimate kinase I	AROK-MONOMER					(aroK)	(EG10081)	((cytosol, CCO-CYTOSOL))
shikimate kinase II	AROL-MONOMER					(aroL)	(EG10082)	((cytosol, CCO-CYTOSOL))
shikimate:H<sup>+</sup> symporter	SHIA-MONOMER					(shiA)	(G7067)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
short chain acyl-CoA synthetase	CPLX0-1669							
short chain acyl-CoA synthetase monomer	EG12357-MONOMER					(fadK)	(EG12357)	((membrane, CCO-MEMBRANE))
signal peptide-binding chaperone for NapA	NAPD-MONOMER					(napD)	(EG12143)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
Signal Recognition Particle Protein Translocation System	SRP-CPLX							((cytosol, CCO-CYTOSOL))
site-specific recombinase	EG11071-MONOMER					(xerD)	(EG11071)	((cytosol, CCO-CYTOSOL))
site-specific recombinase, acts on cer sequence of ColE1,  effects chromosome segregation at cell division	EG11069-MONOMER					(xerC)	(EG11069)	((cytosol, CCO-CYTOSOL))
Skp periplasmic chaperone	CPLX0-7711							
SlyA DNA-binding transcriptional activator	G6882-MONOMER					(slyA)	(G6882)	((cytosol, CCO-CYTOSOL))
small heat shock protein IbpA	EG11534-MONOMER					(ibpA)	(EG11534)	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (cytosol, CCO-CYTOSOL))
small heat shock protein IbpB	EG11535-MONOMER					(ibpB)	(EG11535)	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (cytosol, CCO-CYTOSOL))
small membrane protein	MONOMER0-2879					(yohP)	(G0-10652)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
small membrane protein	MONOMER0-2881					(ykgR)	(G0-10654)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
small membrane protein	MONOMER0-2875					(yoaJ)	(G0-10648)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
small membrane protein	MONOMER0-761					(yncL)	(G0-8887)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
small membrane protein	MONOMER0-2663					(ybgT)	(G0-10441)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
small membrane protein	MONOMER0-766					(yneM)	(G0-8892)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
small membrane protein	MONOMER0-2876					(yoaK)	(G0-10649)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
small membrane protein	MONOMER0-2880					(azuC)	(G0-10653)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
small membrane protein	MONOMER0-2874					(ypdK)	(G0-10647)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
small membrane protein involved in the cell envelope stress response	G6396-MONOMER					(acrZ)	(G6396)	((membrane, CCO-MEMBRANE))
small outer membrane protein	MONOMER0-2817					(yccB)	(G0-10588)	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
small predicted membrane protein	MONOMER0-2885					(ymiA)	(G0-10512)	
small predicted membrane protein	MONOMER0-2675					(yniD)	(G0-10453)	((membrane, CCO-MEMBRANE))
small predicted membrane protein	MONOMER0-2821					(ydgU)	(G0-10593)	
small predicted membrane protein	MONOMER0-2840					(ythA)	(G0-10616)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
small predicted membrane protein	MONOMER0-2681					(yohO)	(G0-10459)	
small predicted membrane protein	MONOMER0-2883					(yqfG)	(G0-10656)	
small predicted membrane protein	MONOMER0-2884					(yshB)	(G0-10657)	
small protein	MONOMER0-2878					(yrbN)	(G0-10651)	
small protein	MONOMER0-2871					(yobI)	(G0-10644)	
small protein	MONOMER0-2869					(yjeV)	(G0-10642)	
small protein	MONOMER0-2870					(yoeI)	(G0-10643)	
small protein	MONOMER0-2872					(ymjD)	(G0-10645)	
small protein	MONOMER0-2868					(ilvX)	(G0-10641)	
small protein	MONOMER0-2873					(ynbG)	(G0-10646)	
small protein	MONOMER0-762					(ypfM)	(G0-8888)	((cytosol, CCO-CYTOSOL))
small protein	MONOMER0-2877					(yqeL)	(G0-10650)	
small protein B	EG11782-MONOMER					(smpB)	(EG11782)	((cytosol, CCO-CYTOSOL))
small protein involved in biofilm formation and acid stress response	G6555-MONOMER					(yceO)	(G6555)	
small protein involved in stress responses	G7000-MONOMER					(yobF)	(G7000)	
small protein involved in the acid stress response	G7521-MONOMER					(yqgB)	(G7521)	((cytosol, CCO-CYTOSOL))
small protein involved in the cell envelope stress response	EG12830-MONOMER					(ybaM)	(EG12830)	
small protein involved in the cell envelope stress response	MONOMER0-2882					(yqcG)	(G0-10655)	
small protein IroK	MONOMER0-4224					(iroK)	(G0-10716)	
small protein MntS	MONOMER0-4216					(mntS)	(G0-10715)	
small stress response membrane protein	MONOMER0-2822					(ynhF)	(G0-10594)	((membrane, CCO-MEMBRANE))
small toxic membrane polypeptide	MONOMER0-1604					(hokB)	(G0-9610)	((membrane, CCO-MEMBRANE))
small toxic membrane polypeptide	MONOMER0-1605					(hokA)	(G0-9613)	((membrane, CCO-MEMBRANE))
small toxic polypeptide LdrA	MONOMER0-1601					(ldrA)	(G0-9602)	
small toxic polypeptide LdrB	MONOMER0-1602					(ldrB)	(G0-9605)	
small toxic polypeptide LdrC	MONOMER0-1603					(ldrC)	(G0-9607)	
SodA	SUPEROX-DISMUTMN-MONOMER					(sodA)	(EG10953)	((cytosol, CCO-CYTOSOL))
SodB	SUPEROX-DISMUTFE-MONOMER					(sodB)	(EG10954)	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
sodium:H<sup>+</sup> antiporter	NHAB-MONOMER					(nhaB)	(EG11392)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
sodium:H<sup>+</sup> antiporter NhaA	CPLX0-7629							
soluble lytic murein transglycosylase	EG10950-MONOMER					(slt)	(EG10950)	((membrane, CCO-MEMBRANE) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
soluble NADH dehydrogenase fragment	CPLX0-3361							
sorbitol-6-phosphate dehydrogenase	SORB6PDEHYDROG-CPLX							
SOS cell division inhibitor	EG10984-MONOMER					(sulA)	(EG10984)	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
SOS mutagenesis and repair	EG11056-MONOMER					(umuC)	(EG11056)	((cytosol, CCO-CYTOSOL) (membrane, CCO-MEMBRANE))
SOS mutagenesis; error-prone repair; processed to UmuD'; forms complex with UmuC	EG11057-MONOMER					(umuD)	(EG11057)	((cytosol, CCO-CYTOSOL))
SoxR and Sigma-E factor regulatory protein RseC	G7347-MONOMER					(rseC)	(G7347)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
SoxR DNA-binding transcriptional dual regulator	PD04132					(soxR)	(EG10957)	((cytosol, CCO-CYTOSOL))
SoxS DNA-binding transcriptional dual regulator	PD00406					(soxS)	(EG10958)	((cytosol, CCO-CYTOSOL))
SpeA	ARGDECARBOXBIO-MONOMER					(speA)	(EG10959)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
SpeB	AGMATIN-MONOMER					(speB)	(EG10960)	
SpeC	ORNDECARBOX-BIO-MONOMER					(speC)	(EG10961)	((cytosol, CCO-CYTOSOL))
specificity determinant for hsdM and hsdR	EG10460-MONOMER					(hsdS)	(EG10460)	((cytosol, CCO-CYTOSOL))
specificity factor for ClpA-ClpP chaperone-protease complex	G6463-MONOMER					(clpS)	(G6463)	((cytosol, CCO-CYTOSOL))
SpeE	SPERMIDINESYN-MONOMER					(speE)	(EG10963)	((cytosol, CCO-CYTOSOL))
SpeF	ORNDECARBOXDEG-MONOMER					(speF)	(EG10964)	((cytosol, CCO-CYTOSOL))
SpeG	SPERMACTRAN-MONOMER					(speG)	(G6842)	((cytosol, CCO-CYTOSOL))
spermidine acetyltransferase	SPERMACTRAN-CPLX							
spermidine efflux transporter	YDGEF-CPLX							
spermidine efflux transporter - MdtI subunit	B1599-MONOMER					(mdtI)	(G6857)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
spermidine efflux transporter - MdtJ subunit	B1600-MONOMER					(mdtJ)	(G6858)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
spermidine synthase	SPERMIDINESYN-CPLX							
split glyceraldehyde 3-phosphate dehydrogenase C	G8205-MONOMER					(gapC_1)	(G8205)	((cytosol, CCO-CYTOSOL))
Spy	G6939-MONOMER					(spy)	(G6939)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
SrlD	SORB6PDEHYDROG-MONOMER					(srlD)	(EG10971)	
SrmB, DEAD-box RNA helicase	EG10975-MONOMER					(srmB)	(EG10975)	((cytosol, CCO-CYTOSOL))
SRP receptor	EG10346-MONOMER					(ftsY)	(EG10346)	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ssDNA and dsDNA binding,  ATP binding	EG10828-MONOMER					(recF)	(EG10828)	((cytosol, CCO-CYTOSOL))
ssDNA-binding protein	EG10976-MONOMER					(ssb)	(EG10976)	((cytosol, CCO-CYTOSOL))
SspB	EG10978-MONOMER					(sspB)	(EG10978)	((ribosome, CCO-RIBOSOME))
starvation lipoprotein	EG11890-MONOMER					(slp)	(EG11890)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
stationary phase inducible protein	G7329-MONOMER					(csiE)	(G7329)	
stationary phase mismatch/uracil DNA glycosylase	EG12717-MONOMER					(mug)	(EG12717)	((cytosol, CCO-CYTOSOL))
stationary phase nucleoid protein that sequesters iron and protects DNA from damage	EG11415-MONOMER					(dps)	(EG11415)	((cytosol, CCO-CYTOSOL) (membrane, CCO-MEMBRANE) (bacterial nucleoid, CCO-BAC-NUCLEOID))
stationary phase protein, binds sigma 70 RNA polymerase subunit	EG11738-MONOMER					(rsd)	(EG11738)	((cytosol, CCO-CYTOSOL))
stationary phase translation inhibitor and ribosome stability factor	EG11151-MONOMER					(raiA)	(EG11151)	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
stationary-phase protein with possible role in p-aminobenzoate or folate biosynthesis	EG10307-MONOMER					(fic)	(EG10307)	
SthA	UDHA-MONOMER					(sthA)	(EG11428)	((cytosol, CCO-CYTOSOL))
stimulates PspC-mediated transcriptional activation of the psp operon; antitoxin of a PspC-PspB toxin-antitoxin pair	EG10777-MONOMER					(pspB)	(EG10777)	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
stimulator of RavA ATPase activity	EG11730-MONOMER					(viaA)	(EG11730)	
stress protein involved in resistance to UV irradiation	EG11877-MONOMER					(uspD)	(EG11877)	((cytosol, CCO-CYTOSOL))
stress protein, member of the CspA family	G6510-MONOMER					(cspH)	(G6510)	((cytosol, CCO-CYTOSOL))
stress protein, member of the CspA family; predicted DNA-binding transcriptional regulator	EG12204-MONOMER					(cspC)	(EG12204)	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
stress response protein	EG11644-MONOMER					(ydeI)	(EG11644)	
stress response protein	EG11206-MONOMER					(yjaA)	(EG11206)	
stress-induced alternate pyruvate formate-lyase subunit	EG11784-MONOMER					(grcA)	(EG11784)	((cytosol, CCO-CYTOSOL))
stress-induced protein	EG11533-MONOMER					(ychH)	(EG11533)	
stress-induced protein	G7046-MONOMER					(yodD)	(G7046)	
stress-induced protein	G7683-MONOMER					(yhcN)	(G7683)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
stress-induced protein	G7574-MONOMER					(ygiW)	(G7574)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
stringent starvation protein A	EG10977-MONOMER					(sspA)	(EG10977)	((cytosol, CCO-CYTOSOL))
subunit of E1(0) component of 2-oxoglutarate dehydrogenase	E1O-MONOMER					(sucA)	(EG10979)	((cytosol, CCO-CYTOSOL))
subunit of E1p component of pyruvate dehydrogenase complex	E1P-MONOMER					(aceE)	(EG10024)	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
subunit of NADH dehydrogenase (quinone)	NQOR-MONOMER							((cytosol, CCO-CYTOSOL))
subunit of periplasmic nitrate reductase, cytochrome c<SUB>550</SUB> protein	NAPB-MONOMER					(napB)	(EG12061)	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
subunit of trans-2-enoyl-CoA reductase (NADPH)	TRANSENOYLCOARED-MONOMER							
subunit of undecaprenyl diphosphate synthase	UPPSYN-MONOMER					(ispU)	(G6092)	((cytosol, CCO-CYTOSOL))
SucB	E2O-MONOMER			(SucB-dihydrolipoate SucB-S-succinyldihydrolipoate SucB-lipoate)	(SUCB-DIHYDROLIPOATE SUCB-S-SUCCINYLDIHYDROLIPOATE SUCB-LIPOATE)	(sucB)	(EG10980)	
SucB-dihydrolipoate	SUCB-DIHYDROLIPOATE	(SucB)	(E2O-MONOMER)					
SucB-lipoate	SUCB-LIPOATE	(SucB)	(E2O-MONOMER)			(sucB)	(EG10980)	
SucB-S-succinyldihydrolipoate	SUCB-S-SUCCINYLDIHYDROLIPOATE	(SucB)	(E2O-MONOMER)			(sucB)	(EG10980)	
