regulatory ATPase	CPLX0-3927	
enterobactin synthase	ENTMULTI-CPLX	
sulfate / thiosulfate / selenate / selenite ABC transporter CysAUWSbp	ABC-70-CPLX	((membrane, CCO-MEMBRANE))
aspartate aminotransferase, PLP-dependent	ASPAMINOTRANS-DIMER	((cytosol, CCO-CYTOSOL))
glyoxalase III, Hsp31 molecular chaperone	CPLX0-861	
protein involved in threonylcarbamoyladenosine biosynthesis	CPLX0-7800	
dTDP-4-dehydro-6-deoxy-D-glucose transaminase	CPLX0-7990	
uridine phosphorylase	URPHOS-CPLX	
cysteine synthase B	ACSERLYB-CPLX	
UhpA-Phosphorylated DNA-binding transcriptional activator	CPLX0-7754	((cytosol, CCO-CYTOSOL))
2-methylisocitrate lyase	CPLX0-1021	
FtsE/FtsX ABC transporter	ABC-54-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ferritin iron-storage complex	CPLX0-3969	
molybdopterin biosynthesis protein B	CPLX0-2521	((cytosol, CCO-CYTOSOL))
ADP-L-glycero-D-mannoheptose-6-epimerase	CPLX0-3681	
NADH dehydrogenase (quinone)	NQOR-CPLX	((cytosol, CCO-CYTOSOL))
alkaline phosphatase	ALKAPHOSPHA-CPLX	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
dethiobiotin synthetase	DETHIOBIOTIN-SYN-CPLX	
ornithine decarboxylase, degradative	ORNDECARBOXDEG-CPLX	
catalase II	HYDROPEROXIDII-CPLX	
TatABCE protein export complex	TATABCE-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
hydrogenase 3	HYDROG3-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
acetohydroxybutanoate synthase / acetolactate synthase	ACETOLACTSYNI-CPLX	
pyridoxine 5'-phosphate synthase	CPLX0-321	
The Tol-Pal Cell Envelope Complex	CPLX0-2201	
<I>Eco</I>KI restriction-modification system	CPLX0-3958	
maltose ABC transporter	ABC-16-CPLX	((membrane, CCO-MEMBRANE))
Gef dimer	CPLX0-2621	
RelB-RelE antitoxin/toxin complex and DNA-binding transcriptional repressor	CPLX0-7791	
L-tartrate dehydratase	LTARTDEHYDRA-CPLX	
glycerol channel GlpF	CPLX0-7654	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
CueR-Cu<sup>+</sup> DNA-binding transcriptional dual regulator	CPLX0-7708	
ferric enterobactin outer membrane transport complex	CPLX0-1941	
glyceraldehyde 3-phosphate dehydrogenase-A complex	GAPDH-A-CPLX	((cytosol, CCO-CYTOSOL))
primosome	CPLX0-3922	
DNA polymerase III, &psi;-&chi; subunit	CPLX0-7910	
NAD-dependent dihydropyrimidine dehydrogenase	CPLX0-7788	
acetate / glycolate transporter	CPLX0-7955	
DNA polymerase III, core enzyme	CPLX0-2361	((cytosol, CCO-CYTOSOL))
GTP-binding protein with a role in modification of tRNA	CPLX0-7608	
xylose ABC transporter	ABC-33-CPLX	
7-&alpha;-hydroxysteroid dehydrogenase	7-ALPHA-HYDROXYSTEROID-DEH-CPLX	
AcrEF-TolC multidrug efflux transport system	CPLX0-2141	
MazF toxin of the MazF-MazE toxin-antitoxin system that exhibits ribonuclease activity	CPLX0-1241	
aspartate semialdehyde dehydrogenase	ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX	
McrBC restriction endonuclease	CPLX0-2661	
isoaspartyl dipeptidase	CPLX0-3021	
dTDP-glucose 4,6-dehydratase	DTDPGLUCDEHYDRAT-CPLX	
sulfate adenylyltransferase	SULFATE-ADENYLYLTRANS-CPLX	
cell division factor ZapB	CPLX0-7686	
macrodomain Ter protein	CPLX0-7789	
HF-I, host factor for RNA phage Q &beta; replication	CPLX0-1461	((cytosol, CCO-CYTOSOL))
oligoribonuclease	CPLX0-1821	
PhoR sensory histidine kinase	PHOR-CPLX	
LolCDE ABC lipoprotein transporter	ABC-62-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
6-phosphofructokinase II	6PFK-2-CPX	
ClpXP protease specificity-enhancing factor	CPLX0-2681	
MazE antitoxin of the MazF-MazE toxin-antitoxin system	CPLX0-841	
lipid hydroperoxide peroxidase	CPLX0-7747	((cytosol, CCO-CYTOSOL))
&beta;-D-glucuronidase	CPLX0-7662	
glycyl-tRNA synthetase	GLYS-CPLX	
cyclopropane fatty acyl phospholipid synthase	CFA-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
HdeA dimer, inactive form of acid-resistance protein	CPLX0-801	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
GTP hydrolase involved in nickel liganding into hydrogenases	CPLX0-3561	
anti-sigma factor	CPLX0-7648	
DNA-binding, ATP-dependent protease La	CPLX0-2881	
CRISPR-associated complex for antiviral defense	CPLX0-7725	
dCTP deaminase	DCTP-DEAM-CPLX	
L-valine efflux transporter	CPLX0-7684	
IS2 insertion element repressor InsA	CPLX0-7417	
predicted structural protein, ethanolamine utilization microcompartment	CPLX0-7835	
cysteine sulfinate desulfinase	CPLX0-7838	
aspartate ammonia-lyase	ASPARTASE-CPLX	((cytosol, CCO-CYTOSOL))
23S rRNA 2'-<i>O</i>-ribose G2251 methyltransferase	CPLX0-1121	
dipeptide ABC transporter	ABC-8-CPLX	
acetolactate synthase / acetohydroxybutanoate synthase	ACETOLACTSYNIII-CPLX	
cyanase dimer	CYANLY-CPLX	
methylmalonyl-CoA decarboxylase	CPLX0-254	
phosphate acetyltransferase	CPLX0-7912	
3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate phosphatase	KDO-8PPHOSPHAT-CPLX	
fructoselysine 3-epimerase	CPLX0-3861	
RcsAB DNA-binding transcriptional dual regulator	PC00084	
glutamate / aspartate ABC transporter	ABC-13-CPLX	
mechanosensitive channel of miniconductance	CPLX0-7985	
trehalose PTS permease	CPLX-168	
fatty acid oxidation complex, &beta; component	FADA-CPLX	((cytosol, CCO-CYTOSOL))
acetoin synthesis / pyruvate oxidase	PYRUVOXID-CPLX	
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase	CPLX0-7564	
alanyl-tRNA synthetase and DNA-binding transcriptional repressor	ALAS-CPLX	
FtsLBQ cell division complex	CPLX0-7934	
L-amino acid N-acyltransferase	CPLX0-7962	
ClpA ATP-dependent protease specificity component and chaperone	CPLX0-881	
asparagine synthetase B	ASNSYNB-CPLX	
NAD synthetase, NH<sub>3</sub>-dependent	NAD-SYNTH-CPLX	
chaperone, protecting proteins in response to oxidative stress	CPLX0-7960	
quinone oxidoreductase	QOR-CPLX	
ribose pyranase	CPLX0-7646	
entericidin toxin-antitoxin complex	ECNAB-CPLX	
SecYEG translocase	SECE-G-Y-CPLX	
predicted monooxygenase	CPLX0-3923	
ZntR-Zn<sup>2+</sup> DNA-binding transcriptional activator	CPLX0-7678	
KdpD sensory histidine kinase	KDPD-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
porphobilinogen synthase	PORPHOBILSYNTH-CPLX	
threonyl-tRNA synthetase	THRS-CPLX	
RnlA-RnlB toxin-antitoxin complex	CPLX0-7909	
ATP synthase F<sub>0</sub> complex	F-O-CPLX	
ATP phosphoribosyltransferase	CPLX0-7614	
23S rRNA m<sup>5</sup>C1962 methyltransferase	CPLX0-7726	
xylulokinase	CPLX0-7466	
asparaginyl-tRNA synthetase	ASNS-CPLX	
glutaredoxin 4	CPLX0-7817	
3-methyl-2-oxobutanoate hydroxymethyltransferase	3-METHYL-2-OXOBUT-OHCH3XFER-CPLX	
2-dehydro-3-deoxyphosphoheptonate aldolase	AROF-CPLX	
KASIII	CPLX0-252	
ArgP DNA-binding transcriptional activator	CPLX0-7669	
bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase	FOLD-CPLX	
leucine ABC transporter	ABC-304-CPLX	
&alpha;-ketoglutarate reductase / D-3-phosphoglycerate dehydrogenase	PGLYCDEHYDROG-CPLX	
L-1,2-propanediol oxidoreductase	LACTALDREDUCT-CPLX	
DsdC DNA-binding transcriptional dual regulator	CPLX0-7713	
taurine ABC transporter	ABC-64-CPLX	
argininosuccinate synthase	CPLX0-238	
50S ribosomal subunit protein L7/L12 dimer	CPLX0-3955	
iron-sulfur cluster scaffold protein	CPLX0-7682	
mannitol PTS permease	CPLX-166	
D-allose ABC transporter	ABC-42-CPLX	
biotin synthase	BIOTIN-SYN-CPLX	
succinyl-CoA synthetase	SUCCCOASYN	
heat shock protein, hemimethylated DNA-binding protein	CPLX0-3921	
aerobic fatty acid oxidation complex	FAO-CPLX	
CpxR-P<sup>asp</sup> DNA-binding transcriptional dual regulator	CPLX0-7748	((cytosol, CCO-CYTOSOL))
23S rRNA m<sup>3</sup>&Psi;1915 methyltransferase	CPLX0-7423	
YefM-antitoxin DNA-binding transcriptional repressor	CPLX0-7929	
KASI	FABB-CPLX	
thiazole synthase	CPLX0-3949	
ClpAP	CPLX0-3104	
L-1,2-propanediol dehydrogenase / glycerol dehydrogenase	GLYCDEH-CPLX	
maltose outer membrane porin / phage lambda receptor protein	CPLX0-7655	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
mannose PTS permease - ManX subunit	CPLX0-7921	
sulfate / thiosulfate / selenite / selenate  ABC transporter  CysAUWCysP	ABC-7-CPLX	
glutamate-pyruvate aminotransferase	CPLX0-7887	
K<sup>+</sup> channel Kch	CPLX0-7674	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
CaiF transcriptional activator	CPLX0-7666	
deoxyguanosine triphosphate triphosphohydrolase	DGTPTRIPHYDRO-CPLX	
2-keto-3-deoxy-L-rhamnonate aldolase	CPLX0-7723	
phosphoglucose isomerase	CPLX0-7877	
acetaldehyde dehydrogenase	CPLX0-3482	
Dps complex; stationary phase nucleoid component that sequesters iron and protects DNA from damage	CPLX0-1521	
betaine aldehyde dehydrogenase	BADH-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
fructose-1,6-bisphosphatase I	F16B-CPLX	
outer membrane porin C	CPLX0-7533	
trimethylamine N-oxide reductase III	CPLX-63	
glucosamine-6-phosphate deaminase	GLUCOSAMINE-6-P-DEAMIN-CPLX	
galactosamine PTS permease - cryptic	CPLX-170	
xanthine-guanine phosphoribosyltransferase	GPT-CPLX	((cytosol, CCO-CYTOSOL))
cysteine desulfurase	CPLX0-248	
ribonucleoside triphosphate reductase activase	CPLX0-229	
carbonic anhydrase 2	CPLX0-7521	
acetyl-CoA acetyltransferase	ACETYL-COA-ACETYLTRANSFER-CPLX	
<i>O</i>-acetyl-ADP-ribose deacetylase, regulator of RNase III activity	CPLX0-7758	
mannitol PTS permease - cryptic	CPLX-156	
RNase PH	CPLX0-1081	
SufBC<sub>2</sub>D Fe-S cluster scaffold complex	CPLX0-1341	
tRNA m<sup>1</sup>G37 methyltransferase	CPLX0-3950	
methylphosphonate degradation complex	CPLX0-7958	
Flagellar Motor Switch Complex	CPLX0-7450	
predicted enamine/imine deaminase	CPLX0-7987	
tyrosine aminotransferase	TYRB-DIMER	
dTDP-L-rhamnose synthetase	DTDPRHAMSYNTHMULTI-CPLX	
biotin carboxylase	BIOTIN-CARBOXYL-CPLX	
The Colicin A Import System	CPLX0-2221	
GAP-like protein that activates GTPase activity of Der	CPLX0-7853	
NAD kinase	CPLX0-682	
methylmalonyl-CoA mutase	CPLX0-7741	
N-acetylneuraminate lyase	ACNEULY-CPLX	
PTS permease - unknown specificity	CPLX-160	
histidine ABC transporter	ABC-14-CPLX	
DnaT	CPLX0-0	
cell division factor ZapA, localizes to the cytokinetic ring	CPLX0-7538	
HflB, integral membrane ATP-dependent zinc metallopeptidase	CPLX0-2982	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
dihydroneopterin aldolase	CPLX0-3936	
palmitoyl transferase for Lipid A	CPLX0-1581	
anthranilate synthase	ANTHRANSYN-CPLX	
MurR DNA-binding transcriptional dual regulator	CPLX0-7745	
isochorismate synthase 2	MENF-CPLX	
K<sup>+</sup> : H<sup>+</sup> antiporter KefC	CPLX0-7819	
L-ribulose 5-phosphate 4-epimerase	RIBULPEPIM-CPLX	
CcmEFGH holocytochrome <I>c</I> synthetase	CPLX0-3323	
RNase T	CPLX0-3602	
anaerobic nucleoside-triphosphate reductase activating system	NRDACTMULTI-CPLX	
phosphohydroxythreonine aminotransferase / 3-phosphoserine aminotransferase	PSERTRANSAM-CPLX	
selenocysteine synthase	CPLX0-1141	
bacterioferritin	CPLX0-1421	((cytosol, CCO-CYTOSOL))
phosphate ABC transporter	ABC-27-CPLX	
N-hydroxyarylamine O-acetyltransferase	CPLX0-236	
ribosomal protein S6 modification protein	CPLX0-7946	
CP4-6 prophage; probable 2-keto-3-deoxygluconate aldolase	CPLX0-7940	
L-carnitine : &gamma;-butyrobetaine antiporter	CPLX0-7906	
MutHLS complex, methyl-directed mismatch repair	MUTHLS-CPLX	
taurine dioxygenase	CPLX0-227	((cytosol, CCO-CYTOSOL))
phosphatidylserine decarboxylase	PHOSPHASERDECARB-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
2,3-dihydroxybenzoate-AMP ligase	ENTE-CPLX	((cytosol, CCO-CYTOSOL) (membrane, CCO-MEMBRANE))
ferrichrome transport system	CPLX0-1981	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
mechanosensitive channel MscS	CPLX0-7626	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
4-hydroxy-tetrahydrodipicolinate reductase	DIHYDROPICRED-CPLX	
RcsB-BglJ DNA-binding transcriptional activator	CPLX0-7916	
thymidylate synthase	THYMIDYLATESYN-CPLX	
malate dehydrogenase	MALATE-DEHASE	
L-cysteine desulfhydrase / cystathionine-&beta;-lyase	CYSTATHIONINE-BETA-LYASE-CPLX	
iron (III) hydroxamate ABC transporter	ABC-11-CPLX	
acetyl-CoA carboxyltransferase	ACETYL-COA-CARBOXYLTRANSFER-CPLX	
glycerol-3-phosphate-dehydrogenase, anaerobic	ANGLYC3PDEHYDROG-CPLX	
2Fe-2S cluster-containing protein	CPLX0-7675	
outer membrane porin F	CPLX0-7534	
FecAR Signal Transduction System	CPLX-3944	
fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase	NAG1P-URIDYLTRANS-CPLX	
YbhF/YbhR/YbhS ABC transporter	ABC-57-CPLX	
inhibitor of vertebrate C-type lysozyme	CPLX0-921	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
amidophosphoribosyl transferase	PRPPAMIDOTRANS-CPLX	
monoacetylchitobiose-6-phosphate hydrolase	CPLX0-7979	
NadR DNA-binding transcriptional repressor and NMN adenylyltransferase	CPLX0-7975	
phosphoribosylformylglycinamide cyclo-ligase	AIRS-CPLX	
fumarase C	FUMARASE-C	
asparaginase I	ANSA-CPLX	((cytosol, CCO-CYTOSOL))
glycine decarboxylase	GCVP-CPLX	
galactofuranose / galactopyranose ABC transporter	ABC-46-CPLX	((membrane, CCO-MEMBRANE))
MukF dimer	CPLX0-7698	
pyridoxamine kinase / hydroxymethylpyrimidine kinase / pyridoxal kinase	PDXK-CPLX	
protein disulfide isomerase / protein disulfide oxidoreductase	DSBC-CPLX	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
<I>N</I>-acetyl-D-galactosamine PTS transporter	CPLX0-7610	
NADP(H)-dependent FMN reductase	CPLX0-224	
Fur-Fe<sup>2+</sup> DNA-binding transcriptional dual regulator	CPLX0-7639	
K<sup>+</sup> transporting ATPase	ATPASE-1-CPLX	
chromate reductase	CPLX0-3121	
polyphosphate kinase	PPK-CPLX	
tetrahydrodipicolinate succinylase	CPLX0-3181	
methylglyoxal synthase	METHGLYSYN-CPLX	
glycolate oxidase	CPLX0-7458	
glutamine synthetase	GLUTAMINESYN-OLIGOMER	((cytosol, CCO-CYTOSOL))
L-fucose isomerase	CPLX0-7631	
L-xylulose kinase	LYXK-CPLX	
copper binding protein CutA	CPLX0-3938	((cytosol, CCO-CYTOSOL))
chitobiose / cellobiose PTS permease	CPLX-155	
MdtEF-TolC multidrug efflux transport system	TRANS-CPLX-204	
glutamate decarboxylase A	GLUTDECARBOXA-CPLX	
50S ribosomal protein complex L8	CPLX0-3956	
Fis DNA-binding transcriptional dual regulator	CPLX0-7705	
quinolinate phosphoribosyltransferase	QUINOPRIBOTRANS-CPLX	
soluble NADH dehydrogenase fragment	CPLX0-3361	
histidyl-tRNA synthetase	HISS-CPLX	
maltose / glucose PTS permease	CPLX-164	
aldehyde dehydrogenase	CPLX0-7805	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
GadE-RcsB DNA binding transcriptional activator	CPLX0-7852	
DNA polymerase III, &beta; subunit	CPLX0-3761	
glutamate synthase	GLUTAMATESYN-DIMER	
homoserine kinase	HOMOSERKIN-CPLX	
glyoxylate carboligase	GLYOCARBOLIG-CPLX	
capsular polysaccharide export apparatus	CPLX0-7529	
phosphonate ABC transporter	ABC-23-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
copper-containing amine oxidase	AMINEOXID-CPLX	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
translocation and assembly module	CPLX0-7976	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
arginine decarboxylase, biosynthetic	ARGDECARBOXBIO-CPLX	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
carboxylate-amine ligase	CPLX0-7827	
TreR DNA-binding transcriptional repressor	CPLX0-7854	
GTP cyclohydrolase II	GTP-CYCLOHYDRO-II-CPLX	
dihydropteroate synthase	H2PTEROATESYNTH-CPLX	
bifunctional 3-demethylubiquinone-<i>8</i> 3-<i>O</i>-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase	DHHB-METHYLTRANSFER-CPLX	
D-gluconate kinase, thermostable	GLUCONOKINII-CPLX	
YehW/YehX/YehY/YehZ ABC transporter	ABC-40-CPLX	
ferric coprogen transport system	CPLX0-7954	
phenylhydantoinase	CPLX0-255	
glucitol/sorbitol PTS permease	CPLX-169	
hydrogenase 4	CPLX0-250	
N-acetylglutamate synthase	N-ACETYLTRANSFER-CPLX	
isocitrate lyase	ISOCIT-LYASE	
&beta;-glucoside PTS permease AscF - cryptic	CPLX-153	
hydrogenase 2	FORMHYDROG2-CPLX	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
aspartate 1-decarboxylase	CPLX0-2901	
lipopolysaccharide ABC transporter	CPLX0-7704	
CSD sulfur transfer protein	CPLX0-7839	
glutamate-1-semialdehyde aminotransferase	GSAAMINOTRANS-CPLX	
ClpX ATP-dependent protease specificity component and chaperone	CPLX0-3102	
cryptic adenine deaminase	CPLX0-1683	
&alpha; complex	ATOD-CPLX	
spermidine acetyltransferase	SPERMACTRAN-CPLX	
aspartate kinase / homoserine dehydrogenase	ASPKINIIHOMOSERDEHYDROGII-CPLX	
predicted 5-keto 4-deoxyuronate isomerase	CPLX-8401	
tyrosyl-tRNA synthetase	TYRS-CPLX	
universal stress protein UP12	CPLX0-3939	
anaerobic fatty acid oxidation complex	CPLX0-1668	
3-dehydroquinate dehydratase	AROD-CPLX	
murein tripeptide amidase A	CPLX0-7989	
proofreading thioesterase in enterobactin biosynthesis	CPLX0-7766	
purine nucleoside phosphorylase	DEOD-CPLX	((cytosol, CCO-CYTOSOL))
GroEL-GroES chaperonin complex	CPLX0-3934	((cytosol, CCO-CYTOSOL))
glutamate dehydrogenase	GDHA-CPLX	
fructose bisphosphate aldolase class II	FRUCBISALD-CLASSII	
citrate synthase	CITRATE-SI-SYNTHASE	
PaaX DNA-binding transcriptional repressor	CPLX0-7731	
sulfite reductase, flavoprotein subunit complex	CPLX0-7841	
ADP-sugar pyrophosphatase	CPLX0-3721	
peptide ABC transporter YejABEF	ABC-41-CPLX	
acid phosphatase	CPLX-722	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
branched chain amino acid ABC transporter	ABC-15-CPLX	
glycerol kinase	GLYCEROL-KIN-CPLX	
D-Tyr-tRNA<sup>Tyr</sup> deacylase	CPLX0-3581	
2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	PHOSGLYCMUTASE	
dihydroxy acid dehydratase	DIHYDROXYACIDDEHYDRAT-CPLX	
ArgR transcriptional dual regulator	PC00005	
glutathione ABC transporter	ABC-49-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
UDP-L-Ara4N formyltransferase / UDP-GlcA C-4\-decarboxylase	CPLX0-7718	
xylose isomerase	XYLISOM-CPLX	
2-hydroxy-6-oxononatrienedioate hydrolase	CPLX0-7950	
DNA polymerase III, preinitiation complex	CPLX0-3801	
ATP synthase F<sub>1</sub> complex - alpha subunit	ATPA-CPLX	
purine nucleoside phosphoramidase	CPLX0-7755	
KASII	3-OXOACYL-ACP-SYNTHII-CPLX	
ModE transcriptional dual regulator	CPLX0-2541	((cytosol, CCO-CYTOSOL))
succinylornithine transaminase	SUCCORNTRANSAM-CPLX	
ribonucleoside-diphosphate reductase 2	RIBONUCLEOSIDE-DIP-REDUCTII-CPLX	
formate hydrogenlyase complex	FHLMULTI-CPLX	
nitrate reductase Z	NITRATREDUCTZ-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
iron-sulfur cluster assembly protein	CPLX0-7908	
citrate lyase, citrate-ACP transferase component	CITTRANS-CPLX	
conserved metal-binding protein	CPLX0-1863	
phosphatidylserine decarboxylase, heterodimer	PHOSPHASERDECARB-DIMER	
citrate lyase, citryl-ACP lyase component	CITRYLY-CPLX	
&beta; subunit complex	TTDB-CPLX	
biotin carboxyl carrier protein (dimer)	BCCP-CPLX	
peptidase T	CPLX0-3041	
YadG/YadH ABC transporter	ABC-21-CPLX	
agmatinase	AGMATIN-CPLX	
tRNA-guanine transglycosylase	CPLX0-1101	
predicted xanthine dehydrogenase	CPLX0-1841	
acid phosphatase/phosphotransferase	APHA-CPLX	
vitamin B<sub>12</sub> ABC transporter	ABC-5-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
aspartate kinase / homoserine dehydrogenase	ASPKINIHOMOSERDEHYDROGI-CPLX	
transketolase I	TRANSKETOI-CPLX	
periplasmic nitrate reductase	NAP-CPLX	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
AraC DNA-binding transcriptional dual regulator	PC00003	
L-ascorbate 6-phosphate lactonase	CPLX0-7848	
cytochrome <i>bo</i> terminal oxidase	CYT-O-UBIOX-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ammonia / ammonium transporter	CPLX0-7532	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ChpB-ChpS complex	CPLX0-7561	
transthyretin-related protein	CPLX0-3961	
NADPH nitroreductase NfsA	CPLX0-244	((cytosol, CCO-CYTOSOL))
pyruvate kinase II	PKII-CPLX	
replicative DNA helicase	CPLX0-3621	
bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase	CPLX0-7761	
DNA polymerase III, &tau; subunit dimer	CPLX0-3802	
NarQ sensory histidine kinase	NARQ-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
2-<I>O</I>-&alpha;-mannosyl-D-glycerate PTS permease	CPLX-163	
aldehyde dehydrogenase A, NAD-linked	ALD-CPLX	
ribonucleoside-diphosphate reductase 2, &alpha; subunit dimer	NRDE-CPLX	
L-ascorbate PTS permease	EIISGA	
adenosylmethionine decarboxylase	SAMDECARB-CPLX	
4-diphosphocytidyl-2C-methyl-D-erythritol synthase	CPLX0-234	
phosphate acetyltransferase / phosphate propionyltransferase	PHOSACETYLTRANS-CPLX	
galactitol PTS permease	CPLX0-231	
2-oxoglutarate dehydrogenase complex	2OXOGLUTARATEDEH-CPLX	
adenylosuccinate synthetase	ADENYLOSUCCINATE-SYN-DIMER	
polynucleotide phosphorylase	CPLX0-3521	
ribonucleoside hydrolase 2 (pyrimidine-specific)	CPLX0-7904	
SdsRQP multidrug efflux system	CPLX0-7807	
tRNA (cytidine/uridine-2'-<i>O</i>)-ribose methyltransferase	CPLX0-7421	
exonuclease VII	CPLX-3946	
methyl-&beta;-D-galactoside / galactose ABC transporter	ABC-18-CPLX	
protein involved in a tRNA modification pathway	CPLX0-7597	((cytosol, CCO-CYTOSOL))
Fad I component of anaerobic fatty acid oxidation complex	CPLX0-1667	
glyoxalase I	GLYOXI-CPLX	
6-phosphogluconate dehydrogenase (decarboxylating)	6PGLUCONDEHYDROG-CPLX	
tryptophan synthase	TRYPSYN	
asparaginase II	ANSB-CPLX	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
2,3-diketo-L-gulonate reductase	CPLX0-2061	
imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase	IMIDHISTID-CPLX	
GDP-mannose mannosyl hydrolase	CPLX0-7712	
MqsA-MqsR antitoxin/toxin complex	CPLX0-7822	
MalT-MalK	MONOMER0-1761	
lipopolysaccharide transport system	CPLX0-7992	((envelope, CCO-ENVELOPE))
outer membrane phospholipase	CPLX0-7944	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
allantoate amidohydrolase	CPLX-7524	
YddO/YddP/YddQ/YddR/YddS ABC transporter	ABC-59-CPLX	
resolvasome	RUVABC-CPLX	
fused diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase	CPLX0-7659	
lipoate synthase	CPLX0-782	
PaaF-PaaG hydratase-isomerase complex	CPLX0-7988	
fructose 6-phosphate aldolase 1	CPLX0-201	
cell division factor ZapD	CPLX0-7973	
acetohydroxy acid isomeroreductase	CPLX0-7643	((cytosol, CCO-CYTOSOL))
DcuR-Phosphorylated DNA-binding transcriptional activator	CPLX0-7721	((cytosol, CCO-CYTOSOL))
vitamin B12 outer membrane transport complex	CPLX0-1924	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
YefM-YoeB antitoxin/toxin complex and DNA-binding transcriptional repressor	CPLX0-3781	
mechanosensitive channel YbiO	CPLX0-7983	
thymidine phosphorylase / uracil phosphorylase	DEOA-CPLX	
1-phosphofructokinase	1-PFK	
formaldehyde dehydrogenase, glutathione-dependent	ADHC-CPLX	
pantothenate kinase	PANTOTHENATE-KIN-CPLX	
5,10-methylenetetrahydrofolate reductase	METHYLENETHFREDUCT-CPLX	
oxidized ribonucleoside-triphosphate reductase	MONOMER0-2863	
ring 1,2-phenylacetyl-CoA epoxidase	CPLX0-1762	
5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	CPLX0-1541	
7,8-diaminopelargonic acid synthase	DAPASYN-CPLX	
PrlF-YhaV antitoxin-toxin complex	CPLX0-7624	
AMP nucleosidase	AMP-NUCLEOSID-CPLX	
protease IV, a signal peptide peptidase	CPLX0-2941	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ribonucleoside diphosphate reductase 1, &beta; subunit dimer	B2-CPLX	
RecBCD	RECBCD	
predicted rRNA methyltransferase	CPLX0-7422	
