# Organism: Escherichia coli K-12 substr. MG1655
# Database: EcoCyc
# Version: 25.1
# Date and time generated: September 10, 2021, 12:54:24
"id"	"common_name"	"genes"	"left_end_pos"	"right_end_pos"	"direction"
"TU0-8695"	"ycjW"	["G6658"]	1382963	1383961	"-"
"TU0-8696"	"ydaL"	["G6672"]	1405979	1406542	"+"
"TU0-8697"	"ydaM"	["G6673"]	1406563	1407795	"-"
"TU0-8698"	"ydbJ"	["G0-10450"]	1441029	1441324	"+"
"TU0-8699"	"ydbK"	["G6701"]	1437260	1440831	"-"
"TU0-8700"	"ydcI"	["G6737"]	1494148	1495134	"-"
"TU0-8701"	"ydcK"	["G6741"]	1499469	1500449	"-"
"TU0-8702"	"ydcO"	["G6744"]	1504905	1506080	"-"
"TU0-8703"	"yddH"	["G6769"]	1533282	1533851	"-"
"TU0-8704"	"eamA"	["EG11639"]	1620238	1621137	"-"
"TU0-8705"	"ydeE"	["EG11640"]	1621332	1622519	"+"
"TU0-8706"	"ydeJ"	["EG11645"]	1624688	1625291	"+"
"TU0-8707"	"ydgC"	["G6863"]	1681695	1682030	"-"
"TU0-8708"	"ydgJ"	["G6868"]	1703268	1704308	"-"
"TU0-8709"	"ydhQ"	["G6894"]	1744871	1746202	"-"
"TU0-8710"	"ydiP"	["G6919"]	1778390	1779328	"-"
"TU0-8712"	"yeaL"	["G6975"]	1874323	1874798	"+"
"TU0-8713"	"yeaM"	["G6976"]	1874755	1875600	"-"
"TU0-8714"	"yeaP"	["G6980"]	1877657	1878740	"+"
"TU0-8715"	"yebQ"	["G7004"]	1910276	1911649	"+"
"TU0-8716"	"yecF"	["EG12861"]	1995717	1996088	"+"
"TU0-8717"	"yecH"	["G7036"]	1989251	1989490	"-"
"TU0-8718"	"yedA"	["EG11141"]	2029539	2030459	"+"
"TU0-8719"	"yedD"	["EG11659"]	2007677	2008090	"-"
"TU0-8720"	"yedP"	["G7048"]	2025511	2026326	"+"
"TU0-8721"	"yegD"	["EG12200"]	2147674	2149026	"+"
"TU0-8722"	"yegE"	["EG12396"]	2143266	2146583	"+"
"TU0-8723"	"yegH"	["G7108"]	2137863	2139485	"+"
"TU0-8724"	"yegI"	["G7109"]	2149039	2150985	"-"
"TU0-8725"	"yegJ"	["G7110"]	2151185	2151646	"+"
"TU0-8726"	"yeiG"	["EG12026"]	2243910	2244746	"+"
"TU0-8727"	"yejK"	["EG12048"]	2282940	2283947	"-"
"TU0-8728"	"yfaH"	["EG12881"]	2349687	2349893	"+"
"TU0-8729"	"yfaL"	["EG12850"]	2340417	2344169	"-"
"TU0-8730"	"nudI"	["G7164"]	2364554	2364979	"+"
"TU0-8731"	"yfbK"	["G7177"]	2383995	2385722	"-"
"TU0-8732"	"yfbN"	["G7180"]	2387710	2388426	"-"
"TU0-8733"	"smrB"	["G7202"]	2448606	2449157	"+"
"TU0-8734"	"yfdY"	["G7240"]	2495050	2495292	"-"
"TU0-8735"	"yfeH"	["EG12376"]	2526946	2527944	"+"
"TU0-8736"	"yfeN"	["G7256"]	2525127	2525891	"+"
"TU0-8737"	"yfeR"	["G7257"]	2525930	2526856	"-"
"TU0-8738"	"yfgF"	["G7314"]	2626695	2629031	"-"
"TU0-8739"	"yfgO"	["G7310"]	2614820	2615881	"-"
"TU0-8740"	"yfiC"	["EG11538"]	2712027	2712764	"-"
"TU0-8741"	"yfiE"	["EG11785"]	2714439	2715320	"-"
"TU0-8742"	"yfiF"	["EG11786"]	2717491	2718528	"-"
"TU0-8743"	"yfiK"	["EG12445"]	2715423	2716010	"+"
"TU0-8744"	"yfjH"	["G7359"]	2757644	2758600	"-"
"TU0-8745"	"alaE"	["G7399"]	2799084	2799613	"+"
"TU0-8746"	"ygbI"	["G7416"]	2860467	2861234	"-"
"TU0-8747"	"ygdI"	["G7453"]	2942918	2943145	"-"
"TU0-8748"	"ygeV"	["G7488"]	3004008	3005847	"-"
"TU0-8749"	"ygfZ"	["G7511"]	3041282	3042293	"+"
"TU0-8750"	"yggR"	["G7526"]	3094100	3095080	"-"
"TU0-8752"	"yghT"	["G7552"]	3134131	3134823	"+"
"TU0-8753"	"yghU"	["G7553"]	3138700	3139593	"+"
"TU0-8754"	"yghZ"	["G7558"]	3147897	3148937	"+"
"TU0-8755"	"ygiD"	["EG11166"]	3181619	3182434	"-"
"TU0-8756"	"ygiH"	["EG11674"]	3204694	3205311	"+"
"TU0-8757"	"ttdR"	["EG12694"]	3205324	3206380	"-"
"TU0-8758"	"ygiZ"	["G7577"]	3171879	3172323	"-"
"TU0-8759"	"aaeR"	["G7688"]	3389496	3390449	"+"
"TU0-8760"	"abgR"	["G6671"]	1404741	1405693	"+"
"TU0-8761"	"dcuD"	["G7679"]	3374539	3376236	"+"
"TU0-8762"	"omrB"	["G0-8882"]	2976304	2976385	"-"
"TU0-8763"	"omrA"	["G0-8868"]	2976102	2976189	"-"
"TU0-8764"	"acpH"	["EG11095"]	424337	424918	"-"
"TU0-8765"	"ade"	["EG11692"]	3843910	3845730	"+"
"TU0-8766"	"ais"	["G7165"]	2365018	2365620	"-"
"TU0-8767"	"amiC"	["G7458"]	2947757	2949010	"-"
"TU0-8768"	"ampH"	["EG12867"]	395130	396363	"-"
"TU0-8769"	"aslA"	["EG10089"]	3984352	3986007	"-"
"TU0-8772"	"bioH"	["EG10122"]	3544074	3544858	"-"
"TU0-8773"	"bisC"	["EG10124"]	3714061	3716394	"-"
"TU0-8774"	"can"	["EG12319"]	142008	142703	"-"
"TU0-8777"	"chaA"	["EG11753"]	1270749	1271849	"-"
"TU0-8778"	"crcB"	["EG12209"]	657555	657938	"-"
"TU0-8779"	"cspF"	["EG12205"]	1641855	1642067	"+"
"TU0-8780"	"cspH"	["G6510"]	1050963	1051175	"-"
"TU0-8781"	"dacB"	["EG10202"]	3328963	3330396	"+"
"TU0-8782"	"dacC"	["EG10203"]	880653	881929	"+"
"TU0-8783"	"dcp"	["EG10212"]	1625335	1627380	"-"
"TU0-8784"	"ddlA"	["EG10213"]	399829	400923	"-"
"TU0-8787"	"dld"	["EG10231"]	2222185	2223987	"+"
"TU0-8788"	"dsrA"	["G7047"]	2025223	2025313	"-"
"TU0-8789"	"dsrB"	["G7045"]	2024635	2024823	"-"
"TU0-8790"	"eco"	["EG10255"]	2303905	2304393	"+"
"TU0-8791"	"emtA"	["G6622"]	1243180	1243791	"+"
"TU0-8792"	"envR"	["EG11741"]	3412803	3413465	"-"
"TU0-8793"	"fadE"	["G6105"]	240859	243406	"-"
"TU0-8794"	"fadR"	["EG10281"]	1234916	1235698	"+"
"TU0-8795"	"feaB"	["G7961"]	1447428	1449063	"+"
"TU0-8799"	"fimZ"	["EG11103"]	563848	564480	"-"
"TU0-8800"	"fsaA"	["G6428"]	863642	864304	"+"
"TU0-8802"	"ggt"	["EG10374"]	3585081	3586823	"-"
"TU0-8804"	"gltS"	["EG10406"]	3827460	3828665	"-"
"TU0-8805"	"grxD"	["EG12181"]	1733754	1734162	"-"
"TU0-8806"	"gsk"	["EG11102"]	500015	501429	"+"
"TU0-8807"	"guaC"	["EG10422"]	113444	114487	"+"
"TU0-8808"	"hdfR"	["EG11449"]	3947128	3948021	"-"
"TU0-8809"	"helD"	["EG10426"]	1024438	1026525	"+"
"TU0-881"	"galR"	["EG10364"]	2976569	2977630	"+"
"TU0-8810"	"hokA"	["G0-9613"]	3720448	3720600	"-"
"TU0-8811"	"iap"	["EG10488"]	2876581	2877618	"+"
"TU0-8812"	"ompX"	["EG12117"]	850419	851009	"+"
"TU0-8813"	"ompW"	["EG11124"]	1313909	1314658	"+"
"TU0-8814"	"nudG"	["G6954"]	1841490	1841897	"+"
"TU0-8815"	"nudE"	["G7740"]	3525589	3526149	"-"
"TU0-8816"	"norR"	["EG12108"]	2830775	2832289	"-"
"TU0-8817"	"nlpA"	["EG10657"]	3839175	3840017	"-"
"TU0-8818"	"nhoA"	["G6770"]	1534024	1534869	"+"
"TU0-8819"	"narP"	["EG11527"]	2290422	2291147	"+"
"TU0-8820"	"mug"	["EG12717"]	3214967	3215473	"-"
"TU0-8821"	"mrr"	["EG10612"]	4586949	4587863	"+"
"TU0-8822"	"mrcA"	["EG10748"]	3522826	3525448	"+"
"TU0-8823"	"trmC"	["G7199"]	2441764	2443770	"+"
"TU0-8824"	"micC"	["G0-8901"]	1437121	1437231	"+"
"TU0-8825"	"mdtK"	["EG12400"]	1743457	1744830	"+"
"TU0-8826"	"mdoC"	["G6552"]	1107784	1108941	"-"
"TU0-8827"	"marC"	["EG11637"]	1618243	1618941	"-"
"TU0-8828"	"mak"	["EG11288"]	410144	411052	"+"
"TU0-8829"	"insA-7"	["G7908"]	4518527	4518802	"+"
"TU0-8830"	"insG"	["G7900"]	4502103	4503431	"-"
"TU0-8831"	"insH-1"	["G6134"]	274101	275081	"-"
"TU0-8832"	"insH-10"	["G7672"]	3365702	3366682	"-"
"TU0-8833"	"insH-11"	["G7769"]	3652182	3653162	"-"
"TU0-8834"	"insH-5"	["G6693"]	1427746	1428726	"-"
"TU0-8835"	"insH-8"	["G7150"]	2289065	2290045	"-"
"TU0-8836"	"insH-9"	["G7548"]	3130214	3131194	"+"
"TU0-8837"	"intD"	["EG10507"]	564815	565978	"-"
"TU0-8838"	"intG"	["G7044"]	2012502	2012780	"+"
"TU0-8839"	"mcaS"	["G0-8899"]	1405658	1405751	"-"
"TU0-8840"	"ivy"	["G6104"]	240343	240816	"+"
"TU0-8841"	"kdgR"	["G7003"]	1909308	1910099	"-"
"TU0-8842"	"kptA"	["G7928"]	4560930	4561484	"+"
"TU0-8843"	"ldrA"	["G0-9602"]	1269168	1269275	"-"
"TU0-8844"	"ldrB"	["G0-9605"]	1269703	1269810	"-"
"TU0-8845"	"ldrC"	["G0-9607"]	1270238	1270345	"-"
"TU0-8846"	"ldrD"	["G0-9041"]	3699899	3700272	"-"
"TU0-8847"	"ligB"	["EG11334"]	3819488	3821170	"-"
"TU0-8848"	"lit"	["EG10535"]	1198695	1199588	"+"
"TU0-8849"	"luxS"	["EG12712"]	2814218	2814816	"-"
"TU0-8855"	"rplT-pheM"	["EG11272", "EG10881"]	1799161	1799763	"-"
"TU0-8856"	"pheM"	["EG11272"]	1799161	1799301	"-"
"TU0-8862"	"trpS"	["EG11030"]	3512634	3513697	"-"
"TU0-8863"	"aslB"	["EG10090"]	3982781	3984193	"+"
"TU0-8864"	"pdxH-tyrS-pdxY"	["G6879", "EG11043", "EG11487"]	1715026	1718034	"-"
"TU0-8865"	"tyrS-pdxY"	["G6879", "EG11043"]	1715026	1717269	"-"
"TU0-8867"	"yjjB-dnaTC-yjjA"	["EG11214", "EG10237", "EG10244", "EG11215"]	4599620	4602177	"-"
"TU0-8868"	"dnaTC"	["EG10237", "EG10244"]	4600139	4601615	"-"
"TU0-8869"	"yjjB-dnaTC"	["EG10237", "EG10244", "EG11215"]	4600139	4602177	"-"
"TU0-8872"	"adrA"	["EG11257"]	403621	404818	"+"
"TU0-8873"	"allR"	["G6276"]	532981	533826	"+"
"TU0-8874"	"pepD"	["EG10695"]	254259	255737	"-"
"TU0-9"	"yehF"	["EG11992"]	2196445	2197298	"+"
"TU0-901"	"lpxL"	["EG10464"]	1115662	1116709	"-"
"TU0-921"	"yceA"	["EG11116"]	1116772	1117859	"+"
"TU0-941"	"mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC"	["EG10265", "EG10347", "EG10339", "EG10342", "EG10214", "EG10619", "EG10623", "EG10344", "EG10620", "EG10604", "EG10622", "EG10621", "EG10341", "EG11086", "EG11085", "EG11084"]	89596	107474	"+"
"TU0-961"	"sohB"	["EG10956"]	1329284	1330381	"+"
"TU0-962"	"sohB"	["EG10956"]	1329301	1330381	"+"
"TU0-963"	"mpl"	["EG12440"]	4455690	4457158	"+"
"TU0-964"	"mpl"	["EG12440"]	4455760	4457158	"+"
"TU0-965"	"menA-rraA"	["EG11879", "EG11880"]	4118845	4120406	"-"
"TU00001"	"aceBAK"	["EG10023", "EG10022", "EG10026"]	4215235	4220332	"+"
"TU00002"	"alkA"	["EG11222"]	2146692	2147559	"-"
"TU00003"	"araC"	["EG10054"]	70118	71265	"+"
"TU00004"	"argCBH"	["EG10065", "EG10064", "EG11223"]	4154881	4158223	"+"
"TU00005"	"argF"	["EG10067"]	289301	290340	"-"
"TU00006"	"argI"	["EG10069"]	4477307	4478344	"-"
"TU00007"	"argR"	["EG10070"]	3384649	3385173	"+"
"TU00008"	"aroF-tyrA"	["EG11039", "EG10078"]	2738912	2741201	"-"
"TU00009"	"aroG"	["EG10079"]	785553	786821	"+"
"TU00010"	"aroH"	["EG10080"]	1788280	1789510	"+"
"TU00011"	"aroL-yaiA-aroM"	["EG10082", "EG11093", "EG10083"]	406235	408105	"+"
"TU00012"	"aroP"	["EG10084"]	120144	121671	"-"
"TU00013"	"bioA"	["EG10117"]	807968	809292	"-"
"TU00014"	"cirA"	["EG10155"]	2244778	2246942	"-"
"TU00015"	"cirA"	["EG10155"]	2244778	2246929	"-"
"TU00016"	"cyaA"	["EG10170"]	3990997	3993699	"+"
"TU00017"	"deoCABD"	["EG10221", "EG10219", "EG10220", "EG10222"]	4616071	4621659	"+"
"TU00018"	"deoCABD"	["EG10221", "EG10219", "EG10220", "EG10222"]	4616391	4621659	"+"
"TU00019"	"dmsABC"	["EG10232", "EG10233", "EG10234"]	940781	944896	"+"
"TU00020"	"fhuACDB"	["EG10302", "EG10304", "EG10305", "EG10303"]	167439	173444	"+"
"TU00021"	"dusB-fis"	["EG11311", "EG10317"]	3409993	3411626	"+"
"TU00022"	"fnr"	["EG10325"]	1398774	1399552	"-"
"TU00023"	"frdABCD"	["EG10333", "EG10332", "EG10331", "EG10330"]	4378966	4382412	"-"
"TU00024"	"galS"	["EG10365"]	2240628	2241710	"-"
"TU00025"	"galETKM"	["EG11698", "EG10363", "EG10366", "EG10362"]	787689	792081	"-"
"TU00026"	"galETKM"	["EG11698", "EG10363", "EG10366", "EG10362"]	787689	792086	"-"
"TU00027"	"glnALG"	["EG10385", "EG10387", "EG10383"]	4053869	4058222	"-"
"TU00028"	"glnLG"	["EG10385", "EG10387"]	4053869	4056371	"-"
"TU00029"	"glnALG"	["EG10385", "EG10387", "EG10383"]	4053869	4058107	"-"
"TU00030"	"glpABC"	["EG10391", "EG10392", "EG10393"]	2352492	2356752	"+"
"TU00031"	"glpD"	["EG10394"]	3561907	3563518	"+"
"TU00032"	"ivbL-ilvBN"	["EG10502", "EG10494", "EG11275"]	3850746	3853023	"-"
"TU00033"	"ilvY"	["EG10503"]	3956883	3957867	"-"
"TU00034"	"katG"	["EG10511"]	4133699	4136015	"+"
"TU00035"	"kdpFABC"	["G0-10439", "EG10515", "EG10514", "EG10513"]	724407	728849	"-"
"TU00036"	"lacZYA"	["EG10524", "EG10526", "EG10527"]	361140	366343	"-"
"TU00037"	"lexA-dinF"	["EG10533", "EG11491"]	4257078	4259121	"+"
"TU00038"	"malEFGH"	["G0-17082", "EG10556", "EG10555", "EG10554"]	4242531	4246464	"-"
"TU00039"	"malPQ"	["EG10561", "EG10560"]	3547986	3552510	"-"
"TU00040"	"melR"	["EG11230"]	4340720	4341650	"-"
"TU00041"	"metA"	["EG10581"]	4214233	4215209	"+"
"TU00042"	"metH"	["EG10587"]	4223659	4227511	"+"
"TU00043"	"nagBACD"	["EG10634", "EG10636", "EG10632", "EG10633"]	699574	703708	"-"
"TU00044"	"narGHJI"	["EG10638", "EG10639", "EG10641", "EG10640"]	1279599	1286579	"+"
"TU00045"	"narK"	["EG10642"]	1277718	1279348	"+"
"TU00046"	"nirBDC-cysG"	["EG10653", "EG10655", "EG10654", "EG10188"]	3493690	3499201	"+"
"TU00047"	"nrdAB-yfaE"	["EG12360", "EG10660", "EG10661"]	2344432	2348768	"+"
"TU00048"	"ompA"	["EG10669"]	1019013	1020191	"-"
"TU00049"	"ompC"	["EG10670"]	2311610	2312830	"-"
"TU00050"	"ompF"	["EG10671"]	985831	987092	"-"
"TU00051"	"oxyR"	["EG10681"]	4158457	4159407	"+"
"TU00052"	"phoA-psiF"	["EG10727", "EG11401"]	401676	403601	"+"
"TU00053"	"phoBR"	["EG10728", "EG10733"]	417070	419245	"+"
"TU00054"	"hflD-purB"	["EG11314", "EG11345"]	1190616	1192686	"-"
"TU00055"	"purC"	["EG10791"]	2596905	2597781	"-"
"TU00056"	"purHD"	["EG10792", "EG10795"]	4204642	4207627	"-"
"TU00057"	"purL"	["EG10797"]	2691656	2695589	"-"
"TU00058"	"purMN"	["EG10798", "EG10799"]	2620960	2622872	"+"
"TU00059"	"purR"	["EG10800"]	1737640	1738869	"+"
"TU00060"	"pyrC"	["EG10806"]	1121561	1122643	"-"
"TU00061"	"pyrD"	["EG10807"]	1004673	1005778	"+"
"TU00062"	"recA"	["EG10823"]	2822670	2823819	"-"
"TU00063"	"rhaSR"	["EG10843", "EG10842"]	4097599	4099494	"+"
"TU00064"	"sodA"	["EG10953"]	4100659	4101522	"+"
"TU00065"	"ssb"	["EG10976"]	4273938	4274661	"+"
"TU00066"	"sulA"	["EG10984"]	1020410	1020947	"-"
"TU00067"	"trpLEDCBA"	["EG11024", "EG11025", "EG11026", "EG11027", "EG11028", "EG11274"]	1316383	1323108	"-"
"TU00068"	"tyrR"	["EG11042"]	1386596	1388301	"+"
"TU00069"	"uvrA"	["EG11061"]	4271007	4273936	"-"
"TU00070"	"uvrB"	["EG11062"]	813462	815547	"+"
"TU00071"	"uvrD"	["EG11064"]	3997907	4000177	"+"
"TU00072"	"ada-alkB"	["EG10037", "EG10029"]	2308691	2310427	"-"
"TU00073"	"alkB"	["EG10037"]	2308691	2309445	"-"
"TU00074"	"ahpCF"	["EG11384", "EG11385"]	638877	641318	"+"
"TU00075"	"ansB"	["EG10046"]	3099654	3100751	"-"
"TU00076"	"araE"	["EG10056"]	2980764	2982208	"-"
"TU00077"	"cysB"	["EG10184"]	1333774	1334874	"+"
"TU00078"	"cysJIH"	["EG10189", "EG10190", "EG10191"]	2887578	2891964	"-"
"TU00079"	"cysK"	["EG10192"]	2532298	2533424	"+"
"TU00080"	"fadL"	["EG10280"]	2461013	2462646	"+"
"TU00081"	"ilvIH"	["EG10500", "EG10499"]	85348	87848	"+"
"TU00082"	"purEK"	["EG10796", "EG10793"]	551527	553142	"-"
"TU00083"	"rpoH"	["EG10897"]	3599887	3600849	"-"
"TU00084"	"rpoH"	["EG10897"]	3599887	3600863	"-"
"TU00085"	"tnaCAB"	["EG11276", "EG11005", "EG11006"]	3888308	3891483	"+"
"TU00086"	"phoE"	["EG10729"]	259045	260158	"-"
"TU00087"	"tyrB"	["EG11040"]	4267082	4268340	"+"
"TU00088"	"tyrP"	["EG11041"]	1989580	1990892	"+"
"TU00089"	"glnB"	["EG10384"]	2687070	2687503	"-"
"TU00090"	"ilvC"	["EG10495"]	3957851	3959445	"+"
"TU00091"	"malT"	["EG10562"]	3552953	3555820	"+"
"TU00092"	"fabA"	["EG10273"]	1015952	1016498	"-"
"TU00093"	"mtr"	["EG10617"]	3304573	3305860	"-"
"TU00094"	"purA"	["EG10790"]	4404573	4405985	"+"
"TU00095"	"aidB"	["EG11811"]	4414193	4415900	"+"
"TU00096"	"slp-dctR"	["EG11889", "EG11890"]	3653936	3655213	"+"
"TU00097"	"appCBA-yccB"	["G0-10588", "EG11380", "EG11379", "EG10049"]	1037710	1041915	"+"
"TU00098"	"araFGH"	["EG10059", "EG10058", "EG10057"]	1982554	1986238	"-"
"TU00099"	"araJ"	["EG10060"]	411297	412529	"-"
"TU00100"	"cydAB"	["EG10173", "EG10174"]	770855	774181	"+"
"TU00101"	"cyoABCDE"	["EG10182", "EG10181", "EG10180", "EG10179", "EG10178"]	446815	451653	"-"
"TU00103"	"sucABCD"	["EG10979", "EG10980", "EG10981", "EG10982"]	758586	765049	"+"
"TU00104"	"fumA"	["EG10356"]	1686705	1688440	"-"
"TU00105"	"fumC"	["EG10358"]	1685185	1686709	"-"
"TU00106"	"gltA"	["EG10402"]	753126	754767	"-"
"TU00107"	"icd"	["EG10489"]	1195005	1196373	"+"
"TU00108"	"mdh"	["EG10576"]	3383330	3384313	"-"
"TU00109"	"carAB"	["EG10134", "EG10135"]	29610	34120	"+"
"TU00110"	"carAB"	["EG10134", "EG10135"]	29246	34120	"+"
"TU00111"	"argD"	["EG10066"]	3488960	3490221	"-"
"TU00112"	"asnA"	["EG10091"]	3927019	3928147	"+"
"TU00113"	"asnC"	["EG10093"]	3926545	3927031	"-"
"TU00114"	"atoDAEB"	["EG11672", "EG11669", "EG11670", "EG11671"]	2323273	2327293	"+"
"TU00115"	"betIBA"	["EG10109", "EG10110", "EG10111"]	325577	329361	"-"
"TU00116"	"betT"	["EG10112"]	329391	331496	"+"
"TU00117"	"bioBFCD"	["EG10118", "EG10121", "EG10119", "EG10120"]	809281	812947	"+"
"TU00118"	"cadC"	["EG10133"]	4360396	4361963	"-"
"TU00119"	"crp"	["EG10164"]	3485861	3486792	"+"
"TU00120"	"cpdB"	["EG10160"]	4434622	4436629	"-"
"TU00121"	"fur"	["EG10359"]	710118	710716	"-"
"TU00122"	"glgCAP"	["EG10380", "EG10377", "EG10379"]	3564082	3569389	"-"
"TU00123"	"malK-lamB-malM"	["EG10558", "EG10528", "EG10559"]	4246505	4250474	"+"
"TU00124"	"speC"	["EG10961"]	3107020	3109175	"-"
"TU00125"	"tdcABCDEFG"	["G7624", "G7626", "G7627", "EG11172", "EG10991", "EG10990", "EG10989"]	3258285	3267093	"-"
"TU00126"	"ubiG"	["EG11143"]	2339539	2340289	"+"
"TU00127"	"ebgAC"	["EG10252", "EG10253"]	3222551	3226171	"+"
"TU00128"	"fucPIKUR"	["EG10352", "EG10349", "EG10350", "EG10355", "EG10353"]	2934038	2940099	"+"
"TU00129"	"nupG"	["EG10664"]	3105558	3106970	"+"
"TU00130"	"uhpT"	["EG11054"]	3845776	3847198	"-"
"TU00131"	"melAB"	["EG10577", "EG10578"]	4341648	4344790	"+"
"TU00132"	"malXY"	["EG10563", "EG10564"]	1699211	1702129	"+"
"TU00133"	"srlAEBD-gutM-srlR-gutQ"	["G8210", "EG10969", "EG10970", "EG10971", "EG10972", "EG10974", "EG10973"]	2825449	2830778	"+"
"TU00134"	"udp"	["EG11045"]	4016297	4017192	"+"
"TU00135"	"fucAO"	["EG10351", "EG10348"]	2931865	2933854	"-"
"TU00136"	"flhDC"	["EG10319", "EG10320"]	1977200	1978395	"-"
"TU00137"	"malS"	["EG11316"]	3737238	3739620	"+"
"TU00138"	"aldB"	["EG12292"]	3754906	3756535	"-"
"TU00139"	"hns"	["EG10457"]	1292461	1292958	"-"
"TU00140"	"gyrA"	["EG10423"]	2336793	2339457	"-"
"TU00141"	"pck"	["EG10688"]	3532539	3534440	"+"
"TU00142"	"cynTSX"	["EG10176", "EG10175", "EG10177"]	358742	361236	"+"
"TU00143"	"cynR"	["EG11421"]	357791	358709	"-"
"TU00144"	"cysPUWAM"	["EG10193", "EG10183", "EG10198", "EG10197", "EG10195"]	2538672	2543557	"-"
"TU00146"	"cysDNC"	["EG10185", "EG10194", "EG10186"]	2873234	2876368	"-"
"TU00147"	"nupC"	["EG11971"]	2512919	2514244	"+"
"TU00148"	"dsdXA"	["EG10250", "EG10249"]	2477703	2480530	"+"
"TU00149"	"dsdC"	["EG13161"]	2476694	2477746	"-"
"TU00150"	"exuT"	["EG12738"]	3244962	3246522	"+"
"TU00151"	"fecABCDE"	["EG10290", "EG10289", "EG10288", "EG10287", "EG10286"]	4510690	4516727	"-"
"TU00152"	"fdhF"	["EG10285"]	4297178	4299407	"-"
"TU00153"	"hycABCDEFGHI"	["G7414", "EG10481", "EG10480", "EG10479", "EG10478", "EG10477", "EG10476", "EG10475", "EG10474"]	2842477	2850461	"-"
"TU00154"	"hypABCDE"	["EG10483", "EG10484", "EG10485", "EG10486", "EG10487"]	2849875	2854321	"+"
"TU00155"	"proP"	["EG11612"]	4330285	4332004	"+"
"TU00156"	"narXL"	["EG10643", "EG10646"]	1275179	1277777	"-"
"TU00157"	"fdnGHI"	["EG11227", "EG11228", "EG11229"]	1547248	1551991	"+"
"TU00158"	"ndh"	["EG10649"]	1165869	1167389	"+"
"TU00159"	"fumB"	["EG10357"]	4345631	4347348	"-"
"TU00160"	"aspA"	["EG10095"]	4366844	4368432	"-"
"TU00161"	"fruBKA"	["EG10336", "EG10337", "G7990"]	2259719	2263597	"-"
"TU00162"	"ppsA"	["EG10759"]	1784734	1787161	"-"
"TU00163"	"fepA-entD"	["EG10262", "EG10293"]	609459	612667	"-"
"TU00164"	"fepB"	["EG10294"]	623554	624727	"-"
"TU00165"	"fepDGC"	["EG10295", "EG10298", "EG10296"]	619384	622234	"-"
"TU00166"	"entCEBA-ybdB"	["EG10261", "EG10263", "EG10260", "EG10259", "EG11105"]	624563	629713	"+"
"TU00167"	"tonB"	["EG11012"]	1311029	1311846	"+"
"TU00168"	"mglBAC"	["EG10594", "EG10592", "EG10593"]	2236743	2240566	"-"
"TU00169"	"gatYZABCD"	["EG12417", "EG12416", "EG12415", "EG12414", "G7128", "EG12419"]	2171833	2177234	"-"
"TU00170"	"gcvTHP"	["EG11810", "EG10371", "EG11442"]	3046126	3050772	"-"
"TU00171"	"gcvA"	["EG11795"]	2941650	2942639	"-"
"TU00172"	"glnHPQ"	["EG10389", "EG10388", "EG10386"]	845741	848047	"-"
"TU00173"	"glpFKX"	["EG11517", "EG10398", "EG10396"]	4114527	4118161	"-"
"TU00174"	"ihfA"	["EG10440"]	1795216	1795721	"-"
"TU00175"	"ihfB"	["EG10441"]	963429	964173	"+"
"TU00176"	"dps"	["EG11415"]	848408	848950	"-"
"TU00177"	"ompR-envZ"	["EG10269", "EG10672"]	3534473	3536685	"-"
"TU00178"	"thrLABC"	["EG11277", "EG10998", "EG10999", "EG11000"]	148	5086	"+"
"TU00179"	"leuLABCD"	["EG11575", "EG11576", "EG11577", "EG11226", "EG11280"]	78848	83735	"-"
"TU00180"	"umuDC"	["EG11057", "EG11056"]	1230717	1232454	"+"
"TU00181"	"lrp"	["EG10547"]	932272	933089	"+"
"TU00182"	"gltBDF"	["EG10403", "EG10404", "EG11514"]	3354157	3361940	"+"
"TU00183"	"livJ"	["EG10539"]	3598555	3599762	"-"
"TU00184"	"livKHMGF"	["EG10536", "EG10537", "EG10541", "EG10538", "EG10540"]	3592724	3597755	"-"
"TU00185"	"lysA"	["EG10549"]	2977637	2978951	"-"
"TU00186"	"lysR"	["EG10551"]	2978950	2979956	"+"
"TU00187"	"malI"	["EG10557"]	1698136	1699228	"-"
"TU00188"	"fpr"	["EG10628"]	4113726	4114499	"-"
"TU00189"	"nfo"	["EG10651"]	2250767	2251697	"+"
"TU00190"	"marRAB"	["EG11435", "EG11434", "EG11599"]	1619012	1620207	"+"
"TU00191"	"metC"	["EG10583"]	3152075	3153423	"+"
"TU00192"	"glyA"	["EG10408"]	2684075	2685574	"-"
"TU00193"	"mtlADR"	["EG10615", "EG10616", "EG11965"]	3771926	3776419	"+"
"TU00194"	"nadB"	["EG10631"]	2710357	2712042	"+"
"TU00195"	"pncB"	["EG10742"]	989154	990414	"-"
"TU00196"	"manXYZ"	["EG10567", "EG10568", "EG10569"]	1901840	1904746	"+"
"TU00197"	"codBA"	["EG11327", "EG11326"]	354826	357454	"+"
"TU00198"	"adhE"	["EG10031"]	1295446	1298413	"-"
"TU00199"	"nrfABCDEFG"	["EG11781", "EG11945", "EG11946", "EG11947", "EG11948", "EG11949", "EG11950"]	4287544	4294139	"+"
"TU00200"	"nhaAR"	["EG11078", "EG10652"]	17414	19620	"+"
