"position"	"direction"	"id"	"name"
2651721	"+"	"PM0-45397"	"ryfAp11"
2654939	"-"	"PM0-45398"	"iscXp3"
2657984	"-"	"PM0-45399"	"iscAp6"
2657975	"-"	"PM0-45400"	"iscAp7"
2662266	"+"	"PM0-45401"	"yfhRp2"
2662226	"+"	"PM0-45402"	"yfhRp4"
2665885	"-"	"PM0-45403"	"hcaTp1"
2665950	"-"	"PM0-45404"	"hcaTp6"
2666075	"-"	"PM0-45405"	"hcaTp7"
2672817	"-"	"PM0-45406"	"yphBp2"
2672810	"-"	"PM0-45407"	"yphBp3"
2696729	"+"	"PM0-45408"	"yfhHp5"
2699159	"-"	"PM0-45409"	"acpSp2"
2699184	"-"	"PM0-45410"	"acpSp3"
2703486	"-"	"PM0-45411"	"lepBp1"
2710827	"-"	"PM0-45412"	"yfiCp3"
2710898	"+"	"PM0-45413"	"srmBp4"
2713366	"-"	"PM0-45414"	"yfiEp7"
2720600	"+"	"PM0-45415"	"pssAp4"
2720689	"+"	"PM0-45416"	"pssAp6"
2722055	"+"	"PM0-45417"	"yfiMp2"
2723831	"-"	"PM0-45418"	"kgtPp6"
2723782	"-"	"PM0-45419"	"kgtPp7"
2723834	"-"	"PM0-45420"	"kgtPp8"
2739369	"+"	"PM0-45421"	"yfiLp8"
2739337	"+"	"PM0-45422"	"yfiLp9"
2739377	"+"	"PM0-45423"	"yfiLp10"
2739844	"+"	"PM0-45424"	"yfiRp3"
2739784	"+"	"PM0-45425"	"yfiRp5"
2739773	"+"	"PM0-45426"	"yfiRp6"
2739699	"+"	"PM0-45427"	"yfiRp7"
2739724	"+"	"PM0-45428"	"yfiRp8"
2742664	"-"	"PM0-45429"	"rplSp1"
2745868	"+"	"PM0-45430"	"ypjDp4"
2745952	"+"	"PM0-45431"	"ypjDp5"
2748785	"+"	"PM0-45432"	"nadKp2"
2752789	"+"	"PM0-45433"	"smpBp5"
2753529	"+"	"PM0-45434"	"ssrAp2"
2756685	"-"	"PM0-45435"	"yfjHp2"
2756682	"-"	"PM0-45436"	"yfjHp3"
2757000	"+"	"PM0-45437"	"yfjIp3"
2756903	"+"	"PM0-45438"	"yfjIp8"
2756877	"+"	"PM0-45439"	"yfjIp9"
2756950	"+"	"PM0-45440"	"yfjIp10"
2758529	"+"	"PM0-45441"	"yfjJp6"
2764007	"-"	"PM0-45442"	"yfjMp3"
2765664	"+"	"PM0-45443"	"yfjPp5"
2765666	"+"	"PM0-45444"	"yfjPp6"
2765562	"+"	"PM0-45445"	"yfjPp8"
2771307	"+"	"PM0-45446"	"yfjWp5"
2773910	"+"	"PM0-45447"	"yfjXp2"
2780844	"-"	"PM0-45448"	"ypjAp8"
2793493	"+"	"PM0-45449"	"csiRp3"
2793665	"+"	"PM0-45450"	"csiRp5"
2794836	"-"	"PM0-45451"	"ygaUp4"
2797092	"+"	"PM0-45452"	"alaEp1"
2797109	"+"	"PM0-45453"	"alaEp11"
2807617	"+"	"PM0-45454"	"ygaZp8"
2841124	"-"	"PM0-45455"	"hycIp4"
2857759	"+"	"PM0-45456"	"pphBp1"
2859463	"-"	"PM0-45457"	"ygbIp5"
2859384	"-"	"PM0-45458"	"ygbIp6"
2861591	"+"	"PM0-45459"	"ygbLp4"
2861559	"+"	"PM0-45460"	"ygbLp5"
2862929	"+"	"PM0-45461"	"ygbNp2"
2869933	"-"	"PM0-45462"	"ispFp2"
2870006	"-"	"PM0-45463"	"ispFp3"
2871414	"-"	"PM0-45464"	"ygbEp3"
2872050	"-"	"PM0-45465"	"cysCp3"
2874566	"+"	"PM0-45466"	"iapp6"
2874558	"+"	"PM0-45467"	"iapp7"
2890594	"+"	"PM0-45468"	"ygcNp3"
2897629	"-"	"PM0-45469"	"ygcUp5"
2898431	"-"	"PM0-45470"	"ygcWp11"
2898493	"-"	"PM0-45471"	"ygcWp12"
2898494	"+"	"PM0-45472"	"yqcEp6"
2903628	"-"	"PM0-45473"	"queEp7"
2903688	"+"	"PM0-45474"	"ygcGp6"
2903627	"+"	"PM0-45475"	"ygcGp7"
2908882	"-"	"PM0-45476"	"mazGp4"
2917535	"-"	"PM0-45477"	"gudDp1"
2921072	"-"	"PM0-45478"	"yqcAp5"
2923391	"-"	"PM0-45479"	"sydp2"
2928895	"+"	"PM0-45480"	"ygdGp2"
2939743	"-"	"PM0-45481"	"ygdDp2"
2941251	"-"	"PM0-45482"	"ygdIp7"
2941285	"-"	"PM0-45483"	"ygdIp10"
2941229	"+"	"PM0-45484"	"csdAp3"
2945295	"-"	"PM0-45485"	"mltAp6"
2947211	"-"	"PM0-45486"	"amiCp6"
2947088	"-"	"PM0-45487"	"amiCp7"
2963370	"-"	"PM0-45488"	"thyAp2"
2967604	"+"	"PM0-45489"	"mutHp5"
2967636	"+"	"PM0-45490"	"mutHp7"
2968414	"+"	"PM0-45491"	"ygdQp3"
2969269	"+"	"PM0-45492"	"ygdRp5"
2969591	"+"	"PM0-45493"	"tasp4"
2971961	"-"	"PM0-45494"	"lplTp3"
2978825	"-"	"PM0-45495"	"ygeAp5"
2982216	"-"	"PM0-45496"	"kduIp5"
2983646	"-"	"PM0-45497"	"yqeFp1"
2983723	"-"	"PM0-45498"	"yqeFp8"
2983831	"-"	"PM0-45499"	"yqeFp11"
2983741	"+"	"PM0-45500"	"yqeGp1"
2983763	"+"	"PM0-45501"	"yqeGp5"
2983841	"+"	"PM0-45502"	"yqeGp8"
2985535	"+"	"PM0-45503"	"yqeHp4"
2985530	"+"	"PM0-45504"	"yqeHp5"
2986366	"+"	"PM0-45505"	"yqeIp1"
2986458	"+"	"PM0-45506"	"yqeIp5"
2986453	"+"	"PM0-45507"	"yqeIp6"
2986445	"+"	"PM0-45508"	"yqeIp7"
2986437	"+"	"PM0-45509"	"yqeIp8"
2988405	"-"	"PM0-45510"	"yqeKp9"
2988390	"-"	"PM0-45511"	"yqeKp11"
2988592	"-"	"PM0-45512"	"yqeKp12"
2989901	"+"	"PM0-45513"	"ygeHp10"
2991603	"+"	"PM0-45514"	"ygeIp6"
2991613	"+"	"PM0-45515"	"ygeIp7"
2991625	"+"	"PM0-45516"	"ygeIp8"
2998061	"-"	"PM0-45517"	"ygeRp1"
3004246	"+"	"PM0-45518"	"ygeWp1"
3004140	"+"	"PM0-45519"	"ygeWp5"
3004139	"+"	"PM0-45520"	"ygeWp6"
3007941	"+"	"PM0-45521"	"hyuAp1"
3007852	"+"	"PM0-45522"	"hyuAp6"
3013256	"-"	"PM0-45523"	"yqeCp5"
3013189	"-"	"PM0-45524"	"yqeCp7"
3013078	"+"	"PM0-45525"	"mocAp9"
3022282	"+"	"PM0-45526"	"xanQp3"
3027186	"-"	"PM0-45527"	"ygfSp5"
3029211	"+"	"PM0-45528"	"ygfUp6"
3031061	"+"	"PM0-45529"	"idip4"
3030960	"+"	"PM0-45530"	"idip5"
3030965	"+"	"PM0-45531"	"idip7"
3030992	"+"	"PM0-45532"	"idip10"
3041278	"-"	"PM0-45533"	"yqfAp9"
3041386	"-"	"PM0-45534"	"yqfAp10"
3053573	"+"	"PM0-45535"	"zapAp3"
3072778	"-"	"PM0-45536"	"yggCp1"
3084272	"-"	"PM0-45537"	"yqgBp1"
3084204	"-"	"PM0-45538"	"yqgBp4"
3087681	"+"	"PM0-45539"	"yggIp3"
3087774	"+"	"PM0-45540"	"yggIp4"
3087771	"+"	"PM0-45541"	"yggIp5"
3087610	"+"	"PM0-45542"	"yggIp6"
3089040	"+"	"PM0-45543"	"rsmEp1"
3089090	"+"	"PM0-45544"	"rsmEp4"
3090906	"+"	"PM0-45545"	"yqgEp3"
3097779	"-"	"PM0-45546"	"yggMp1"
3097615	"-"	"PM0-45547"	"yggMp3"
3097617	"-"	"PM0-45548"	"yggMp4"
3100272	"-"	"PM0-45549"	"yggLp2"
3100276	"-"	"PM0-45550"	"yggLp3"
3107556	"+"	"PM0-45551"	"yqgAp1"
3107543	"+"	"PM0-45552"	"yqgAp4"
3109233	"-"	"PM0-45553"	"yghDp2"
3109298	"-"	"PM0-45554"	"yghDp3"
3109329	"-"	"PM0-45555"	"yghDp4"
3112501	"-"	"PM0-45556"	"pppAp3"
3117281	"-"	"PM0-45557"	"yghJp5"
3117342	"-"	"PM0-45558"	"yghJp6"
3117288	"-"	"PM0-45559"	"yghJp7"
3119386	"-"	"PM0-45560"	"glcAp10"
3119343	"-"	"PM0-45561"	"glcAp12"
3128047	"+"	"PM0-45562"	"insHp4"
3130615	"-"	"PM0-45563"	"yghQp1"
3130471	"-"	"PM0-45564"	"yghQp6"
3130547	"-"	"PM0-45565"	"yghQp7"
3130545	"-"	"PM0-45566"	"yghQp8"
3131999	"+"	"PM0-45567"	"yghTp4"
3131990	"+"	"PM0-45568"	"yghTp5"
3132106	"+"	"PM0-45569"	"yghTp7"
3132042	"+"	"PM0-45570"	"yghTp8"
3132038	"+"	"PM0-45571"	"yghTp10"
3132004	"+"	"PM0-45572"	"yghTp11"
3131937	"+"	"PM0-45573"	"yghTp14"
3144775	"-"	"PM0-45574"	"yghWp6"
3145803	"+"	"PM0-45575"	"gprp1"
3147597	"-"	"PM0-45576"	"yqhAp7"
3147520	"-"	"PM0-45577"	"yqhAp8"
3147505	"+"	"PM0-45578"	"yghAp5"
3153406	"-"	"PM0-45579"	"yqhCp1"
3156443	"+"	"PM0-45580"	"yqhHp4"
3159332	"-"	"PM0-45581"	"ygiQp1"
3159204	"-"	"PM0-45582"	"ygiQp5"
3160873	"-"	"PM0-45583"	"ftsPp1"
3160888	"-"	"PM0-45584"	"ftsPp2"
3164052	"-"	"PM0-45585"	"parCp4"
3165753	"-"	"PM0-45586"	"ygiSp4"
3166311	"-"	"PM0-45587"	"mqsAp8"
3166393	"-"	"PM0-45588"	"mqsAp9"
3167309	"-"	"PM0-45589"	"ygiVp2"
3167313	"-"	"PM0-45590"	"ygiVp3"
3167909	"-"	"PM0-45591"	"ygiWp5"
3167771	"-"	"PM0-45592"	"ygiWp6"
3167710	"-"	"PM0-45593"	"ygiWp7"
3170275	"-"	"PM0-45594"	"ygiZp3"
3170445	"+"	"PM0-45595"	"mdaBp1"
3170528	"+"	"PM0-45596"	"mdaBp5"
3170429	"+"	"PM0-45597"	"mdaBp7"
3171100	"+"	"PM0-45598"	"ygiNp2"
3180583	"-"	"PM0-45599"	"ygiDp2"
3180451	"-"	"PM0-45600"	"ygiDp3"
3182853	"+"	"PM0-45601"	"yqiCp1"
3183333	"+"	"PM0-45602"	"ygiLp4"
3183364	"+"	"PM0-45603"	"ygiLp5"
3190076	"+"	"PM0-45604"	"yqiJp7"
3190077	"+"	"PM0-45605"	"yqiJp8"
3194948	"-"	"PM0-45606"	"rfaEp1"
3197720	"-"	"PM0-45607"	"glnEp1"
3197775	"-"	"PM0-45608"	"glnEp5"
3197823	"-"	"PM0-45609"	"glnEp6"
3197716	"-"	"PM0-45610"	"glnEp7"
3202670	"-"	"PM0-45611"	"folBp5"
3202555	"+"	"PM0-45612"	"plsYp5"
3208650	"-"	"PM0-45613"	"tsaDp2"
3208590	"-"	"PM0-45614"	"tsaDp3"
3213518	"-"	"PM0-45615"	"mugp6"
3214561	"-"	"PM0-45616"	"yqjHp4"
3214558	"-"	"PM0-45617"	"yqjHp5"
3219277	"-"	"PM0-45618"	"ygjHp3"
3219286	"-"	"PM0-45619"	"ygjHp4"
3224164	"+"	"PM0-45620"	"ygjIp1"
3224092	"+"	"PM0-45621"	"ygjIp2"
3232363	"-"	"PM0-45622"	"higAp8"
3233914	"-"	"PM0-45623"	"rlmGp4"
3234421	"+"	"PM0-45624"	"ygjQp3"
3234387	"+"	"PM0-45625"	"ygjQp4"
3234535	"+"	"PM0-45626"	"ygjQp5"
3234484	"+"	"PM0-45627"	"ygjQp6"
3236577	"+"	"PM0-45628"	"alxp3"
3236392	"+"	"PM0-45629"	"alxp4"
3236393	"+"	"PM0-45630"	"alxp5"
3239841	"-"	"PM0-45631"	"ygjVp4"
3248488	"+"	"PM0-45632"	"yqjFp2"
3248494	"+"	"PM0-45633"	"yqjFp3"
3248497	"+"	"PM0-45634"	"yqjFp4"
3248996	"+"	"PM0-45635"	"yqjGp2"
3250271	"+"	"PM0-45636"	"yhaHp7"
3250285	"+"	"PM0-45637"	"yhaHp8"
3250722	"+"	"PM0-45638"	"yhaIp9"
3250783	"+"	"PM0-45639"	"yhaIp10"
3250805	"+"	"PM0-45640"	"yhaIp11"
3250847	"+"	"PM0-45641"	"yhaIp12"
3252302	"-"	"PM0-45642"	"yhaJp4"
3252283	"-"	"PM0-45643"	"yhaJp7"
3252313	"+"	"PM0-45644"	"yhaKp3"
3252296	"+"	"PM0-45645"	"yhaKp4"
3252291	"+"	"PM0-45646"	"yhaKp5"
3257848	"-"	"PM0-45647"	"tdcGp2"
3265243	"+"	"PM0-45648"	"tdcRp4"
3265248	"+"	"PM0-45649"	"tdcRp5"
3265212	"+"	"PM0-45650"	"tdcRp6"
3265250	"+"	"PM0-45651"	"tdcRp7"
3265276	"+"	"PM0-45652"	"tdcRp8"
3265838	"+"	"PM0-45653"	"yhaBp3"
3285387	"+"	"PM0-45654"	"yraHp4"
3285427	"+"	"PM0-45655"	"yraHp5"
3285313	"+"	"PM0-45656"	"yraHp6"
3285386	"+"	"PM0-45657"	"yraHp7"
3285298	"+"	"PM0-45658"	"yraHp8"
3285423	"+"	"PM0-45659"	"yraHp9"
3285384	"+"	"PM0-45660"	"yraHp10"
3285300	"+"	"PM0-45661"	"yraHp11"
3291415	"-"	"PM0-45662"	"rsmIp6"
3291575	"-"	"PM0-45663"	"rsmIp8"
3291233	"+"	"PM0-45664"	"lpoAp2"
3296196	"-"	"PM0-45665"	"yraQp3"
3296229	"-"	"PM0-45666"	"yraQp4"
3297034	"-"	"PM0-45667"	"yraRp1"
3296945	"-"	"PM0-45668"	"yraRp6"
3297961	"+"	"PM0-45669"	"yhbQp2"
3299351	"+"	"PM0-45670"	"yhbUp1"
3299459	"+"	"PM0-45671"	"yhbUp5"
3299301	"+"	"PM0-45672"	"yhbUp7"
3305931	"-"	"PM0-45673"	"deaDp1"
3307062	"-"	"PM0-45674"	"nlpIp2"
3319673	"-"	"PM0-45675"	"yhbXp6"
3325124	"-"	"PM0-45676"	"ftsHp1"
3325000	"-"	"PM0-45677"	"ftsHp4"
3326879	"+"	"PM0-45678"	"dacBp5"
3331247	"-"	"PM0-45679"	"rpmAp4"
3332818	"+"	"PM0-45680"	"sfsBp2"
3332877	"+"	"PM0-45681"	"sfsBp3"
3335005	"-"	"PM0-45682"	"ibaGp4"
3334976	"-"	"PM0-45683"	"ibaGp9"
3347853	"-"	"PM0-45684"	"mtgAp4"
3352240	"-"	"PM0-45685"	"yhcCp6"
3352257	"-"	"PM0-45686"	"yhcCp8"
3360061	"+"	"PM0-45687"	"yhcAp1"
3360116	"+"	"PM0-45688"	"yhcAp9"
3360000	"+"	"PM0-45689"	"yhcAp11"
3364742	"+"	"PM0-45690"	"yhcFp1"
3364865	"+"	"PM0-45691"	"yhcFp4"
3364911	"+"	"PM0-45692"	"yhcFp5"
3367584	"-"	"PM0-45693"	"yhcHp2"
3372725	"-"	"PM0-45694"	"nanRp9"
3372698	"-"	"PM0-45695"	"nanRp10"
3376312	"-"	"PM0-45696"	"rpsIp2"
3378178	"-"	"PM0-45697"	"yhcMp1"
3378141	"-"	"PM0-45698"	"yhcMp4"
3383428	"+"	"PM0-45699"	"yhcNp5"
3383503	"+"	"PM0-45700"	"yhcNp6"
3384232	"-"	"PM0-45701"	"yhcOp1"
3384325	"-"	"PM0-45702"	"yhcOp3"
3386285	"-"	"PM0-45703"	"aaeBp3"
3386258	"-"	"PM0-45704"	"aaeBp7"
3386280	"-"	"PM0-45705"	"aaeBp8"
3387499	"+"	"PM0-45706"	"aaeRp6"
3387483	"+"	"PM0-45707"	"aaeRp7"
3387405	"+"	"PM0-45708"	"aaeRp9"
3387403	"+"	"PM0-45709"	"aaeRp10"
3390097	"-"	"PM0-45710"	"tldDp6"
3390206	"-"	"PM0-45711"	"tldDp7"
3397105	"-"	"PM0-45712"	"mreDp2"
3401447	"-"	"PM0-45713"	"csrDp4"
3401302	"+"	"PM0-45714"	"yhdHp1"
3401468	"+"	"PM0-45715"	"yhdHp6"
3409639	"+"	"PM0-45716"	"yhdJp2"
3410519	"+"	"PM0-45717"	"yhdUp1"
3411629	"-"	"PM0-45718"	"envRp9"
3411509	"-"	"PM0-45719"	"envRp11"
3411624	"-"	"PM0-45720"	"envRp12"
3411623	"-"	"PM0-45721"	"envRp13"
3411655	"-"	"PM0-45722"	"envRp14"
3411643	"-"	"PM0-45723"	"envRp15"
3416218	"+"	"PM0-45724"	"yhdVp9"
3421729	"-"	"PM0-45725"	"rrfFp2"
3428084	"-"	"PM0-45726"	"yrdBp1"
3428110	"-"	"PM0-45727"	"yrdBp4"
3433013	"+"	"PM0-45728"	"rsmBp4"
3436695	"-"	"PM0-45729"	"arfAp3"
3437190	"-"	"PM0-45730"	"zntRp2"
3464771	"-"	"PM0-45731"	"bfrp3"
3473131	"-"	"PM0-45732"	"tusBp7"
3475453	"+"	"PM0-45733"	"slyXp4"
3476562	"-"	"PM0-45734"	"slyDp5"
3476721	"-"	"PM0-45735"	"slyDp6"
3476550	"-"	"PM0-45736"	"slyDp7"
3477007	"-"	"PM0-45737"	"yheVp1"
3497460	"+"	"PM0-45738"	"yhfLp4"
3497333	"+"	"PM0-45739"	"yhfLp5"
3497435	"+"	"PM0-45740"	"yhfLp7"
3497455	"+"	"PM0-45741"	"yhfLp8"
3497792	"+"	"PM0-45742"	"frlAp5"
3497857	"+"	"PM0-45743"	"frlAp13"
3497781	"+"	"PM0-45744"	"frlAp17"
3509639	"-"	"PM0-45745"	"yhfYp1"
3509644	"-"	"PM0-45746"	"yhfYp3"
3524208	"-"	"PM0-45747"	"nudEp1"
3524268	"-"	"PM0-45748"	"nudEp6"
3524265	"-"	"PM0-45749"	"nudEp8"
3524351	"-"	"PM0-45750"	"nudEp9"
3524296	"+"	"PM0-45751"	"yrfFp6"
3524447	"+"	"PM0-45752"	"yrfFp10"
3524341	"+"	"PM0-45753"	"yrfFp11"
3524425	"+"	"PM0-45754"	"yrfFp12"
3527755	"+"	"PM0-45755"	"hslOp3"
3527694	"+"	"PM0-45756"	"hslOp4"
3530610	"-"	"PM0-45757"	"yhgEp6"
3530507	"-"	"PM0-45758"	"yhgEp7"
3530560	"-"	"PM0-45759"	"yhgEp9"
3534802	"+"	"PM0-45760"	"greBp7"
3534766	"+"	"PM0-45761"	"greBp8"
3535198	"+"	"PM0-45762"	"yhgFp2"
3541169	"+"	"PM0-45763"	"yhgAp6"
3554902	"-"	"PM0-45764"	"rtcAp1"
3555024	"-"	"PM0-45765"	"rtcAp2"
3554970	"-"	"PM0-45766"	"rtcAp6"
3564796	"-"	"PM0-45767"	"glgPp1"
3569442	"-"	"PM0-45768"	"glgXp3"
3575108	"-"	"PM0-45769"	"gntUp2"
3578882	"-"	"PM0-45770"	"yhhXp4"
3579039	"-"	"PM0-45771"	"yhhXp5"
3579781	"+"	"PM0-45772"	"yhhZp5"
3579864	"+"	"PM0-45773"	"yhhZp7"
3582757	"+"	"PM0-45774"	"yrhBp7"
3582743	"+"	"PM0-45775"	"yrhBp9"
3584942	"+"	"PM0-45776"	"yhhAp4"
3584752	"+"	"PM0-45777"	"yhhAp6"
3586323	"-"	"PM0-45778"	"ugpQp1"
3595851	"+"	"PM0-45779"	"panZp1"
3595981	"+"	"PM0-45780"	"panZp7"
3600275	"-"	"PM0-45781"	"ftsXp3"
3600279	"-"	"PM0-45782"	"ftsXp4"
3602375	"+"	"PM0-45783"	"rsmDp1"
3602320	"+"	"PM0-45784"	"rsmDp2"
3602338	"+"	"PM0-45785"	"rsmDp11"
3603817	"-"	"PM0-45786"	"yhhMp1"
3603657	"-"	"PM0-45787"	"yhhMp4"
3603598	"+"	"PM0-45788"	"yhhNp4"
3603721	"+"	"PM0-45789"	"yhhNp6"
3607043	"-"	"PM0-45790"	"tusAp7"
3607142	"+"	"PM0-45791"	"yhhQp5"
3607790	"+"	"PM0-45792"	"dcrBp1"
3607803	"+"	"PM0-45793"	"dcrBp2"
3607953	"+"	"PM0-45794"	"dcrBp6"
3607936	"+"	"PM0-45795"	"dcrBp8"
3609864	"+"	"PM0-45796"	"yhhTp4"
3617097	"+"	"PM0-45797"	"rhsBp3"
3617201	"+"	"PM0-45798"	"rhsBp8"
3617067	"+"	"PM0-45799"	"rhsBp9"
3617136	"+"	"PM0-45800"	"rhsBp10"
3617026	"+"	"PM0-45801"	"rhsBp11"
3617120	"+"	"PM0-45802"	"rhsBp12"
3622196	"+"	"PM0-45803"	"yhhIp6"
3624871	"-"	"PM0-45804"	"yhhJp3"
3630618	"-"	"PM0-45805"	"yhiJp6"
3632806	"+"	"PM0-45806"	"yhiMp9"
3632658	"+"	"PM0-45807"	"yhiMp10"
3632840	"+"	"PM0-45808"	"yhiMp11"
3635523	"-"	"PM0-45809"	"yhiNp6"
3651291	"-"	"PM0-45810"	"insHp3"
3651292	"-"	"PM0-45811"	"insHp4"
3654133	"-"	"PM0-45812"	"yhiDp1"
3654062	"-"	"PM0-45813"	"yhiDp8"
3670068	"-"	"PM0-45814"	"yhjBp4"
3671353	"+"	"PM0-45815"	"yhjDp5"
3672660	"+"	"PM0-45816"	"yhjEp8"
3672780	"+"	"PM0-45817"	"yhjEp9"
3683671	"-"	"PM0-45818"	"yhjKp2"
3694379	"-"	"PM0-45819"	"yhjRp5"
3694306	"-"	"PM0-45820"	"yhjRp10"
3694390	"-"	"PM0-45821"	"yhjRp11"
3694238	"-"	"PM0-45822"	"yhjRp12"
3694398	"-"	"PM0-45823"	"yhjRp13"
3694345	"+"	"PM0-45824"	"bcsEp8"
3694418	"+"	"PM0-45825"	"bcsEp11"
3698421	"+"	"PM0-45826"	"yhjVp3"
3710083	"-"	"PM0-45827"	"yhjXp5"
3710120	"-"	"PM0-45828"	"yhjXp6"
3711006	"-"	"PM0-45829"	"yhjYp9"
3714509	"-"	"PM0-45830"	"bisCp3"
3714438	"-"	"PM0-45831"	"bisCp4"
3714507	"-"	"PM0-45832"	"bisCp6"
3714536	"-"	"PM0-45833"	"bisCp7"
3714502	"+"	"PM0-45834"	"yiaDp3"
3714379	"+"	"PM0-45835"	"yiaDp4"
3715212	"+"	"PM0-45836"	"ghrBp2"
3718833	"-"	"PM0-45837"	"hokAp6"
3718617	"+"	"PM0-45838"	"insJp4"
3722518	"-"	"PM0-45839"	"glySp4"
3723925	"-"	"PM0-45840"	"ysaBp1"
3725820	"-"	"PM0-45841"	"yiaBp1"
3725790	"-"	"PM0-45842"	"yiaBp5"
3725850	"-"	"PM0-45843"	"yiaBp6"
3735244	"-"	"PM0-45844"	"baxp5"
3735257	"-"	"PM0-45845"	"baxp7"
3749985	"-"	"PM0-45846"	"yiaTp3"
3749898	"-"	"PM0-45847"	"yiaTp4"
3749983	"-"	"PM0-45848"	"yiaTp6"
3749928	"-"	"PM0-45849"	"yiaTp8"
3750009	"+"	"PM0-45850"	"yiaUp8"
3749998	"+"	"PM0-45851"	"yiaUp9"
3749919	"+"	"PM0-45852"	"yiaUp11"
3755903	"-"	"PM0-45853"	"yiaYp4"
3755951	"-"	"PM0-45854"	"yiaYp6"
3755901	"-"	"PM0-45855"	"yiaYp7"
3757948	"-"	"PM0-45856"	"selBp5"
3766087	"+"	"PM0-45857"	"yibGp6"
3774443	"-"	"PM0-45858"	"yibTp5"
3774447	"-"	"PM0-45859"	"yibTp7"
3774620	"+"	"PM0-45860"	"yibLp6"
3781833	"-"	"PM0-45861"	"gpsAp5"
3781704	"-"	"PM0-45862"	"gpsAp8"
3782599	"-"	"PM0-45863"	"grxCp2"
3783079	"-"	"PM0-45864"	"yibNp7"
3791857	"-"	"PM0-45865"	"yibBp6"
3791752	"-"	"PM0-45866"	"yibBp8"
3791753	"-"	"PM0-45867"	"yibBp9"
3797447	"-"	"PM0-45868"	"waaUp5"
3797519	"-"	"PM0-45869"	"waaUp6"
3797521	"-"	"PM0-45870"	"waaUp8"
3797421	"-"	"PM0-45871"	"waaUp9"
3814008	"-"	"PM0-45872"	"pyrEp4"
3819279	"-"	"PM0-45873"	"ligBp1"
3819311	"-"	"PM0-45874"	"ligBp4"
3826714	"-"	"PM0-45875"	"gltSp3"
3826942	"+"	"PM0-45876"	"xanPp4"
3826844	"+"	"PM0-45877"	"xanPp5"
3834791	"+"	"PM0-45878"	"setCp10"
3834900	"+"	"PM0-45879"	"setCp12"
3834861	"+"	"PM0-45880"	"setCp13"
3834767	"+"	"PM0-45881"	"setCp14"
3840532	"-"	"PM0-45882"	"yicNp4"
3841980	"-"	"PM0-45883"	"yicOp1"
3841903	"-"	"PM0-45884"	"yicOp5"
3841944	"-"	"PM0-45885"	"yicOp10"
3841842	"-"	"PM0-45886"	"yicOp11"
3841924	"+"	"PM0-45887"	"adep6"
3841953	"+"	"PM0-45888"	"adep7"
3853813	"-"	"PM0-45889"	"yidFp5"
3864413	"-"	"PM0-45890"	"yidEp6"
3867435	"-"	"PM0-45891"	"yidRp2"
3867337	"+"	"PM0-45892"	"cbrAp6"
3875638	"-"	"PM0-45893"	"yidBp3"
3894680	"+"	"PM0-45894"	"yieHp4"
3894785	"+"	"PM0-45895"	"yieHp6"
3895502	"+"	"PM0-45896"	"cbrBp3"
3897487	"-"	"PM0-45897"	"yieKp2"
3897422	"-"	"PM0-45898"	"yieKp3"
3905669	"-"	"PM0-45899"	"phoUp2"
3911834	"-"	"PM0-45900"	"glmSp2"
3914082	"-"	"PM0-45901"	"atpCp1"
3938666	"-"	"PM0-45902"	"hsrAp4"
3938729	"-"	"PM0-45903"	"hsrAp6"
3944803	"+"	"PM0-45904"	"aspTp1"
3944803	"+"	"PM0-45905"	"trpTp2"
3946183	"-"	"PM0-45906"	"hdfRp6"
3948198	"-"	"PM0-45907"	"yifBp6"
3948050	"-"	"PM0-45908"	"yifBp8"
3948007	"-"	"PM0-45909"	"yifBp9"
3992106	"-"	"PM0-45910"	"cyaYp5"
4000898	"-"	"PM0-45911"	"yigFp4"
4000865	"-"	"PM0-45912"	"yigFp5"
4002250	"-"	"PM0-45913"	"rarDp1"
4002254	"-"	"PM0-45914"	"rarDp2"
4002281	"-"	"PM0-45915"	"rarDp3"
4002264	"-"	"PM0-45916"	"rarDp4"
4002320	"-"	"PM0-45917"	"rarDp5"
4003881	"+"	"PM0-45918"	"recQp1"
4003856	"+"	"PM0-45919"	"recQp2"
4005762	"+"	"PM0-45920"	"rhtCp2"
4007046	"+"	"PM0-45921"	"pldBp4"
4007037	"+"	"PM0-45922"	"pldBp6"
4009073	"+"	"PM0-45923"	"yigMp3"
4016774	"+"	"PM0-45924"	"ubiEp2"
4016770	"+"	"PM0-45925"	"ubiEp4"
4019932	"+"	"PM0-45926"	"tatAp1"
4022896	"-"	"PM0-45927"	"rfaHp4"
4022988	"-"	"PM0-45928"	"rfaHp5"
4022832	"+"	"PM0-45929"	"ubiDp8"
4022993	"+"	"PM0-45930"	"ubiDp9"
4042198	"+"	"PM0-45931"	"yihFp1"
4042078	"+"	"PM0-45932"	"yihFp4"
4042154	"+"	"PM0-45933"	"yihFp6"
4049008	"-"	"PM0-45934"	"yihAp9"
4056253	"+"	"PM0-45935"	"typAp1"
4056403	"+"	"PM0-45936"	"typAp6"
4058395	"+"	"PM0-45937"	"yihLp1"
4058276	"+"	"PM0-45938"	"yihLp2"
4058442	"+"	"PM0-45939"	"yihLp4"
4058446	"+"	"PM0-45940"	"yihLp5"
4060189	"+"	"PM0-45941"	"yihNp5"
4062502	"-"	"PM0-45942"	"ompLp1"
4063994	"-"	"PM0-45943"	"yihOp3"
4067469	"-"	"PM0-45944"	"yihQp1"
