"name"	"comments"	"mw"	"location"	"reactionId"	"id"
"DNA polymerase V"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 77801.08380000005, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3925_RXN"	"CPLX0-3925"
"regulatory ATPase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 338294.93280000077, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3927_RXN"	"CPLX0-3927"
"D-arabinose 5-phosphate isomerase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 136104.95879999985, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3929_RXN"	"CPLX0-3929"
"FlhDC DNA-binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 96399.39279999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3930_RXN"	"CPLX0-3930"
"Rep helicase, a single-stranded DNA dependent ATPase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 154043.6871999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3931_RXN"	"CPLX0-3931"
"AcrAD-TolC multidrug efflux transport system"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 316438.5275000002, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-3932_RXN"	"CPLX0-3932"
"Outer Membrane Protein Assembly Complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 209369.51179999983, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-3933_RXN"	"CPLX0-3933"
"GroEL-GroES chaperonin complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 875018.9854000024, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3934_RXN"	"CPLX0-3934"
"dihydroneopterin aldolase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 108899.29520000002, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3936_RXN"	"CPLX0-3936"
"evolved &beta;-D-galactosidase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 541130.2807999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3937_RXN"	"CPLX0-3937"
"copper binding protein CutA"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 36971.8968, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3938_RXN"	"CPLX0-3938"
"universal stress protein UP12"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 31860.15560000001, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3939_RXN"	"CPLX0-3939"
"hydroxyphenylacetyl-CoA thioesterase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 59394.70880000001, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3941_RXN"	"CPLX0-3941"
"&gamma;-glutamyl-&gamma;-aminobutyrate hydrolase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 56001.62619999995, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3943_RXN"	"CPLX0-3943"
"XTPase / ITPase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 36417.089599999985, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3948_RXN"	"CPLX0-3948"
"thiazole synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 70206.85749999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3949_RXN"	"CPLX0-3949"
"tRNA m1G37 methyltransferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 56826.330599999965, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3950_RXN"	"CPLX0-3950"
"penicillin-binding protein 1B"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 188604.4498, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-3951_RXN"	"CPLX0-3951"
"riboflavin synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 70316.22299999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3952_RXN"	"CPLX0-3952"
"30S ribosomal subunit"	""	[-0.0, 498319.3582000001, -0.0, -0.0, -0.0, -0.0, 355144.3519000002, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3953_RXN"	"CPLX-30SA"
"S-lactoylglutathione hydrolase / S-formylglutathione hydrolase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 124992.2203999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3954_RXN"	"CPLX0-3954"
"50S ribosomal subunit protein L7/L12 dimer"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 24574.134199999982, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3955_RXN"	"CPLX0-3955"
"50S ribosomal protein complex L8"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 66862.80119999996, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3956_RXN"	"CPLX0-3956"
"SbcCD ATP-dependent dsDNA exonuclease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 163387.55709999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3957_RXN"	"CPLX0-3957"
"EcoKI restriction-modification system"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 442129.2486999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3958_RXN"	"CPLX0-3958"
"Xer site-specific recombination system"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 68089.8661999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3959_RXN"	"CPLX0-3959"
"transthyretin-related protein"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 61850.27320000002, -0.0, -0.0, -0.0, -0.0]	["e"]	"CPLX0-3961_RXN"	"CPLX0-3961"
"50S ribosomal subunit"	""	[939203.3228, -0.0, 38914.132000000005, -0.0, -0.0, -0.0, 476229.6955999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3962_RXN"	"CPLX-50SA"
"ferritin iron-storage complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 465854.8439999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3969_RXN"	"CPLX0-3969"
"murein tripeptide ABC transporter OppBCDFMppA"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 200756.46309999996, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-3970_RXN"	"CPLX0-3970"
"GDP-mannose hydrolase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 43474.945799999994, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-3971_RXN"	"CPLX0-3971"
"Enterobacterial Common Antigen Biosynthesis Protein Complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 135994.70330000017, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-3976_RXN"	"CPLX0-3976"
"hydroxylated aromatic carboxylic acid efflux transporter"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 108353.68020000006, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-4_RXN"	"CPLX0-4"
"EntS-TolC Enterobactin Efflux Transport System"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 204497.1187000003, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-5_RXN"	"CPLX0-5"
"ModE-MoO42- DNA-binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 56548.08079999991, 159.936, -0.0, -0.0, -0.0]	["c"]	"CPLX0-6_RXN"	"CPLX0-6"
"predicted hydrolase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 184753.28319999995, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-661_RXN"	"CPLX0-661"
"NAD kinase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 195373.23419999972, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-682_RXN"	"CPLX0-682"
"N-acetylmuramic acid PTS permease"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 68046.63910000019, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7_RXN"	"CPLX0-7"
"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 50683.3239, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-721_RXN"	"CPLX0-721"
"lipid A disaccharide synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 84760.50500000008, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7415_RXN"	"CPLX0-7415"
"IS2 insertion element repressor InsA"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 30297.484999999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7417_RXN"	"CPLX0-7417"
"MprA DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 41116.633799999974, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7418_RXN"	"CPLX0-7418"
"tRNA Um32 methyltransferase / tRNA Cm32 methyltransferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 54083.54299999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7420_RXN"	"CPLX0-7420"
'"tRNA (cytidine/uridine-2''-O)-ribose methyltransferase"'	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 35448.3296, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7421_RXN"	"CPLX0-7421"
"predicted rRNA methyltransferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 50503.75099999995, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7422_RXN"	"CPLX0-7422"
"23S rRNA m3&Psi;1915 methyltransferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 34621.9882, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7423_RXN"	"CPLX0-7423"
"HipAB toxin/antitoxin complex and DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 118587.89520000013, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7425_RXN"	"CPLX0-7425"
"octaprenyl diphosphate synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 70391.2856, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7426_RXN"	"CPLX0-7426"
"sulfate adenylyltransferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 350908.98640000017, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7428_RXN"	"CPLX0-7428"
"1-deoxyxylulose-5-phosphate synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 135217.1502000004, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-743_RXN"	"CPLX0-743"
"putative structural protein"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 37182.05, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7444_RXN"	"CPLX0-7444"
"Flagellar Motor Switch Complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 2257051.0799999996, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7450_RXN"	"CPLX0-7450"
"Flagellar Export Apparatus"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 808416.1255000002, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7451_RXN"	"CPLX0-7451"
"Flagellum"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 8778709.239300003, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7452_RXN"	"CPLX0-7452"
"glycolate oxidase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 137258.02410000016, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7458_RXN"	"CPLX0-7458"
"shikimate dehydrogenase / quinate dehydrogenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 62437.16459999995, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7462_RXN"	"CPLX0-7462"
"alanine racemase 2, PLP-binding"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 77684.88920000008, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7465_RXN"	"CPLX0-7465"
"xylulokinase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 105211.81960000028, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7466_RXN"	"CPLX0-7466"
"cyanase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 170447.22700000007, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7520_RXN"	"CPLX0-7520"
"carbonic anhydrase 2"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 100366.49959999991, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7521_RXN"	"CPLX0-7521"
"2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 122715.4764000003, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7525_RXN"	"CPLX0-7525"
"capsular polysaccharide export apparatus"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 652624.3704000004, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7529_RXN"	"CPLX0-7529"
"outer membrane porin E"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 116741.23949999998, -0.0, -0.0, -0.0, -0.0]	["o"]	"CPLX0-7530_RXN"	"CPLX0-7530"
"ammonia / ammonium transporter"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 133540.4685000002, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7532_RXN"	"CPLX0-7532"
"outer membrane porin C"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 121064.45910000002, -0.0, -0.0, -0.0, -0.0]	["o"]	"CPLX0-7533_RXN"	"CPLX0-7533"
"outer membrane porin F"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 117969.11880000001, -0.0, -0.0, -0.0, -0.0]	["o"]	"CPLX0-7534_RXN"	"CPLX0-7534"
"AdiC arginine:agmatine antiporter"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 93702.97120000022, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7535_RXN"	"CPLX0-7535"
"FKBP-type peptidyl prolyl cis-trans isomerase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 41653.06680000002, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7536_RXN"	"CPLX0-7536"
"cell division factor ZapA, localizes to the cytokinetic ring"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 50368.39120000001, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7538_RXN"	"CPLX0-7538"
"AlaS-L-alanine"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 96008.78950000012, 89.0933, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7541_RXN"	"CPLX0-7541"
"ChpB-ChpS complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 21756.8316, -0.0, -0.0, -0.0, -0.0]	["m"]	"CPLX0-7561_RXN"	"CPLX0-7561"
"1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 69526.62919999994, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7564_RXN"	"CPLX0-7564"
"protein involved in a tRNA modification pathway"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 139031.82660000006, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7597_RXN"	"CPLX0-7597"
"IclR-pyruvate DNA-binding transcriptional repressor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 29740.167399999973, 87.0537, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7605_RXN"	"CPLX0-7605"
"IclR-glyox"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 29740.167399999973, 160.0806, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7606_RXN"	"CPLX0-7606"
"GTP-binding protein with a role in modification of tRNA"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 98414.93920000007, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7608_RXN"	"CPLX0-7608"
"complex involved in modification of tRNA"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 237446.7658000001, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7609_RXN"	"CPLX0-7609"
"xanthine dehydrogenase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 129781.64760000008, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-761_RXN"	"CPLX0-761"
"N-acetyl-D-galactosamine PTS transporter"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 30803.138100000004, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7610_RXN"	"CPLX0-7610"
"predicted carboxysome structural protein"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 59714.42820000001, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7613_RXN"	"CPLX0-7613"
"ATP phosphoribosyltransferase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 66721.03959999992, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7614_RXN"	"CPLX0-7614"
"&alpha;-dehydro-&beta;-deoxy-D-glucarate aldolase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 164273.9783999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7615_RXN"	"CPLX0-7615"
"tartronate semialdehyde reductase 2"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 123181.61039999983, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7616_RXN"	"CPLX0-7616"
"essential respiratory protein A"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 24182.6996, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7617_RXN"	"CPLX0-7617"
"RcnR-nickel"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 10135.847800000001, 58.71, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7618_RXN"	"CPLX0-7618"
"RcnR-Co2+"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 10135.847800000001, 58.933, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7619_RXN"	"CPLX0-7619"
"Fur-Fe+2"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 16785.703699999995, 55.847, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7620_RXN"	"CPLX0-7620"
"L-serine deaminase III"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 97024.72740000024, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7622_RXN"	"CPLX0-7622"
"regulator of acid resistance, influenced by indole"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 19375.839800000012, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7623_RXN"	"CPLX0-7623"
"PrlF-YhaV antitoxin-toxin complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 96072.55079999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7624_RXN"	"CPLX0-7624"
"dCMP phosphohydrolase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 45401.80299999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7625_RXN"	"CPLX0-7625"
"mechanosensitive channel MscS"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 216278.25169999994, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7626_RXN"	"CPLX0-7626"
"mechanosensitive channel MscL"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 74783.50350000002, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7627_RXN"	"CPLX0-7627"
"outer membrane lipopolysaccharide transport and assembly complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 110969.90689999986, -0.0, -0.0, -0.0, -0.0]	["o"]	"CPLX0-7628_RXN"	"CPLX0-7628"
"sodium:H+ antiporter NhaA"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 82659.02640000005, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7629_RXN"	"CPLX0-7629"
"multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 94488.25720000002, -0.0, -0.0, -0.0, -0.0]	["p"]	"CPLX0-7630_RXN"	"CPLX0-7630"
"L-fucose isomerase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 389767.5996000011, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7631_RXN"	"CPLX0-7631"
"NAD(P)H:quinone oxidoreductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 83369.73079999998, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7632_RXN"	"CPLX0-7632"
"L-fuculose-phosphate aldolase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 95080.71239999987, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7633_RXN"	"CPLX0-7633"
"Fur-Fe2+ DNA-binding transcriptional dual regulator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 33571.40739999999, 111.694, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7639_RXN"	"CPLX0-7639"
"Zn2+ / Fe2+ / Cd2+ efflux transporter FieF"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 65846.17099999994, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7641_RXN"	"CPLX0-7641"
"osmolyte:H+ symporter ProP"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 109689.13400000031, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7642_RXN"	"CPLX0-7642"
"acetohydroxy acid isomeroreductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 216218.63320000033, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7643_RXN"	"CPLX0-7643"
"EfeU/EfeO/EfeB ferrous iron transporter; cryptic"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 92070.44220000008, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7644_RXN"	"CPLX0-7644"
"L-fucose mutarotase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 92820.17880000002, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7645_RXN"	"CPLX0-7645"
"ribose pyranase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 152883.969, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7646_RXN"	"CPLX0-7646"
"ribokinase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 64556.54879999993, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7647_RXN"	"CPLX0-7647"
"anti-sigma factor"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 71503.1766, -0.0, -0.0, -0.0, -0.0]	["o"]	"CPLX0-7648_RXN"	"CPLX0-7648"
"L-rhamnose mutarotase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 24519.6072, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7649_RXN"	"CPLX0-7649"
"FucR-L-fuculose-1-phosphate DNA-binding transcriptional activator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 27363.064799999967, 242.1189, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7650_RXN"	"CPLX0-7650"
"RutR-uracil"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 23690.550699999985, 112.0876, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7651_RXN"	"CPLX0-7651"
"L-rhamnose isomerase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 188736.47160000005, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7652_RXN"	"CPLX0-7652"
"water channel AqpZ"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 94810.80439999986, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7653_RXN"	"CPLX0-7653"
"glycerol channel GlpF"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 119111.39079999989, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7654_RXN"	"CPLX0-7654"
"maltose outer membrane porin / phage lambda receptor protein"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 149684.60400000017, -0.0, -0.0, -0.0, -0.0]	["o"]	"CPLX0-7655_RXN"	"CPLX0-7655"
"CcmCDE protoheme IX reservoir complex"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 53342.69599999997, -0.0, -0.0, -0.0, -0.0]	["i"]	"CPLX0-7656_RXN"	"CPLX0-7656"
"N-acetylneuraminate mutarotase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 79144.10280000014, -0.0, -0.0, -0.0, -0.0]	["p"]	"CPLX0-7658_RXN"	"CPLX0-7658"
"fused diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 80612.17160000007, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7659_RXN"	"CPLX0-7659"
"D-sedoheptulose 7-phosphate isomerase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 83242.49959999995, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7660_RXN"	"CPLX0-7660"
"&beta;-D-glucuronidase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 273690.04720000044, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7662_RXN"	"CPLX0-7662"
"CaiF transcriptional activator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 30880.252400000005, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7666_RXN"	"CPLX0-7666"
"NADP-dependent aldehyde reductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 84173.5122, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7667_RXN"	"CPLX0-7667"
"predicted oxidoreductase"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 40115.82819999999, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7668_RXN"	"CPLX0-7668"
"ArgP DNA-binding transcriptional activator"	""	[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, 66939.05539999997, -0.0, -0.0, -0.0, -0.0]	["c"]	"CPLX0-7669_RXN"	"CPLX0-7669"
