Frame ID	Name	Left	Right	Direction	Genes	Promoter	Terminators	Degradation rate (1/min)	Expression rate (a.u./min)
TU00096	slp-dctR	3651959	3653238	+	"[""EG11889"", ""EG11890""]"	PM00137	"[""TERM_WC-2064""]"	0.26156497379620575	26.794715915683316
TU00097	appCBA-yccB	1036933	1041140	+	"[""G0-10588"", ""EG11380"", ""EG11379"", ""EG10049""]"	PM00138	"[""TERM_WC-114""]"	0.12268091691326465	25.753178078432509
TU00098	araFGH	1980576	1984262	-	"[""EG10059"", ""EG10058"", ""EG10057""]"	PM00139	"[""TERM_WC-123""]"	0.13459168554562043	29.254848770196055
TU00099	araJ	410519	411753	-	"[""EG10060""]"	PM00140	"[""TERM_WC-125""]"	0.11363068533769595	26.70775628177206
TU00100	cydAB	770393	773406	+	"[""EG10173"", ""EG10174""]"	PM00141	"[""TERM_WC-391""]"	0.18240715277893299	266.65189628988315
TU00101	cyoABCDE	446037	450877	-	"[""EG10182"", ""EG10181"", ""EG10180"", ""EG10179"", ""EG10178""]"	PM00142	"[""TERM_WC-399""]"	0.19804205158855578	542.9402061120893
TU00103	sucABCD	757809	764274	+	"[""EG10979"", ""EG10980"", ""EG10981"", ""EG10982""]"	PM00144	"[""TERM_WC-2124""]"	0.03960841031771116	0.0
TU00104	fumA	1684729	1686464	-	"[""EG10356""]"	PM00146	"[""TERM0-1166""]"	0.12160476851928864	223.07421946715348
TU00105	fumC	1683207	1684733	-	"[""EG10358""]"	PM00147	"[""TERM_WC-730""]"	0.12161736185347703	62.173227726734538
TU00106	gltA	752406	753990	-	"[""EG10402""]"	PM00148	"[""TERM_WC-810""]"	0.30136833937388929	2182.1599264720321
TU00107	icd	1194231	1195598	+	"[""EG10489""]"	PM00149	"[""TERM_WC-986""]"	0.13591121187449909	3380.2966785669414
TU00108	mdh	3381350	3382335	-	"[""EG10576""]"	PM00150	"[""TERM_WC-1234""]"	0.066014017196185271	975.77167210162929
TU00109	carAB	29619	34040	+	"[""EG10134"", ""EG10135""]"	PM00017	"[""TERM_WC-258""]"	0.16906028794145009	940.0022506005331
TU00110	carAB	29551	34040	+	"[""EG10134"", ""EG10135""]"	PM00151	"[""TERM_WC-257""]"	0.16906028794145009	940.0022506005331
TU00111	argD	3486980	3488243	-	"[""EG10066""]"	PM00152	"[""TERM_WC-129""]"	0.16119701873487099	428.25534361330642
TU00112	asnA	3925152	3926172	+	"[""EG10091""]"	PM00153	"[""TERM_WC-160""]"	0.11552453009332421	93.637252621843004
TU00113	asnC	3924566	3925054	-	"[""EG10093""]"	PM00154	"[""TERM_WC-162""]"	0.11179793234837827	143.2802300976816
TU00114	atoDAEB	2321434	2325317	+	"[""EG11672"", ""EG11669"", ""EG11670"", ""EG11671""]"	PM00155	"[""TERM_WC-178""]"	0.12322616543287916	17.916468323113467
TU00115	betIBA	324799	328585	-	"[""EG10109"", ""EG10110"", ""EG10111""]"	PM00156	"[""TERM_WC-210""]"	0.12718296891008171	65.725614673352013
TU00116	betT	328645	330722	+	"[""EG10112""]"	PM00157	"[""TERM_WC-211""]"	0.059243348765807294	39.892101324944001
TU00117	bioBFCD	808525	812172	+	"[""EG10118"", ""EG10121"", ""EG10119"", ""EG10120""]"	PM00016	"[""TERM_WC-219""]"	0.28583388889069905	269.20121489614928
TU00118	cadC	4358417	4359986	-	"[""EG10133""]"	PM00159	"[""TERM_WC-249""]"	0.12377628224284738	2.7602110940154967
TU00119	crp	3483975	3484776	+	"[""EG10164""]"	PM00161	"[""TERM_WC-340""]"	0.21660849392498288	1846.1455293828726
TU00120	cpdB	4432643	4434652	-	"[""EG10160""]"	PM00163	"[""TERM_WC-328""]"	0.12602676010180824	49.823419338648868
TU00121	fur	709341	709939	-	"[""EG10359""]"	PM00164	"[""TERM73"", ""TERM3""]"	0.28881132523331055	1654.9524320784205
TU00122	glgCAP	3562155	3567412	-	"[""EG10380"", ""EG10377"", ""EG10379""]"	PM00165	"[""TERM_WC-783""]"	0.1474781235233926	38.432866027027075
TU00123	malK-lamB-malM	4244759	4248499	+	"[""EG10558"", ""EG10528"", ""EG10559""]"	PM00048	"[""TERM_WC-1209""]"	0.12304387820590745	88.156837271925824
TU00124	speC	3105040	3107197	-	"[""EG10961""]"	PM00167	"[""TERM_WC-2093""]"	0.20386681781174862	122.8949951132783
TU00125	tdcABCDEFG	3256305	3265115	-	"[""G7624"", ""G7626"", ""G7627"", ""EG11172"", ""EG10991"", ""EG10990"", ""EG10989""]"	PM00168	"[""TERM_WC-2150""]"	0.10663802777845312	3.8365681250448915
TU00126	ubiG	2337561	2338313	+	"[""EG11143""]"	PM00169	"[""TERM_WC-2276""]"	0.18733707582701223	403.00701100210182
TU00127	ebgAC	3220573	3224195	+	"[""EG10252"", ""EG10253""]"	PM00171	"[""TERM_WC-528""]"	0.092419624074659368	5.0230065684577356
TU00128	fucPIKUR	2932141	2938123	+	"[""EG10352"", ""EG10349"", ""EG10350"", ""EG10355"", ""EG10353""]"	PM00172	"[""TERM_WC-727""]"	0.06027366787477785	27.344656273089846
TU00129	nupG	3103673	3104994	+	"[""EG10664""]"	PM00173	"[""TERM_WC-1496""]"	0.11552453009332421	36.334775204952329
TU00130	uhpT	3843797	3845221	-	"[""EG11054""]"	PM00174	"[""TERM_WC-2286""]"	0.084530143970725044	73.586871532274969
TU00131	melAB	4339910	4342815	+	"[""EG10577"", ""EG10578""]"	PM00175	"[""TERM_WC-1256""]"	0.12836058899258246	20.02810270051264
TU00132	malXY	1697337	1700155	+	"[""EG10563"", ""EG10564""]"	PM00177	"[""TERM_WC-1212""]"	0.16906028794145009	32.733452951223555
TU00133	srlAEBD-gutM-srlR-gutQ	2823813	2828802	+	"[""G8210"", ""EG10969"", ""EG10970"", ""EG10971"", ""EG10972"", ""EG10974"", ""EG10973""]"	PM00178	"[""TERM_WC-2101""]"	0.099877115354458978	16.582597462300825
TU00134	udp	4014414	4015217	+	"[""EG11045""]"	PM00179	"[""TERM_WC-2280""]"	0.058247662231928177	51.585294625840234
TU00135	fucAO	2929885	2931876	-	"[""EG10351"", ""EG10348""]"	PM00180	"[""TERM_WC-726""]"	0.072962861111573185	10.087115548674994
TU00136	flhDC	1975288	1976419	-	"[""EG10319"", ""EG10320""]"	PM00184	"[""TERM_WC-660""]"	0.10345480306864854	229.68414648482943
TU00137	malS	3735493	3737643	+	"[""EG11316""]"	PM00185	"[""TERM55"", ""TERM56""]"	0.058741286488130956	20.651086677767314
TU00138	aldB	3752929	3754558	-	"[""EG12292""]"	PM00187	"[""TERM21""]"	0.053319013889226559	16.888264459273621
TU00139	hns	1291684	1292181	-	"[""EG10457""]"	PM00191	"[""TERM0-1168""]"	0.20386681781174862	4734.7783023233687
TU00140	gyrA	2334813	2337479	-	"[""EG10423""]"	PM00192	"[""TERM_WC-876""]"	0.26659506944613282	542.87287181454906
TU00141	pck	3530701	3532464	+	"[""EG10688""]"	PM00193	"[""TERM_WC-1557""]"	0.16119701873487099	291.07014308072752
TU00142	cynTSX	357997	360460	+	"[""EG10176"", ""EG10175"", ""EG10177""]"	PM00194	"[""TERM0222""]"	0.053732339578290329	4.0965535694488544
TU00143	cynR	357013	357933	-	"[""EG11421""]"	PM00195	"[""TERM_WC-398""]"	0.12161736185347703	44.037646727144036
TU00144	cysPUWAM	2536692	2541579	-	"[""EG10193"", ""EG10183"", ""EG10198"", ""EG10197"", ""EG10195""]"	PM00196	"[""TERM_WC-406""]"	0.17415758305526266	396.73167083022054
TU00146	cysDNC	2871256	2874390	-	"[""EG10185"", ""EG10194"", ""EG10186""]"	PM00198	"[""TERM44""]"	0.31506690025452055	928.31941624792444
TU00147	nupC	2511031	2512268	+	"[""EG11971""]"	PM00199	"[""TERM_WC-1495""]"	0.24755256448569476	402.48086144342199
TU00148	dsdXA	2475843	2478554	+	"[""EG10250"", ""EG10249""]"	PM00516	"[""TERM_WC-511""]"	0.093668537913506114	3.6493262371101984
TU00149	dsdC	2474714	2475768	-	"[""EG13161""]"	PM00201	"[""TERM_WC-510""]"	0.11552453009332421	8.0844066159308277
TU00150	exuT	3243024	3244546	+	"[""EG12738""]"	PM00202	"[""TERM_WC-598""]"	0.10345480306864854	50.663886158778567
TU00151	fecABCDE	4508711	4514750	-	"[""EG10290"", ""EG10289"", ""EG10288"", ""EG10287"", ""EG10286""]"	PM00605	"[""TERM_WC-622""]"	0.13725686743761292	18.894780371461795
TU00152	fdhF	4295240	4297430	-	"[""EG10285""]"	PM00208	"[""TERM_WC-617""]"	0.12161736185347703	39.710500992397321
TU00153	hycABCDEFGHI	2840499	2848483	-	"[""G7414"", ""EG10481"", ""EG10480"", ""EG10479"", ""EG10478"", ""EG10477"", ""EG10476"", ""EG10475"", ""EG10474""]"	PM00209	"[""TERM0801""]"	0.097798543994348536	25.908056785902861
TU00154	hypABCDE	2848649	2852343	+	"[""EG10483"", ""EG10484"", ""EG10485"", ""EG10486"", ""EG10487""]"	PM00210	"[""TERM57""]"	0.10788282965913544	79.67405889118335
TU00155	proP	4328343	4330029	+	"[""EG11612""]"	PM00212	"[""TERM_WC-1692""]"	0.24755256448569476	494.68924066305357
TU00156	narXL	1274400	1277000	-	"[""EG10643"", ""EG10646""]"	PM00214	"[""TERM_WC-1443""]"	0.10663802777845312	67.408030119315768
TU00157	fdnGHI	1545396	1550017	+	"[""EG11227"", ""EG11228"", ""EG11229""]"	PM00217	"[""TERM_WC-618""]"	0.096270441744436844	41.779446308250698
TU00158	ndh	1165215	1166614	+	"[""EG10649""]"	PM00218	"[""TERM_WC-1445""]"	0.21004460016968041	118.98186421211716
TU00159	fumB	4343654	4345371	-	"[""EG10357""]"	PM00219	"[""TERM64""]"	0.055898966174189137	0.0
TU00160	aspA	4364867	4366455	-	"[""EG10095""]"	PM00220	"[""TERM66""]"	0.11179793234837827	189.63165284931924
TU00161	fruBKA	2257739	2261619	-	"[""EG10336"", ""EG10337"", ""G7990""]"	PM00221	"[""TERM_WC-694""]"	0.1474781235233926	74.487267441704986
TU00162	pps	1782756	1785185	-	"[""EG10759""]"	PM00222	"[""TERM_WC-1669""]"	0.12377628224284738	192.60827279809479
TU00163	fepA-entD	608680	611890	-	"[""EG10262"", ""EG10293""]"	PM00225	"[""TERM_WC-628""]"	0.38508176697774738	73.7816665529364
TU00164	fepB	622775	623950	-	"[""EG10294""]"	PM00226	"[""TERM_WC-629""]"	0.24755256448569476	53.808025416610612
TU00165	fepDGC	618605	621457	-	"[""EG10295"", ""EG10298"", ""EG10296""]"	PM00227	"[""TERM_WC-631""]"	0.14440566261665527	17.176572216042423
TU00166	entCEBA-ybdB	624054	628938	+	"[""EG10261"", ""EG10263"", ""EG10260"", ""EG10259"", ""EG11105""]"	PM00228	"[""TERM_WC-566""]"	0.27451373487522585	29.603561168944353
TU00167	tonB	1309078	1309870	+	"[""EG11012""]"	PM00229	"[""TERM0261""]"	0.18733707582701223	268.66010044351827
TU00168	mglBAC	2234763	2238588	-	"[""EG10594"", ""EG10592"", ""EG10593""]"	PM00231	"[""TERM_WC-1284""]"	0.066648767361533204	17.120735359830647
TU00169	gatYZABCD	2169855	2175256	-	"[""EG12417"", ""EG12416"", ""EG12415"", ""EG12414"", ""G7128"", ""EG12419""]"	PM00232	"[""TERM_WC-760""]"	0.31506690025452055	3810.2678595660495
TU00170	gcvTHP	3044148	3048794	-	"[""EG11810"", ""EG10371"", ""EG11442""]"	PM00233	"[""TERM0-1033""]"	0.10915703630865281	79.344066552033567
TU00171	gcvA	2939670	2940661	-	"[""EG11795""]"	PM00234	"[""TERM_WC-763""]"	0.16503504299046315	67.509234685678848
TU00172	glnHPQ	844962	847270	-	"[""EG10389"", ""EG10388"", ""EG10386""]"	PM00235	"[""TERM_WC-800""]"	0.13725686743761289	382.6419499052285
TU00173	glpFKX	4112550	4116184	-	"[""EG11517"", ""EG10398"", ""EG10396""]"	PM00238	"[""TERM0781""]"	0.094305738851693244	85.978542111088728
TU00174	ihfA	1793240	1793745	-	"[""EG10440""]"	PM00241	"[""IHFA-TERMINATOR""]"	0.1050223000848402	912.70260022530908
TU00175	ihfB	962972	963337	+	"[""EG10441""]"	PM00242	"[""TERM_WC-996""]"	0.12161736185347703	0.0
TU00176	dps	847629	848173	-	"[""EG11415""]"	PM00243	"[""TERM_WC-503""]"	0.080598509367435497	241.20554701373686
TU00177	ompR-envZ	3532536	3534707	-	"[""EG10269"", ""EG10672""]"	PM00247	"[""TERM_WC-1510""]"	0.07453195489891884	69.902775180146989
TU00178	thrLABC	148	5022	+	"[""EG11277"", ""EG10998"", ""EG10999"", ""EG11000""]"	PM00249	"[""TERM_WC-2174""]"	0.23104906018664842	657.05731735879078
TU00179	leuLABCD	78846	83735	-	"[""EG11575"", ""EG11576"", ""EG11577"", ""EG11226"", ""EG11280""]"	PM00250	"[""TERM_WC-1136""]"	0.36481430555786593	973.62371495894388
TU00180	umuDC	1229961	1231679	+	"[""EG11057"", ""EG11056""]"	PM00251	"[""TERM_WC-2294""]"	0.093668537913506114	28.834922711293721
TU00181	lrp	931551	932314	+	"[""EG10547""]"	PM00252	"[""TERM_WC-1184""]"	0.12161736185347703	977.24901413190332
TU00182	gltBDF	3352531	3359964	+	"[""EG10403"", ""EG10404"", ""EG11514""]"	PM00254	"[""TERM_WC-812""]"	0.16769689852256742	1306.7534861919899
TU00183	livJ	3596576	3597785	-	"[""EG10539""]"	PM00256	"[""TERM_WC-1158""]"	0.071458472222674776	1134.1517127127381
TU00184	livKHMGF	3590745	3595778	-	"[""EG10536"", ""EG10537"", ""EG10541"", ""EG10538"", ""EG10540""]"	PM00257	"[""TERM_WC-1159""]"	0.1474781235233926	577.57270454212119
TU00185	lysA	2975657	2976973	-	"[""EG10549""]"	PM00258	"[""TERM_WC-1191""]"	0.12161736185347703	86.727773084951522
TU00186	lysR	2976972	2977980	+	"[""EG10551""]"	PM00259	"[""TERM_WC-1196""]"	0.084530143970725044	15.796993305249096
TU00187	malI	1696160	1697252	-	"[""EG10557""]"	PM00260	"[""TERM0-1104""]"	0.056815342668847975	7.7030241590424096
TU00188	fpr	4111747	4112522	-	"[""EG10628""]"	PM00262	"[""TERM_WC-683""]"	0.17773004629742187	183.38897097153182
TU00189	nfo	2248828	2249721	+	"[""EG10651""]"	PM00264	"[""TERM_WC-1451""]"	0.16906028794145009	110.43694249487285
TU00190	marRAB	1617117	1618233	+	"[""EG11435"", ""EG11434"", ""EG11599""]"	PM00265	"[""TERM_WC-1217""]"	0.12377628224284735	88.886223804233538
TU00191	metC	3150097	3151447	+	"[""EG10583""]"	PM00267	"[""TERM_WC-1266""]"	0.23104906018664842	355.26565592419439
TU00192	glyA	2682097	2683596	-	"[""EG10408""]"	PM00268	"[""GLYA_TERMINATOR""]"	0.26659506944613282	1722.2414719317405
TU00193	mtlADR	3770211	3774442	+	"[""EG10615"", ""EG10616"", ""EG11965""]"	PM00272	"[""TERM0-1125"", ""TERM0-1122"", ""TERM0-1123"", ""TERM0-1124""]"	0.17926220186895137	135.25213622877803
TU00194	nadB	2708379	2710066	+	"[""EG10631""]"	PM00273	"[""TERM_WC-1417""]"	0.11552453009332421	95.906154392875877
TU00195	pncB	988375	989637	-	"[""EG10742""]"	PM00274	"[""TERM_WC-1637""]"	0.23104906018664842	345.33516731737217
TU00196	manXYZ	1899957	1902772	+	"[""EG10567"", ""EG10568"", ""EG10569""]"	PM00276	"[""TERM_WC-1214""]"	0.043594162299367627	142.58110161055239
TU00197	codBA	354108	356680	+	"[""EG11327"", ""EG11326""]"	PM00278	"[""TERM_WC-323""]"	0.093668537913506128	382.31656766238746
TU00198	adhE	1294667	1297636	-	"[""EG10031""]"	PM00279	"[""TERM_WC-44""]"	0.11179793234837827	438.49161429816223
TU00199	nrfABCDEFG	4285694	4292164	+	"[""EG11781"", ""EG11945"", ""EG11946"", ""EG11947"", ""EG11948"", ""EG11949"", ""EG11950""]"	PM00280	"[""TERM_WC-1482""]"	0.10389786432376054	29.184910088544342
TU00200	nhaAR	17458	19622	+	"[""EG11078"", ""EG10652""]"	PM00282	"[""TERM_WC-1457""]"	0.1050223000848402	36.035251605110368
TU00201	phnCDEEFGHIJKLMNOP	4312365	4323229	-	"[""EG10725"", ""EG10724"", ""EG10723"", ""EG10722"", ""EG10721"", ""EG10720"", ""EG10719"", ""EG10718"", ""EG10717"", ""EG10716"", ""EG10715"", ""G7822"", ""EG11283"", ""EG10714"", ""EG10713""]"	PM00284	"[""TERM_WC-1606""]"	0.12033805218054607	22.876263719521802
TU00202	pstSCAB-phoU	3904874	3909591	-	"[""EG10735"", ""EG10783"", ""EG10782"", ""EG10784"", ""EG10734""]"	PM00285	"[""TERM_WC-1711""]"	0.12246416617666879	192.8144412218532
TU00203	prs	1260118	1261400	-	"[""EG10774""]"	PM00287	"[""TERM4""]"	0.12161736185347703	219.60197026977914
TU00204	speAB	3080897	3084070	-	"[""EG10960"", ""EG10959""]"	PM00288	"[""TERM_WC-2091""]"	0.13591121187449909	186.70123175199942
TU00205	guaBA	2628928	2632129	-	"[""EG10420"", ""EG10421""]"	PM00289	"[""GUSAT1""]"	0.30136833937388929	1349.9493393913995
TU00206	rbsDACBKR	3931345	3937244	+	"[""EG10819"", ""EG10817"", ""EG10814"", ""EG10816"", ""EG10815"", ""EG10818""]"	PM00290	"[""TERM_WC-1780""]"	0.10307021272266845	245.20334893247676
TU00207	wza-wzb-wzc-wcaAB	2130089	2135607	-	"[""G7103"", ""G7104"", ""G7105"", ""G7106"", ""G7107""]"	PM00291	"[""TERM_WC-2344""]"	0.13078248689810287	24.621110983436843
TU00208	rhaT	4097512	4098589	-	"[""EG11313""]"	PM00293	"[""TERM_WC-1836""]"	0.13591121187449909	8.347666633331734
TU00209	zwf	1932861	1934400	-	"[""EG11221""]"	PM00295	"[""TERM_WC-4071""]"	0.16906028794145009	294.27309960240569
TU00210	ftsQAZ	102867	106458	+	"[""EG10342"", ""EG10339"", ""EG10347""]"	PM00296	"[""TERM_WC-719""]"	0.030268435832312025	102.64268738223663
TU00211	soxS	4275081	4275446	-	"[""EG10958""]"	PM00297	"[""TERM_WC-2090""]"	0.1307824868981029	112.07012867272235
TU00212	torCAD	1057279	1061623	+	"[""EG11815"", ""EG11814"", ""EG12195""]"	PM00298	"[""TERM_WC-2203""]"	0.10045611312462975	43.662914715909913
TU00213	treBC	4461075	4464233	-	"[""EG11402"", ""EG12127""]"	PM00299	"[""TERM_WC-2221""]"	0.13591121187449909	8.9674217594794499
TU00214	araBAD	65800	70075	-	"[""EG10055"", ""EG10052"", ""EG10053""]"	PM00003	"[""TERM68""]"	0.076732160209588035	36.252364864887234
TU00215	fadBA	4025630	4029036	-	"[""EG10278"", ""EG10279""]"	PM00109	"[""TERM_WC-607""]"	0.11950813457930091	44.057868894005068
TU00216	glpTQ	2347955	2350473	-	"[""EG10399"", ""EG10401""]"	PM00039	"[""TERM_WC-807""]"	0.13591121187449909	243.21990921000977
TU00218	metF	4130569	4131531	+	"[""EG10585""]"	PM00054	"[""TERM_WC-1268""]"	0.3300700859809263	1768.4429052668872
TU00219	rhaBAD	4091469	4095495	-	"[""EG11866"", ""EG11867"", ""EG11868""]"	PM00303	"[""TERM_WC-1832""]"	0.15753345012726028	39.474731932888879
TU00220	trpR	4630727	4631167	+	"[""EG11029""]"	PM00095	"[""TERM0-1030""]"	0.11363068533769595	128.76174739726355
TU00221	lysU	4351221	4352828	-	"[""EG10553""]"	PM00305	"[""TERM_WC-1199""]"	0.15403270679109896	278.13369227713963
TU00222	oppABCDF	1299109	1304794	+	"[""EG10674"", ""EG10675"", ""EG10676"", ""EG10677"", ""EG10678""]"	PM00306	"[""TERM_WC-1517""]"	0.14938516822412612	1218.6931654825141
TU00223	sdaA	1894833	1896355	+	"[""EG10930""]"	PM00307	"[""TERM0-1048""]"	0.16119701873487099	42.049854307178443
TU00224	serA	3055198	3056478	-	"[""EG10944""]"	PM00308	"[""TERM_WC-2026""]"	0.40773363562349724	3885.8401769280408
TU00225	kbl-tdh	3788341	3790600	-	"[""EG10993"", ""EG10512""]"	PM00115	"[""TERM_WC-1096""]"	0.072580856603135624	44.400613218402192
TU00226	argE	4151717	4152920	-	"[""EG11286""]"	PM00006	"[""TERM_WC-131""]"	0.12836058899258246	294.3179945010923
TU00227	edd-eda	1930109	1932737	-	"[""EG10256"", ""EG10257""]"	PM00313	"[""TERM0461""]"	0.094951668569855527	175.48397675069282
TU00228	gntKU	3573711	3575668	-	"[""EG12631"", ""EG12629""]"	PM00314	"[""TERM0382""]"	0.12956022066541034	106.27047539859618
TU00229	gntT	3544427	3545899	+	"[""EG12380""]"	PM00315	"[""TERM_WC-835""]"	0.16503504299046315	223.38483279017129
TU00230	accA	208411	209582	+	"[""EG11647""]"	PM00523	"[""TERM_WC-13""]"	0.11363068533769595	369.59743974309657
TU00231	accBC	3403162	3405324	+	"[""EG10275"", ""EG10276""]"	PM00525	"[""ACCCT1""]"	0.23496514595252382	1160.2719886223197
TU00232	accD	2431032	2432037	-	"[""EG10217""]"	PM00526	"[""TERM_WC-14""]"	0.13862943611198905	446.67513350771776
TU00233	acrAB	480476	484922	-	"[""EG11703"", ""EG11704""]"	PM624	"[""TERM_WC-29""]"	0.31506690025452055	649.74986571888758
TU00234	acrEF	3411724	3416199	+	"[""EG10266"", ""EG10267""]"	PM0-8727	"[""ACRFT1""]"	0.063591484455040856	1.8416093898179826
TU00235	adiA	4336233	4338579	-	"[""EG11501""]"	PM981	"[""TERM181""]"	0.12160476851928864	6.8585089444878786
TU00236	yjeFE-amiB-mutL-miaA-hfq-hflXKC	4391700	4402329	+	"[""EG11757"", ""EG11758"", ""EG11363"", ""EG11281"", ""EG10595"", ""EG10438"", ""EG10437"", ""EG10436"", ""EG10435""]"	PM962	"[""TERM_WC-3652""]"	0.21660849392498288	23.488818844821402
TU00237	ampDE	118703	120137	+	"[""EG10041"", ""EG10042""]"	PM0-36222	"[""TERM_WC-99""]"	0.16906028794145009	96.031315359381892
TU00238	ansA-pncA	1848884	1850554	+	"[""EG11135"", ""EG10045""]"	PM_WC-9	"[""TERM_WC-106""]"	0.18733707582701223	200.16966552116259
TU00239	arsRBC	3646535	3648687	+	"[""EG12235"", ""EG12236"", ""EG12237""]"	PM336	"[""TERM_WC-153""]"	0.093248499626898476	24.72950210105348
TU00240	artPIQM	899918	902992	-	"[""EG11627"", ""EG11626"", ""EG11625"", ""EG11624""]"	PM0-8541	"[""TERM0981""]"	0.16906028794145006	262.88029473455776
TU00241	ascFB	2837451	2840438	+	"[""EG10086"", ""EG10085""]"	PM0-8848	"[""TERM_WC-154""]"	0.088299003892986658	16.974600508387752
TU00242	ascG	2836274	2837309	-	"[""EG10087""]"	PM0-8849	"[""TERM_WC-155""]"	0.11748257297626191	52.296192534653223
TU00243	atpIBEFHAGDC	3913531	3920548	-	"[""EG10100"", ""EG10101"", ""EG10104"", ""EG10098"", ""EG10105"", ""EG10103"", ""EG10102"", ""EG10099"", ""EG10106""]"	PM00473	"[""TERM70""]"	0.11748257297626191	149.7142501486951
TU00244	baeSR	2160900	2163024	+	"[""EG11617"", ""EG11618""]"	PM_WC-18	"[""TERM_WC-187""]"	0.10376685421012692	37.685008443491796
TU00245	basRS	4330202	4331973	-	"[""EG11614"", ""EG11615""]"	PM_WC-20	"[""TERM_WC-194""]"	0.13862943611198905	144.62654551819372
TU00246	btuCED	1790831	1793176	-	"[""EG10128"", ""EG10129"", ""EG10127""]"	PM_WC-28	"[""TERM_WC-238""]"	0.092419624074659368	54.498003924345149
TU00247	caiTABCDE	34779	42037	-	"[""EG12608"", ""EG11557"", ""EG11558"", ""EG11559"", ""EG11560"", ""EG11561""]"	PM00528	"[""TERM_WC-255""]"	0.13680536458419973	20.694646634974063
TU00248	chbBCARFG	1814408	1819750	-	"[""EG12198"", ""EG10144"", ""EG10143"", ""EG10142"", ""EG10141"", ""EG10140""]"	PM183	"[""TERM_WC-285""]"	0.085998409498752537	12.45600963179932
TU00249	chaBC	1271342	1272427	+	"[""EG12402"", ""EG12403""]"	PM_WC-42	"[""TERM_WC-283""]"	0.11179793234837827	44.962892431870777
TU00250	chpSB	4446425	4447067	+	"[""EG11250"", ""EG12096""]"	PM0-1421	"[""TERM_WC-291""]"	0.13862943611198905	84.120341832754974
TU00251	clpPX	455801	457979	+	"[""EG10158"", ""EG10159""]"	PM00339	"[""TERM58""]"	0.2772588722239781	527.29646837300606
TU00252	cobUST	2061410	2063898	-	"[""EG12151"", ""EG12150"", ""EG13238""]"	PM0-8750	"[""TERM_WC-322""]"	0.10193340890587431	79.667075064475128
TU00253	creABCD	4633500	4637595	+	"[""EG11217"", ""EG11218"", ""EG10730"", ""EG10145""]"	PM00603	"[""TERM89""]"	0.14669781599152279	57.592095580111931
TU00254	cydDC	926695	930254	-	"[""EG10012"", ""EG11405""]"	PM961	"[""TERM_WC-397""]"	0.092419624074659368	40.35595304844076
TU00255	dadAX	1236748	1239174	+	"[""EG11407"", ""EG11408""]"	PM00540	"[""TERM_WC-417""]"	0.2615649737962058	120.98426297969702
TU00256	dapA-nlpB	2595825	2597806	-	"[""EG10658"", ""EG10205""]"	PM00413	"[""TERM0161""]"	0.26659506944613282	24.174840897375397
TU00257	dcm-vsr	2028470	2030341	-	"[""EG11068"", ""EG10211""]"	PM_WC-52	"[""TERM_WC-427""]"	0.1307824868981029	51.839562156670027
TU00258	def-fmt	3431672	3433185	+	"[""EG11440"", ""EG11268""]"	PM0-9371	"[""TERM_WC-449""]"	0.19804205158855578	433.17935986016397
TU00259	dnaAN-recF	3878169	3881984	-	"[""EG10828"", ""EG10242"", ""EG10235""]"	PM00466	"[""TERM_WC-487""]"	0.36481430555786598	181.9862598696682
TU00260	dnaKJ	12048	15300	+	"[""G0-8893"", ""EG10241"", ""EG10240""]"	PM00316	"[""TERM_WC-491""]"	0.28291721655507968	1579.5607700929966
TU00261	dnaTC-yjjA	4597643	4599638	-	"[""EG11214"", ""EG10237"", ""EG10244""]"	PM0-8856	"[""YJJA""]"	0.14145860827753987	126.56867517024604
TU00262	dppABCDF	3699885	3705893	-	"[""EG12628"", ""EG12627"", ""EG12626"", ""EG12625"", ""EG10248""]"	PM00546	"[""TERM_WC-502""]"	0.11409830132673997	248.07982903588297
TU00263	yadV-htrE	152827	156235	-	"[""EG11972"", ""EG11973""]"	PM00553	"[""TERM_WC-2397""]"	0.11950813457930091	14.687549739796085
TU00264	envY-ompT	583901	586131	-	"[""EG10673"", ""EG10268""]"	PM_WC-67	"[""TERM_WC-578""]"	0.087740149437967749	5.9347437079841399
TU00265	exbBD	3148574	3150036	-	"[""EG10272"", ""EG10271""]"	PM0-2741	"[""TERM081""]"	0.28881132523331055	402.00225981874962
TU00266	fabHDG	1147982	1150629	+	"[""EG10277"", ""EG11317"", ""EG11318""]"	PM_WC-76	"[""TERM_WC-603""]"	0.19434033099811551	0.0
TU00267	fabZ	202101	202558	+	"[""EG11284""]"	PM_WC-78	"[""TERM_WC-606""]"	0.12160476851928864	0.0
TU00268	fdoGHI-fdhE	4078320	4083845	-	"[""EG10284"", ""EG11856"", ""EG11857"", ""EG11858""]"	PM_WC-81	"[""TERM_WC-619""]"	0.16309345424939889	61.302480293569047
TU00269	feoABC	3538079	3540988	+	"[""EG12933"", ""EG12101"", ""EG12102""]"	PM0-8860	"[""TERM_WC-627""]"	0.15234003968350446	90.773336045812997
TU00270	fes-ybdZ-entF-fepE	611910	618612	+	"[""G0-10437"", ""EG10299"", ""EG10264"", ""EG10297""]"	PM00343	"[""TERM_WC-632""]"	0.19804205158855578	38.936057552568009
TU00272	flgAMN	1128635	1130108	-	"[""G6562"", ""G369"", ""G357""]"	PM-8782	"[""TERM_WC-653""]"	0.10663802777845312	460.3457021168042
