ID	Name	Symbol	Type	Coordinate	Length	Direction	Expression	Half life (s)	Product	Splices	(absolute nt position, old, new)	Comments
G6509	IS1 protein InsB	insB-4	mRNA	1049250	504	+	0.0001098254	600.0	G6509-MONOMER	[]	[]	
G6510	stress protein	cspH	mRNA	1050398	213	-	0.0000179833	300.0	G6510-MONOMER	[]	[]	
G6511	cold shock protein CspG	cspG	mRNA	1050684	213	+	0.0000367641	282.0	G6511-MONOMER	[]	[]	
G6512	YmcE	ymcE	mRNA	1051070	231	+	0.0000354018	344.81999999999999	G6512-MONOMER	[]	[]	
G6513	predicted 4Fe-4S membrane protein	yccM	mRNA	1052585	1074	-	0.0000021733	534.0	G6513-MONOMER	[]	[]	
G6514	TorS monomer	torS	mRNA	1055401	2745	-	0.0000141476	414.0	TORS-MONOMER	[]	[]	
G6515	periplasmic sensory protein associated with the TorRS two-component regulatory system	torT	mRNA	1055484	1029	+	0.0000087421	344.81999999999999	TORT-MONOMER	[]	[]	
G6517	predicted xanthine/uracil transporter	rutG	mRNA	1069062	1329	-	0.0000189427	450.0	B1006-MONOMER	[]	[]	
G6518	flavin reductase	rutF	mRNA	1069577	495	-	0.0000127380	360.0	G6518-MONOMER	[]	[]	
G6519	predicted malonic semialdehyde reductase	rutE	mRNA	1070178	591	-	0.0000142673	402.0	G6519-MONOMER	[]	[]	
G6520	predicted aminoacrylate hydrolase	rutD	mRNA	1070988	801	-	0.0000025341	666.0	G6520-MONOMER	[]	[]	
G6521	predicted aminoacrylate peracid reductase	rutC	mRNA	1071382	387	-	0.0000347712	366.0	G6521-MONOMER	[]	[]	
G6522	peroxyureidoacrylate / ureidoacrylate amido hydrolase	rutB	mRNA	1072086	693	-	0.0000039538	426.0	G6522-MONOMER	[]	[]	
G6523	pyrimidine oxygenase	rutA	mRNA	1073234	1149	-	0.0000078013	588.0	G6523-MONOMER	[]	[]	
G6525	hypothetical protein of the OFeT transport family	efeU_1	mRNA	1080579	111	+	0.0000373188	204.0	G6525-MONOMER	[]	[]	
G6527	conserved protein	efeO	mRNA	1081466	1128	+	0.0000595746	120.0	G6527-MONOMER	[]	[]	
G6528	poly-&beta;-1,6-N-acetyl-D-glucosamine synthase - PgaD subunit	pgaD	mRNA	1085742	414	-	0.0000109171	240.0	G6528-MONOMER	[]	[]	
G6529	poly-&beta;-1,6-N-acetyl-D-glucosamine synthase - PgaC subunit	pgaC	mRNA	1087069	1326	-	0.0000086022	360.0	G6529-MONOMER	[]	[]	
G6530	poly-&beta;-1,6-N-acetyl-D-glucosamine N-deacetylase	pgaB	mRNA	1089080	2019	-	0.0000039942	600.0	G6530-MONOMER	[]	[]	
G6531	partially N-deacetylated poly-&beta;-1,6-N-acetyl-D-glucosamine outer membrane porin	pgaA	mRNA	1091512	2424	-	0.0000068133	240.0	G6531-MONOMER	[]	[]	
G6532	diguanylate cyclase	ycdT	mRNA	1092099	1359	+	0.0000222490	288.0	G6532-MONOMER	[]	[]	
G6534	IS3 element protein InsE	insE-4	mRNA	1094669	309	-	0.0001098254	288.0	MONOMER0-4244	[]	[]	
G6535	predicted protein	ymdE	mRNA	1094767	303	+	0.0000021042	366.0	G6535-MONOMER	[]	[]	
G6536	predicted inner membrane protein	ycdU	mRNA	1095066	987	+	0.0000045456	312.0	G6536-MONOMER	[]	[]	
G6539	glyoxylate reductase / hydroxypyruvate reductase	ghrA	mRNA	1097109	939	+	0.0001278998	204.0	G6539-MONOMER	[]	[]	
G6540	zinc-binding phosphatase	ycdX	mRNA	1098102	738	+	0.0000743730	204.0	G6540-MONOMER	[]	[]	
G6541	protein involved in maturation of YcdX	ycdY	mRNA	1098863	555	+	0.0001283971	204.0	G6541-MONOMER	[]	[]	
G6542	predicted inner membrane protein	ycdZ	mRNA	1099519	492	+	0.0000697988	336.0	G6542-MONOMER	[]	[]	
G6543	curli secretion channel	csgG	mRNA	1100907	834	-	0.0000141931	210.0	G6543-MONOMER	[]	[]	
G6544	curli assembly component	csgF	mRNA	1101350	417	-	0.0000240194	204.0	G6544-MONOMER	[]	[]	
G6545	curli transport specificity factor	csgE	mRNA	1101764	390	-	0.0000072567	270.0	G6545-MONOMER	[]	[]	
G6546	CsgD DNA-binding transcriptional dual regulator	csgD	mRNA	1102419	651	-	0.0000189410	282.0	PD01379	[]	[]	
G6547	curlin	csgB	mRNA	1103174	456	+	0.0000074978	344.81999999999999	G6547-MONOMER	[]	[]	
G6548	putative curli production protein	csgC	mRNA	1104184	333	+	0.0000257459	414.0	G6548-MONOMER	[]	[]	
G6549	predicted protein	ymdA	mRNA	1104637	312	+	0.0002918252	294.0	G6549-MONOMER	[]	[]	
G6550	<i>O</i>-acetyl-ADP-ribose deacetylase	ymdB	mRNA	1105043	534	+	0.0000007048	192.0	G6550-MONOMER	[]	[]	
G6551	cardiolipin synthase 3	clsC	mRNA	1105578	1422	+	0.0000263107	180.0	G6551-MONOMER	[]	[]	
G6552	protein required for succinyl modification of osmoregulated periplasmic glucans	mdoC	mRNA	1108164	1158	-	0.0000272110	228.0	G6552-MONOMER	[]	[]	
G6554	predicted cytochrome b561	yceJ	mRNA	1118269	567	-	0.0000316622	282.0	G6554-MONOMER	[]	[]	
G6555	small protein involved in biofilm formation and acid stress response	yceO	mRNA	1118670	141	-	0.0000005277	252.0	G6555-MONOMER	[]	[]	
G6556	<I>N</I>-methyltryptophan oxidase	solA	mRNA	1119809	1119	-	0.0000551285	240.0	SARCOX-MONOMER	[]	[]	
G6557	regulator of biofilm formation	bssS	mRNA	1120178	255	-	0.0000522673	450.0	G6557-MONOMER	[]	[]	
G6558	DNA damage-inducible protein I	dinI	mRNA	1120710	246	-	0.0002631945	264.0	G6558-MONOMER	[]	[]	
G6559	YceL MFS transporter	mdtH	mRNA	1124549	1209	-	0.0000217550	408.0	B1065-MONOMER	[]	[]	
G6560	predicted oxidoreductase	yceM	mRNA	1126029	924	+	0.0000210469	312.0	G6560-MONOMER	[]	[]	
G6561	lipid II flippase	murJ	mRNA	1127062	1536	+	0.0000442957	300.0	G6561-MONOMER	[]	[]	
G6562	flagellar biosynthesis protein FlgN	flgN	mRNA	1129053	417	-	0.0008340528	336.0	G6562-MONOMER	[]	[]	
G6563	predicted protein	yceQ	mRNA	1143725	321	+	0.0000136333	294.0	G6563-MONOMER	[]	[]	
G6564	predicted protein	ycfL	mRNA	1161470	378	+	0.0000610769	288.0	G6564-MONOMER	[]	[]	
G6565	outer membrane lipoprotein - activator of PBP1B activity	lpoB	mRNA	1161861	642	+	0.0000826717	234.0	G6565-MONOMER	[]	[]	
G6566	thiamin kinase	thiK	mRNA	1162483	825	+	0.0001005758	324.0	THIKIN-MONOMER	[]	[]	
G6567	&beta;-N-acetylhexosaminidase	nagZ	mRNA	1163318	1026	+	0.0002069869	180.0	G6567-MONOMER	[]	[]	
G6568	conserved protein	ycfP	mRNA	1164366	543	+	0.0001537788	264.0	G6568-MONOMER	[]	[]	
G6569	ComR DNA-binding transcriptional repressor	comR	mRNA	1168055	633	-	0.0001746351	252.0	G6569-MONOMER	[]	[]	
G6570	outer membrane protein involved in copper permeability	bhsA	mRNA	1168296	258	+	0.0000214414	300.0	G6570-MONOMER	[]	[]	
G6571	L,D-transpeptidase YcfS	ycfS	mRNA	1169597	963	-	0.0000299542	300.0	G6571-MONOMER	[]	[]	
G6572	putative transport protein	ycfT	mRNA	1174388	1074	-	0.0000023571	408.0	G6572-MONOMER	[]	[]	
G6573	LolC	lolC	mRNA	1174650	1200	+	0.0000558299	258.0	YCFU-MONOMER	[]	[]	
G6574	LolD	lolD	mRNA	1175842	702	+	0.0000584871	491.99999999999994	YCFV-MONOMER	[]	[]	
G6575	LolE	lolE	mRNA	1176543	1245	+	0.0000618575	252.0	YCFW-MONOMER	[]	[]	
G6576	N-acetyl-D-glucosamine kinase	nagK	mRNA	1177816	912	+	0.0001256725	234.0	G6576-MONOMER	[]	[]	
G6577	protein deacetylase	cobB	mRNA	1178743	840	+	0.0001502111	264.0	G6577-MONOMER	[]	[]	
G6578	predicted inner membrane protein	ycfZ	mRNA	1180490	789	-	0.0000075568	300.0	G6578-MONOMER	[]	[]	
G6579	predicted inner membrane protein	ymfA	mRNA	1180948	462	-	0.0000189376	420.0	G6579-MONOMER	[]	[]	
G6580	HMP-PP hydrolase /thiamin pyrophosphate hydrolase [multifunctional]	nudJ	mRNA	1193511	462	-	0.0000467674	276.0	G6580-MONOMER	[]	[]	
G6581	23S rRNA pseudouridine 2457 synthase	rluE	mRNA	1194174	654	-	0.0000302442	288.0	G6581-MONOMER	[]	[]	
G6582	e14 prophage; predicted SAM-dependent methyltransferase	ymfD	mRNA	1196755	666	-	0.0000052419	330.0	G6582-MONOMER	[]	[]	
G6583	e14 prophage; predicted inner membrane protein	ymfE	mRNA	1197460	705	-	0.0000083779	372.0	G6583-MONOMER	[]	[]	
G6585	e14 prophage; predicted excisionase	xisE	mRNA	1200255	246	-	0.0000090372	474.0	G6585-MONOMER	[]	[]	
G6586	e14 prophage; predicted protein	ymfH	mRNA	1200603	312	-	0.0000143196	318.0	G6586-MONOMER	[]	[]	
G6587	e14 prophage; predicted protein	ymfI	mRNA	1200720	342	+	0.0000532705	342.0	G6587-MONOMER	[]	[]	
G6588	e14 prophage; predicted protein	ymfJ	mRNA	1201307	309	-	0.0000141897	282.0	G6588-MONOMER	[]	[]	
G6589	e14 prophage; predicted repressor protein	ymfK	mRNA	1202156	675	-	0.0000336770	330.0	G6589-MONOMER	[]	[]	
G6590	e14 prophage; predicted DNA-binding transcriptional regulator	ymfT	mRNA	1202247	201	+	0.0000057578	432.0	G6590-MONOMER	[]	[]	
G6591	e14 prophage; predicted DNA-binding transcriptional regulator	ymfL	mRNA	1202479	570	+	0.0000118175	432.0	G6591-MONOMER	[]	[]	
G6592	e14 prophage; predicted protein	ymfM	mRNA	1203045	339	+	0.0000095464	390.0	G6592-MONOMER	[]	[]	
G6593	e14 prophage; predicted DNA-binding transcriptional regulator	ymfN	mRNA	1203393	1368	+	0.0000190523	396.0	G6593-MONOMER	[]	[]	
G6594	e14 prophage; predicted protein	ymfR	mRNA	1204772	183	+	0.0000123300	444.0	G6594-MONOMER	[]	[]	
G6595	e14 prophage; conserved protein	ymfO	mRNA	1204954	474	+	0.0000518812	420.0	G6595-MONOMER	[]	[]	
G6596	e14 prophage; conserved protein	ymfP	mRNA	1205483	663	+	0.0000179344	344.81999999999999	G6596-MONOMER	[]	[]	
G6597	e14 prophage; conserved protein	ymfQ	mRNA	1206136	585	+	0.0000248101	408.0	G6597-MONOMER	[]	[]	
G6598	e14 prophage; predicted protein	ymfS	mRNA	1207355	414	+	0.0000084100	378.0	G6598-MONOMER	[]	[]	
G6599	e14 prophage; predicted side tail fiber protein fragment	stfE	mRNA	1208878	537	-	0.0000030467	570.0	G6599-MONOMER	[]	[]	
G6600	inhibitor of &sigma;<sup>S</sup> proteolysis	iraM	mRNA	1211226	324	-	0.0000018917	344.81999999999999	G6600-MONOMER	[]	[]	
G6601	predicted protein	ycgX	mRNA	1212330	405	-	0.0000067273	348.0	G6601-MONOMER	[]	[]	
G6602	BluR DNA-binding transcriptional repressor	bluR	mRNA	1213282	732	-	0.0000577216	150.0	G6602-MONOMER	[]	[]	
G6603	blue light-responsive regulator of BluR	bluF	mRNA	1214698	1212	-	0.0000291399	138.0	G6603-MONOMER	[]	[]	
G6604	predicted protein	ycgZ	mRNA	1215012	237	+	0.0000200740	312.0	G6604-MONOMER	[]	[]	
G6605	protein involved in biofilm formation	ymgA	mRNA	1215291	273	+	0.0000141982	360.0	G6605-MONOMER	[]	[]	
G6606	regulator of acid resistance	ariR	mRNA	1215592	267	+	0.0000031360	402.0	G6606-MONOMER	[]	[]	
G6607	protein involved in biofilm formation	ymgC	mRNA	1215971	249	+	0.0000014466	414.0	G6607-MONOMER	[]	[]	
G6608	conserved inner membrane protein	ycgG	mRNA	1216551	1524	+	0.0000080357	630.0	G6608-MONOMER	[]	[]	
G6609	conserved protein; member of the Autotransporter family	ycgH_1	mRNA	1220024	321	+	0.0000065081	491.99999999999994	G6609-MONOMER	[]	[]	
G6610	conserved protein; member of the Autotransporter family	ycgH_2	mRNA	1220429	1017	+	0.0000407280	576.0	G6610-MONOMER	[]	[]	
G6611	predicted protein	ymgD	mRNA	1221857	330	-	0.0000410096	378.0	G6611-MONOMER	[]	[]	
G6612	predicted protein	ymgG	mRNA	1222142	276	-	0.0001247721	378.0	G6612-MONOMER	[]	[]	
G6613	predicted protein	ycgI	mRNA	1222918	213	+	0.0001098254	312.0	G6613-MONOMER	[]	[]	
G6614	predicted protein	ycgJ	mRNA	1225823	369	+	0.0000618170	342.0	G6614-MONOMER	[]	[]	
G6615	inhibitor of g-type lysozyme	pliG	mRNA	1226695	402	-	0.0000655516	516.0	G6615-MONOMER	[]	[]	
G6616	conserved protein	ycgL	mRNA	1226904	327	+	0.0001393244	344.81999999999999	G6616-MONOMER	[]	[]	
G6617	predicted isomerase/hydrolase	ycgM	mRNA	1227302	660	+	0.0000962241	258.0	G6617-MONOMER	[]	[]	
G6618	conserved protein	ycgN	mRNA	1228053	447	+	0.0000588799	312.0	G6618-MONOMER	[]	[]	
G6619	hemolysin E	hlyE	mRNA	1229617	912	-	0.0000041595	344.81999999999999	G6619-MONOMER	[]	[]	
G6620	YcgO CPA1 Transporter	cvrA	mRNA	1241294	1737	-	0.0000548048	360.0	YCGO-MONOMER	[]	[]	
G6621	L,D-carboxypeptidase A	ldcA	mRNA	1242303	915	-	0.0000459514	330.0	G6621-MONOMER	[]	[]	
G6622	lytic murein transglycosylase E	emtA	mRNA	1242403	612	+	0.0000760725	180.0	G6622-MONOMER	[]	[]	
G6623	molecular brake that regulates flagellar motility in response to c-di-GMP	ycgR	mRNA	1243750	735	-	0.0004814543	354.0	G6623-MONOMER	[]	[]	
G6624	predicted inner membrane protein	ymgE	mRNA	1243951	255	+	0.0000096290	372.0	G6624-MONOMER	[]	[]	
G6625	predicted protein	ycgY	mRNA	1244383	441	+	0.0000024313	654.0	G6625-MONOMER	[]	[]	
G6626	dihydroxyacetone kinase subunit L	dhaL	mRNA	1248980	633	-	0.0000793586	245.99999999999997	MONOMER0-1261	[]	[]	
G6627	dihydroxyacetone kinase subunit K	dhaK	mRNA	1250061	1071	-	0.0000636717	245.99999999999997	G6627-MONOMER	[]	[]	
G6628	DhaR DNA-binding transcriptional dual regulator	dhaR	mRNA	1250289	1920	+	0.0000212526	222.0	G6628-MONOMER	[]	[]	
G6629	putative adhesion and penetration protein	ycgV	mRNA	1255175	2868	-	0.0000069617	348.0	G6629-MONOMER	[]	[]	
G6630	predicted transcriptional regulator	ychQ	mRNA	1266147	393	+	0.0000218528	324.0	G6630-MONOMER	[]	[]	
G6631	predicted protein	ychS	mRNA	1285932	276	+	0.0000073073	426.0	G6631-MONOMER	[]	[]	
G6632	predicted protein	ychG_1	mRNA	1294421	231	-	0.0001140607	546.0	G6632-MONOMER	[]	[]	
G6633	predicted protein	yciU	mRNA	1305174	330	-	0.0001750988	216.0	G6633-MONOMER	[]	[]	
G6634	conserved protein	yciV	mRNA	1321244	882	+	0.0001703796	228.0	G6634-MONOMER	[]	[]	
G6635	conserved protein	yciO	mRNA	1322122	621	+	0.0001396161	204.0	G6635-MONOMER	[]	[]	
G6636	predicted inner membrane protein	yciQ	mRNA	1322770	1896	+	0.0000028241	344.81999999999999	G6636-MONOMER	[]	[]	
G6637	conserved inner membrane protein	yciS	mRNA	1338267	309	+	0.0001063993	378.0	G6637-MONOMER	[]	[]	
G6638	DNA-binding transcriptional regulator	yciT	mRNA	1342370	750	-	0.0000429401	252.0	G6638-MONOMER	[]	[]	
G6639	modulator of RNase II stability	gmr	mRNA	1344766	1986	-	0.0000084353	264.0	G6639-MONOMER	[]	[]	
G6640	predicted oxidoreductase	yciW	mRNA	1348131	1128	-	0.0000814999	252.0	G6640-MONOMER	[]	[]	
G6641	conserved protein	ycjD	mRNA	1349784	354	-	0.0000100876	402.0	G6641-MONOMER	[]	[]	
G6642	predicted protein	ymjA	mRNA	1355692	246	-	0.0000439686	336.0	G6642-MONOMER	[]	[]	
G6643	putrescine:H<sup>+</sup> symporter PuuP	puuP	mRNA	1357211	1386	-	0.0000180879	324.0	B1296-MONOMER	[]	[]	
G6644	glutamate-putrescine ligase	puuA	mRNA	1358932	1419	-	0.0000867823	270.0	G6644-MONOMER	[]	[]	
G6645	&gamma;-glutamyl-&gamma;-aminobutyrate hydrolase	puuD	mRNA	1359144	765	+	0.0000844488	486.0	G6645-MONOMER	[]	[]	
G6646	4-aminobutyrate aminotransferase	puuE	mRNA	1363574	1266	+	0.0000362819	540.0	G6646-MONOMER	[]	[]	
G6647	predicted glucosyltransferase	ycjM	mRNA	1368240	1680	+	0.0000081908	282.0	G6647-MONOMER	[]	[]	
G6648	YcjN	ycjN	mRNA	1369933	1293	+	0.0000247629	690.0	YCJN-MONOMER	[]	[]	
G6649	YcjO	ycjO	mRNA	1371246	882	+	0.0000148338	420.0	YCJO-MONOMER	[]	[]	
G6650	YcjP	ycjP	mRNA	1372114	843	+	0.0000293472	344.81999999999999	YCJP-MONOMER	[]	[]	
G6651	predicted oxidoreductase	ycjQ	mRNA	1372987	1053	+	0.0000362920	252.0	G6651-MONOMER	[]	[]	
G6652	predicted enzyme	ycjR	mRNA	1374058	789	+	0.0000167373	420.0	G6652-MONOMER	[]	[]	
G6653	predicted oxidoreductase	ycjS	mRNA	1374856	1056	+	0.0000027988	318.0	G6653-MONOMER	[]	[]	
G6654	predicted hydrolase	ycjT	mRNA	1375908	2268	+	0.0000016506	344.81999999999999	G6654-MONOMER	[]	[]	
G6655	&beta;-phosphoglucomutase	ycjU	mRNA	1378172	660	+	0.0000100690	372.0	G6655-MONOMER	[]	[]	
G6656	predicted sugar transporter subunit: ATP-binding component of ABC superfamily	ycjV	mRNA	1378845	969	+	0.0000167744	276.0	YCJV-MONOMER	[]	[]	
G6657	outer membrane porin OmpG	ompG	mRNA	1379971	906	+	0.0000170105	390.0	G6657-MONOMER	[]	[]	
G6658	predicted DNA-binding transcriptional regulator	ycjW	mRNA	1381985	999	-	0.0000320938	324.0	G6658-MONOMER	[]	[]	
G6659	conserved protein	ycjX	mRNA	1382141	1398	+	0.0000432959	264.0	G6659-MONOMER	[]	[]	
G6660	lipid hydroperoxide peroxidase	tpx	mRNA	1386835	507	-	0.0000471502	600.0	G6660-MONOMER	[]	[]	
G6661	L-Ala-D/L-Glu epimerase	ycjG	mRNA	1386954	966	+	0.0000332218	126.0	G6661-MONOMER	[]	[]	
G6662	murein tripeptide amidase A	mpaA	mRNA	1388622	729	-	0.0000260780	222.0	G6662-MONOMER	[]	[]	
G6663	predicted hydrolase	ycjY	mRNA	1389889	933	-	0.0000157105	534.0	G6663-MONOMER	[]	[]	
G6664	PgrR DNA-binding transcriptional repressor	pgrR	mRNA	1390015	900	+	0.0000216977	344.81999999999999	G6664-MONOMER	[]	[]	
G6665	murein tripeptide ABC transporter OppBCDFMppA - periplasmic binding protein	mppA	mRNA	1391251	1614	+	0.0000343818	354.0	G6665-MONOMER	[]	[]	
G6666	mechanosensitive channel YnaI monomer	ynaI	mRNA	1393946	1032	-	0.0000319910	312.0	MONOMER0-82	[]	[]	
G6667	IS5 transposase and trans-activator	insH-4	mRNA	1394100	1017	+	0.0001098254	491.99999999999994	MONOMER0-4236	[]	[]	
G6668	predicted inner membrane protein	ynaJ	mRNA	1395389	258	+	0.0002039723	504.0	G6668-MONOMER	[]	[]	
G6669	<i>p</i>-aminobenzoyl-glutamate hydrolase subunit B	abgB	mRNA	1401279	1446	-	0.0000093626	456.0	G6669-MONOMER	[]	[]	
G6670	<i>p</i>-aminobenzoyl-glutamate hydrolase subunit A	abgA	mRNA	1402589	1311	-	0.0000656865	402.0	G6670-MONOMER	[]	[]	
G6671	predicted DNA-binding transcriptional regulator	abgR	mRNA	1402765	909	+	0.0000155166	354.0	G6671-MONOMER	[]	[]	
G6672	conserved protein with endonuclease activity	smrA	mRNA	1404003	564	+	0.0000168941	426.0	G6672-MONOMER	[]	[]	
G6673	diguanylate cyclase	ydaM	mRNA	1405819	1233	-	0.0000201415	366.0	G6673-MONOMER	[]	[]	
G6674	predicted Zn(II) transporter	ydaN	mRNA	1406074	984	+	0.0000303842	294.0	G6674-MONOMER	[]	[]	
G6675	predicted C32 tRNA thiolase	ttcA	mRNA	1409972	936	-	0.0001062729	344.81999999999999	G6675-MONOMER	[]	[]	
G6676	Rac prophage; predicted integrase	intR	mRNA	1411259	1236	-	0.0000050480	300.0	G6676-MONOMER	[]	[]	
G6677	Rac prophage; conserved protein	ydaQ	mRNA	1411476	216	-	0.0000058590	348.0	G6677-MONOMER	[]	[]	
G6679	Rac prophage; small protein	ydaG	mRNA	1417480	135	-	0.0000133720	390.0	G6679-MONOMER	[]	[]	
G6680	Rac prophage; predicted DNA-binding transcriptional regulator	racR	mRNA	1418265	477	-	0.0000880046	360.0	G6680-MONOMER	[]	[]	
G6681	Rac prophage; predicted DNA-binding transcriptional regulator	ydaS	mRNA	1418389	297	+	0.0000072719	344.81999999999999	G6681-MONOMER	[]	[]	
G6682	Rac prophage; predicted protein	ydaT	mRNA	1418708	423	+	0.0000231376	534.0	G6682-MONOMER	[]	[]	
G6683	Rac prophage; conserved protein	ydaU	mRNA	1419143	858	+	0.0000226688	546.0	G6683-MONOMER	[]	[]	
G6684	Rac prophage; predicted DNA replication protein	ydaV	mRNA	1420007	747	+	0.0000356210	666.0	G6684-MONOMER	[]	[]	
G6685	Rac prophage; predicted DNA-binding protein	ydaW	mRNA	1420776	561	+	0.0000246904	384.0	G6685-MONOMER	[]	[]	
G6686	Rac prophage; predicted defective peptidase	rzpR	mRNA	1421369	300	+	0.0000446295	344.81999999999999	G6686-MONOMER	[]	[]	
G6688	Rac prophage; conserved protein	ynaK	mRNA	1423401	264	+	0.0000048609	491.99999999999994	G6688-MONOMER	[]	[]	
G6689	Rac prophage; predicted protein	ydaY	mRNA	1423645	360	+	0.0000032052	306.0	G6689-MONOMER	[]	[]	
G6691	Rac prophage; predicted tail protein	ynaA	mRNA	1424478	1029	+	0.0000018192	546.0	G6691-MONOMER	[]	[]	
G6692	Rac prophage; predicted protein	lomR_1	mRNA	1425482	156	+	0.0000087742	498.00000000000006	G6692-MONOMER	[]	[]	
G6693	Rac prophage; IS5 transposase and trans-activator	insH-5	mRNA	1426750	981	-	0.0000356463	1266.0	G6693-MONOMER	[]	[]	
G6694	Rac prophage; predicted protein	lomR_2	mRNA	1426838	171	+	0.0000199678	528.0	G6694-MONOMER	[]	[]	
G6695	putative membrane protein	stfR	mRNA	1427073	3363	+	0.0000036233	468.0	G6695-MONOMER	[]	[]	
G6696	Rac prophage; predicted tail fiber assembly protein	tfaR	mRNA	1430435	576	+	0.0000359481	408.0	G6696-MONOMER	[]	[]	
G6697	Rac prophage; predicted site-specific recombinase	pinR	mRNA	1431698	591	-	0.0000112914	480.0	G6697-MONOMER	[]	[]	
G6698	Rac prophage; cold shock protein	ynaE	mRNA	1432248	234	-	0.0001098254	372.0	G6698-MONOMER	[]	[]	
G6699	nucleotide binding filament protein	uspF	mRNA	1433643	435	-	0.0000833410	312.0	G6699-MONOMER	[]	[]	
G6700	outer membrane pore protein N	ompN	mRNA	1434917	1134	-	0.0000088231	462.0	G6700-MONOMER	[]	[]	
G6701	predicted pyruvate:flavodoxin oxidoreductase	ydbK	mRNA	1438808	3525	-	0.0000212964	222.0	G6701-MONOMER	[]	[]	
G6702	heat shock protein HslJ	hslJ	mRNA	1439767	423	-	0.0000435201	300.0	G6702-MONOMER	[]	[]	
G6703	predicted protein	ydbH	mRNA	1441075	2640	+	0.0000344290	348.0	G6703-MONOMER	[]	[]	
G6704	hypothetical protein	ynbE	mRNA	1443711	186	+	0.0000323282	372.0	G6704-MONOMER	[]	[]	
G6705	conserved protein	ydbL	mRNA	1443904	327	+	0.0000473070	390.0	G6705-MONOMER	[]	[]	
G6706	FeaR DNA-binding transcriptional activator	feaR	mRNA	1445307	906	-	0.0000051593	384.0	G6706-MONOMER	[]	[]	
G6708	oxepin-CoA hydrolase/3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase	paaZ	mRNA	1451666	2046	-	0.0000117922	534.0	G6708-MONOMER	[]	[]	
G6709	ring 1,2-phenylacetyl-CoA epoxidase	paaA	mRNA	1451951	930	+	0.0000036132	438.0	G6709-MONOMER	[]	[]	
G6710	ring 1,2-phenylacetyl-CoA epoxidase subunit	paaB	mRNA	1452892	288	+	0.0000225559	522.0	G6710-MONOMER	[]	[]	
G6711	ring 1,2-phenylacetyl-CoA epoxidase	paaC	mRNA	1453188	747	+	0.0000116556	684.0	G6711-MONOMER	[]	[]	
G6712	phenylacetate degradation protein	paaD	mRNA	1453949	498	+	0.0000157611	384.0	G6712-MONOMER	[]	[]	
G6713	ring 1,2-phenylacetyl-CoA epoxidase	paaE	mRNA	1454454	1071	+	0.0000056010	534.0	G6713-MONOMER	[]	[]	
G6714	predicted 2,3-dehydroadipyl-CoA hydratase	paaF	mRNA	1455521	768	+	0.0000021446	360.0	G6714-MONOMER	[]	[]	
G6715	predicted ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)	paaG	mRNA	1456288	789	+	0.0000093626	344.81999999999999	G6715-MONOMER	[]	[]	
G6716	3-hydroxyadipyl-CoA dehydrogenase (NAD<sup>+</sup>)	paaH	mRNA	1457078	1428	+	0.0000053262	344.81999999999999	G6716-MONOMER	[]	[]	
G6717	hydroxyphenylacetyl-CoA thioesterase	paaI	mRNA	1458495	423	+	0.0000031546	378.0	G6717-MONOMER	[]	[]	
G6718	&beta;-ketoadipyl-CoA thiolase	paaJ	mRNA	1458917	1206	+	0.0000597263	234.0	G6718-MONOMER	[]	[]	
G6719	phenylacetate-CoA ligase	paaK	mRNA	1460149	1314	+	0.0000142622	366.0	G6719-MONOMER	[]	[]	
G6720	PaaX	paaX	mRNA	1461563	951	+	0.0000202865	390.0	G6720-MONOMER	[]	[]	
G6721	predicted hexapeptide repeat acetyltransferase	paaY	mRNA	1462495	591	+	0.0000404262	330.0	G6721-MONOMER	[]	[]	
G6722	predicted outer membrane protein	ydbA_1	mRNA	1463416	2559	+	0.0000118849	132.0	G6722-MONOMER	[]	[]	
G6724	IS2 insertion element repressor InsA	insC-2	mRNA	1467218	411	-	0.0001098254	192.0	MONOMER0-4250	[]	[]	
G6725	transposase of IS30	insI-2	mRNA	1467382	1152	+	0.0001098254	396.0	G6725-MONOMER	[]	[]	
G6727	YnbA	ynbA	mRNA	1475645	606	+	0.0000096543	348.0	G6727-MONOMER	[]	[]	
G6728	predicted CDP-diglyceride synthase	ynbB	mRNA	1476250	897	+	0.0000044174	282.0	G6728-MONOMER	[]	[]	
G6729	predicted hydrolase	ynbC	mRNA	1477162	1758	+	0.0000085078	726.0	G6729-MONOMER	[]	[]	
G6730	predicted phosphatase	ynbD	mRNA	1478933	1293	+	0.0000220922	702.0	G6730-MONOMER	[]	[]	
G6731	NADH:quinone oxidoreductase	azoR	mRNA	1480884	606	-	0.0000558130	330.0	G6731-MONOMER	[]	[]	
G6732	ATP-dependent helicase	hrpA	mRNA	1481142	3846	+	0.0000942514	456.0	G6732-MONOMER	[]	[]	
G6736	regulatory peptide whose translation enables hokB expression	mokB	mRNA	1490153	168	-	0.0001098254	570.0	G6736-MONOMER	[]	[]	
G6737	putative transcriptional regulator LysR-type	ydcI	mRNA	1493095	924	-	0.0000312289	168.0	G6737-MONOMER	[]	[]	
G6738	conserved protein	ydcJ	mRNA	1493312	1344	+	0.0000056516	344.81999999999999	G6738-MONOMER	[]	[]	
